"","FN13","FN23"
"ENSG00000043591","ENSG00000043591","ADRB1"
"ENSG00000044012","ENSG00000044012","GUCA2B"
"ENSG00000044090","ENSG00000044090","CUL7"
"ENSG00000044115","ENSG00000044115","CTNNA1"
"ENSG00000044446","ENSG00000044446","PHKA2"
"ENSG00000044459","ENSG00000044459","CNTLN"
"ENSG00000044524","ENSG00000044524","EPHA3"
"ENSG00000044574","ENSG00000044574","HSPA5"
"ENSG00000046604","ENSG00000046604","DSG2"
"ENSG00000046647","ENSG00000046647","GEMIN8"
"ENSG00000046651","ENSG00000046651","OFD1"
"ENSG00000046653","ENSG00000046653","GPM6B"
"ENSG00000046889","ENSG00000046889","PREX2"
"ENSG00000047056","ENSG00000047056","WDR37"
"ENSG00000047188","ENSG00000047188","YTHDC2"
"ENSG00000047230","ENSG00000047230","CTPS2"
"ENSG00000047249","ENSG00000047249","ATP6V1H"
"ENSG00000047315","ENSG00000047315","POLR2B"
"ENSG00000047346","ENSG00000047346","FAM214A"
"ENSG00000047365","ENSG00000047365","ARAP2"
"ENSG00000047410","ENSG00000047410","TPR"
"ENSG00000047457","ENSG00000047457","CP"
"ENSG00000047578","ENSG00000047578","KATNIP"
"ENSG00000047579","ENSG00000047579","DTNBP1"
"ENSG00000047597","ENSG00000047597","XK"
"ENSG00000047621","ENSG00000047621","C12orf4"
"ENSG00000047634","ENSG00000047634","SCML1"
"ENSG00000047644","ENSG00000047644","WWC3"
"ENSG00000047648","ENSG00000047648","ARHGAP6"
"ENSG00000047849","ENSG00000047849","MAP4"
"ENSG00000047932","ENSG00000047932","GOPC"
"ENSG00000048028","ENSG00000048028","USP28"
"ENSG00000048052","ENSG00000048052","HDAC9"
"ENSG00000048140","ENSG00000048140","TSPAN17"
"ENSG00000048162","ENSG00000048162","NOP16"
"ENSG00000048342","ENSG00000048342","CC2D2A"
"ENSG00000048392","ENSG00000048392","RRM2B"
"ENSG00000048405","ENSG00000048405","ZNF800"
"ENSG00000048462","ENSG00000048462","TNFRSF17"
"ENSG00000048471","ENSG00000048471","SNX29"
"ENSG00000048540","ENSG00000048540","LMO3"
"ENSG00000048544","ENSG00000048544","MRPS10"
"ENSG00000048649","ENSG00000048649","RSF1"
"ENSG00000048707","ENSG00000048707","VPS13D"
"ENSG00000048740","ENSG00000048740","CELF2"
"ENSG00000048828","ENSG00000048828","FAM120A"
"ENSG00000048991","ENSG00000048991","R3HDM1"
"ENSG00000049089","ENSG00000049089","COL9A2"
"ENSG00000049130","ENSG00000049130","KITLG"
"ENSG00000049167","ENSG00000049167","ERCC8"
"ENSG00000049192","ENSG00000049192","ADAMTS6"
"ENSG00000049239","ENSG00000049239","H6PD"
"ENSG00000049245","ENSG00000049245","VAMP3"
"ENSG00000049246","ENSG00000049246","PER3"
"ENSG00000049249","ENSG00000049249","TNFRSF9"
"ENSG00000049323","ENSG00000049323","LTBP1"
"ENSG00000049449","ENSG00000049449","RCN1"
"ENSG00000049540","ENSG00000049540","ELN"
"ENSG00000049541","ENSG00000049541","RFC2"
"ENSG00000049618","ENSG00000049618","ARID1B"
"ENSG00000049656","ENSG00000049656","CLPTM1L"
"ENSG00000049759","ENSG00000049759","NEDD4L"
"ENSG00000049768","ENSG00000049768","FOXP3"
"ENSG00000049769","ENSG00000049769","PPP1R3F"
"ENSG00000049860","ENSG00000049860","HEXB"
"ENSG00000049883","ENSG00000049883","PTCD2"
"ENSG00000050130","ENSG00000050130","JKAMP"
"ENSG00000050165","ENSG00000050165","DKK3"
"ENSG00000050327","ENSG00000050327","ARHGEF5"
"ENSG00000050344","ENSG00000050344","NFE2L3"
"ENSG00000050393","ENSG00000050393","MCUR1"
"ENSG00000050405","ENSG00000050405","LIMA1"
"ENSG00000050426","ENSG00000050426","LETMD1"
"ENSG00000050438","ENSG00000050438","SLC4A8"
"ENSG00000050555","ENSG00000050555","LAMC3"
"ENSG00000050628","ENSG00000050628","PTGER3"
"ENSG00000050730","ENSG00000050730","TNIP3"
"ENSG00000050748","ENSG00000050748","MAPK9"
"ENSG00000050767","ENSG00000050767","COL23A1"
"ENSG00000050820","ENSG00000050820","BCAR1"
"ENSG00000051009","ENSG00000051009","FAM160A2"
"ENSG00000051108","ENSG00000051108","HERPUD1"
"ENSG00000051128","ENSG00000051128","HOMER3"
"ENSG00000051180","ENSG00000051180","RAD51"
"ENSG00000051341","ENSG00000051341","POLQ"
"ENSG00000051382","ENSG00000051382","PIK3CB"
"ENSG00000051523","ENSG00000051523","CYBA"
"ENSG00000051596","ENSG00000051596","THOC3"
"ENSG00000051620","ENSG00000051620","HEBP2"
"ENSG00000051825","ENSG00000051825","MPHOSPH9"
"ENSG00000052126","ENSG00000052126","PLEKHA5"
"ENSG00000052344","ENSG00000052344","PRSS8"
"ENSG00000052723","ENSG00000052723","SIKE1"
"ENSG00000052749","ENSG00000052749","RRP12"
"ENSG00000052795","ENSG00000052795","FNIP2"
"ENSG00000052802","ENSG00000052802","MSMO1"
"ENSG00000052841","ENSG00000052841","TTC17"
"ENSG00000053108","ENSG00000053108","FSTL4"
"ENSG00000053254","ENSG00000053254","FOXN3"
"ENSG00000053328","ENSG00000053328","METTL24"
"ENSG00000053371","ENSG00000053371","AKR7A2"
"ENSG00000053372","ENSG00000053372","MRTO4"
"ENSG00000053438","ENSG00000053438","NNAT"
"ENSG00000053501","ENSG00000053501","USE1"
"ENSG00000053702","ENSG00000053702","NRIP2"
"ENSG00000053747","ENSG00000053747","LAMA3"
"ENSG00000053770","ENSG00000053770","AP5M1"
"ENSG00000053900","ENSG00000053900","ANAPC4"
"ENSG00000053918","ENSG00000053918","KCNQ1"
"ENSG00000054116","ENSG00000054116","TRAPPC3"
"ENSG00000054118","ENSG00000054118","THRAP3"
"ENSG00000054148","ENSG00000054148","PHPT1"
"ENSG00000054179","ENSG00000054179","ENTPD2"
"ENSG00000054219","ENSG00000054219","LY75"
"ENSG00000054267","ENSG00000054267","ARID4B"
"ENSG00000054277","ENSG00000054277","OPN3"
"ENSG00000054282","ENSG00000054282","SDCCAG8"
"ENSG00000054392","ENSG00000054392","HHAT"
"ENSG00000054523","ENSG00000054523","KIF1B"
"ENSG00000054598","ENSG00000054598","FOXC1"
"ENSG00000054611","ENSG00000054611","TBC1D22A"
"ENSG00000054654","ENSG00000054654","SYNE2"
"ENSG00000054690","ENSG00000054690","PLEKHH1"
"ENSG00000054793","ENSG00000054793","ATP9A"
"ENSG00000054803","ENSG00000054803","CBLN4"
"ENSG00000054938","ENSG00000054938","CHRDL2"
"ENSG00000054965","ENSG00000054965","FAM168A"
"ENSG00000054967","ENSG00000054967","RELT"
"ENSG00000054983","ENSG00000054983","GALC"
"ENSG00000055044","ENSG00000055044","NOP58"
"ENSG00000055070","ENSG00000055070","SZRD1"
"ENSG00000055118","ENSG00000055118","KCNH2"
"ENSG00000055130","ENSG00000055130","CUL1"
"ENSG00000055147","ENSG00000055147","FAM114A2"
"ENSG00000055163","ENSG00000055163","CYFIP2"
"ENSG00000055208","ENSG00000055208","TAB2"
"ENSG00000055211","ENSG00000055211","GINM1"
"ENSG00000055332","ENSG00000055332","EIF2AK2"
"ENSG00000055483","ENSG00000055483","USP36"
"ENSG00000055609","ENSG00000055609","KMT2C"
"ENSG00000055917","ENSG00000055917","PUM2"
"ENSG00000055950","ENSG00000055950","MRPL43"
"ENSG00000055955","ENSG00000055955","ITIH4"
"ENSG00000055957","ENSG00000055957","ITIH1"
"ENSG00000056050","ENSG00000056050","HPF1"
"ENSG00000056097","ENSG00000056097","ZFR"
"ENSG00000056277","ENSG00000056277","ZNF280C"
"ENSG00000056558","ENSG00000056558","TRAF1"
"ENSG00000056586","ENSG00000056586","RC3H2"
"ENSG00000056736","ENSG00000056736","IL17RB"
"ENSG00000056972","ENSG00000056972","TRAF3IP2"
"ENSG00000056998","ENSG00000056998","GYG2"
"ENSG00000057019","ENSG00000057019","DCBLD2"
"ENSG00000057252","ENSG00000057252","SOAT1"
"ENSG00000057294","ENSG00000057294","PKP2"
"ENSG00000057593","ENSG00000057593","F7"
"ENSG00000057608","ENSG00000057608","GDI2"
"ENSG00000057657","ENSG00000057657","PRDM1"
"ENSG00000057663","ENSG00000057663","ATG5"
"ENSG00000057704","ENSG00000057704","TMCC3"
"ENSG00000057757","ENSG00000057757","PITHD1"
"ENSG00000057935","ENSG00000057935","MTA3"
"ENSG00000058056","ENSG00000058056","USP13"
"ENSG00000058063","ENSG00000058063","ATP11B"
"ENSG00000058085","ENSG00000058085","LAMC2"
"ENSG00000058091","ENSG00000058091","CDK14"
"ENSG00000058262","ENSG00000058262","SEC61A1"
"ENSG00000058272","ENSG00000058272","PPP1R12A"
"ENSG00000058404","ENSG00000058404","CAMK2B"
"ENSG00000058453","ENSG00000058453","CROCC"
"ENSG00000058600","ENSG00000058600","POLR3E"
"ENSG00000058668","ENSG00000058668","ATP2B4"
"ENSG00000058729","ENSG00000058729","RIOK2"
"ENSG00000058799","ENSG00000058799","YIPF1"
"ENSG00000058804","ENSG00000058804","NDC1"
"ENSG00000058866","ENSG00000058866","DGKG"
"ENSG00000059122","ENSG00000059122","FLYWCH1"
"ENSG00000059145","ENSG00000059145","UNKL"
"ENSG00000059377","ENSG00000059377","TBXAS1"
"ENSG00000059378","ENSG00000059378","PARP12"
"ENSG00000059573","ENSG00000059573","ALDH18A1"
"ENSG00000059588","ENSG00000059588","TARBP1"
"ENSG00000059691","ENSG00000059691","GATB"
"ENSG00000059728","ENSG00000059728","MXD1"
"ENSG00000059758","ENSG00000059758","CDK17"
"ENSG00000059769","ENSG00000059769","DNAJC25"
"ENSG00000059804","ENSG00000059804","SLC2A3"
"ENSG00000059915","ENSG00000059915","PSD"
"ENSG00000060069","ENSG00000060069","CTDP1"
"ENSG00000060138","ENSG00000060138","YBX3"
"ENSG00000060237","ENSG00000060237","WNK1"
"ENSG00000060339","ENSG00000060339","CCAR1"
"ENSG00000060491","ENSG00000060491","OGFR"
"ENSG00000060558","ENSG00000060558","GNA15"
"ENSG00000060566","ENSG00000060566","CREB3L3"
"ENSG00000060642","ENSG00000060642","PIGV"
"ENSG00000060656","ENSG00000060656","PTPRU"
"ENSG00000060688","ENSG00000060688","SNRNP40"
"ENSG00000060709","ENSG00000060709","RIMBP2"
"ENSG00000060749","ENSG00000060749","QSER1"
"ENSG00000060762","ENSG00000060762","MPC1"
"ENSG00000060971","ENSG00000060971","ACAA1"
"ENSG00000060982","ENSG00000060982","BCAT1"
"ENSG00000061273","ENSG00000061273","HDAC7"
"ENSG00000061337","ENSG00000061337","LZTS1"
"ENSG00000061455","ENSG00000061455","PRDM6"
"ENSG00000061656","ENSG00000061656","SPAG4"
"ENSG00000061676","ENSG00000061676","NCKAP1"
"ENSG00000061794","ENSG00000061794","MRPS35"
"ENSG00000061918","ENSG00000061918","GUCY1B1"
"ENSG00000061936","ENSG00000061936","SFSWAP"
"ENSG00000061938","ENSG00000061938","TNK2"
"ENSG00000061987","ENSG00000061987","MON2"
"ENSG00000062096","ENSG00000062096","ARSF"
"ENSG00000062194","ENSG00000062194","GPBP1"
"ENSG00000062282","ENSG00000062282","DGAT2"
"ENSG00000062370","ENSG00000062370","ZNF112"
"ENSG00000062485","ENSG00000062485","CS"
"ENSG00000062524","ENSG00000062524","LTK"
"ENSG00000062582","ENSG00000062582","MRPS24"
"ENSG00000062598","ENSG00000062598","ELMO2"
"ENSG00000062650","ENSG00000062650","WAPL"
"ENSG00000062716","ENSG00000062716","VMP1"
"ENSG00000062725","ENSG00000062725","APPBP2"
"ENSG00000062822","ENSG00000062822","POLD1"
"ENSG00000063046","ENSG00000063046","EIF4B"
"ENSG00000063127","ENSG00000063127","SLC6A16"
"ENSG00000063169","ENSG00000063169","BICRA"
"ENSG00000063176","ENSG00000063176","SPHK2"
"ENSG00000063177","ENSG00000063177","RPL18"
"ENSG00000063180","ENSG00000063180","CA11"
"ENSG00000063241","ENSG00000063241","ISOC2"
"ENSG00000063244","ENSG00000063244","U2AF2"
"ENSG00000063245","ENSG00000063245","EPN1"
"ENSG00000063322","ENSG00000063322","MED29"
"ENSG00000063587","ENSG00000063587","ZNF275"
"ENSG00000063601","ENSG00000063601","MTMR1"
"ENSG00000063660","ENSG00000063660","GPC1"
"ENSG00000063761","ENSG00000063761","ADCK1"
"ENSG00000063854","ENSG00000063854","HAGH"
"ENSG00000063978","ENSG00000063978","RNF4"
"ENSG00000064012","ENSG00000064012","CASP8"
"ENSG00000064042","ENSG00000064042","LIMCH1"
"ENSG00000064102","ENSG00000064102","INTS13"
"ENSG00000064115","ENSG00000064115","TM7SF3"
"ENSG00000064199","ENSG00000064199","SPA17"
"ENSG00000064201","ENSG00000064201","TSPAN32"
"ENSG00000064205","ENSG00000064205","CCN5"
"ENSG00000064225","ENSG00000064225","ST3GAL6"
"ENSG00000064270","ENSG00000064270","ATP2C2"
"ENSG00000064300","ENSG00000064300","NGFR"
"ENSG00000064309","ENSG00000064309","CDON"
"ENSG00000064313","ENSG00000064313","TAF2"
"ENSG00000064393","ENSG00000064393","HIPK2"
"ENSG00000064419","ENSG00000064419","TNPO3"
"ENSG00000064490","ENSG00000064490","RFXANK"
"ENSG00000064545","ENSG00000064545","TMEM161A"
"ENSG00000064547","ENSG00000064547","LPAR2"
"ENSG00000064601","ENSG00000064601","CTSA"
"ENSG00000064607","ENSG00000064607","SUGP2"
"ENSG00000064651","ENSG00000064651","SLC12A2"
"ENSG00000064652","ENSG00000064652","SNX24"
"ENSG00000064655","ENSG00000064655","EYA2"
"ENSG00000064666","ENSG00000064666","CNN2"
"ENSG00000064687","ENSG00000064687","ABCA7"
"ENSG00000064692","ENSG00000064692","SNCAIP"
"ENSG00000064703","ENSG00000064703","DDX20"
"ENSG00000064726","ENSG00000064726","BTBD1"
"ENSG00000064763","ENSG00000064763","FAR2"
"ENSG00000064787","ENSG00000064787","BCAS1"
"ENSG00000064886","ENSG00000064886","CHI3L2"
"ENSG00000064932","ENSG00000064932","SBNO2"
"ENSG00000064933","ENSG00000064933","PMS1"
"ENSG00000064961","ENSG00000064961","HMG20B"
"ENSG00000064989","ENSG00000064989","CALCRL"
"ENSG00000064995","ENSG00000064995","TAF11"
"ENSG00000064999","ENSG00000064999","ANKS1A"
"ENSG00000065000","ENSG00000065000","AP3D1"
"ENSG00000065029","ENSG00000065029","ZNF76"
"ENSG00000065054","ENSG00000065054","SLC9A3R2"
"ENSG00000065057","ENSG00000065057","NTHL1"
"ENSG00000065060","ENSG00000065060","UHRF1BP1"
"ENSG00000065135","ENSG00000065135","GNAI3"
"ENSG00000065150","ENSG00000065150","IPO5"
"ENSG00000065154","ENSG00000065154","OAT"
"ENSG00000065183","ENSG00000065183","WDR3"
"ENSG00000065243","ENSG00000065243","PKN2"
"ENSG00000065268","ENSG00000065268","WDR18"
"ENSG00000065308","ENSG00000065308","TRAM2"
"ENSG00000065320","ENSG00000065320","NTN1"
"ENSG00000065325","ENSG00000065325","GLP2R"
"ENSG00000065328","ENSG00000065328","MCM10"
"ENSG00000065357","ENSG00000065357","DGKA"
"ENSG00000065361","ENSG00000065361","ERBB3"
"ENSG00000065413","ENSG00000065413","ANKRD44"
"ENSG00000065427","ENSG00000065427","KARS1"
"ENSG00000065457","ENSG00000065457","ADAT1"
"ENSG00000065485","ENSG00000065485","PDIA5"
"ENSG00000065491","ENSG00000065491","TBC1D22B"
"ENSG00000065518","ENSG00000065518","NDUFB4"
"ENSG00000065526","ENSG00000065526","SPEN"
"ENSG00000065534","ENSG00000065534","MYLK"
"ENSG00000065548","ENSG00000065548","ZC3H15"
"ENSG00000065559","ENSG00000065559","MAP2K4"
"ENSG00000065600","ENSG00000065600","PACC1"
"ENSG00000065613","ENSG00000065613","SLK"
"ENSG00000065615","ENSG00000065615","CYB5R4"
"ENSG00000065621","ENSG00000065621","GSTO2"
"ENSG00000065665","ENSG00000065665","SEC61A2"
"ENSG00000065675","ENSG00000065675","PRKCQ"
"ENSG00000065717","ENSG00000065717","TLE2"
"ENSG00000065802","ENSG00000065802","ASB1"
"ENSG00000065809","ENSG00000065809","FAM107B"
"ENSG00000065833","ENSG00000065833","ME1"
"ENSG00000065882","ENSG00000065882","TBC1D1"
"ENSG00000065883","ENSG00000065883","CDK13"
"ENSG00000065911","ENSG00000065911","MTHFD2"
"ENSG00000065923","ENSG00000065923","SLC9A7"
"ENSG00000065970","ENSG00000065970","FOXJ2"
"ENSG00000065978","ENSG00000065978","YBX1"
"ENSG00000065989","ENSG00000065989","PDE4A"
"ENSG00000066027","ENSG00000066027","PPP2R5A"
"ENSG00000066044","ENSG00000066044","ELAVL1"
"ENSG00000066056","ENSG00000066056","TIE1"
"ENSG00000066084","ENSG00000066084","DIP2B"
"ENSG00000066117","ENSG00000066117","SMARCD1"
"ENSG00000066135","ENSG00000066135","KDM4A"
"ENSG00000066136","ENSG00000066136","NFYC"
"ENSG00000066185","ENSG00000066185","ZMYND12"
"ENSG00000066230","ENSG00000066230","SLC9A3"
"ENSG00000066248","ENSG00000066248","NGEF"
"ENSG00000066279","ENSG00000066279","ASPM"
"ENSG00000066294","ENSG00000066294","CD84"
"ENSG00000066322","ENSG00000066322","ELOVL1"
"ENSG00000066336","ENSG00000066336","SPI1"
"ENSG00000066379","ENSG00000066379","POLR1H"
"ENSG00000066382","ENSG00000066382","MPPED2"
"ENSG00000066422","ENSG00000066422","ZBTB11"
"ENSG00000066427","ENSG00000066427","ATXN3"
"ENSG00000066455","ENSG00000066455","GOLGA5"
"ENSG00000066468","ENSG00000066468","FGFR2"
"ENSG00000066557","ENSG00000066557","LRRC40"
"ENSG00000066583","ENSG00000066583","ISOC1"
"ENSG00000066629","ENSG00000066629","EML1"
"ENSG00000066651","ENSG00000066651","TRMT11"
"ENSG00000066654","ENSG00000066654","THUMPD1"
"ENSG00000066697","ENSG00000066697","MSANTD3"
"ENSG00000066735","ENSG00000066735","KIF26A"
"ENSG00000066739","ENSG00000066739","ATG2B"
"ENSG00000066777","ENSG00000066777","ARFGEF1"
"ENSG00000066813","ENSG00000066813","ACSM2B"
"ENSG00000066827","ENSG00000066827","ZFAT"
"ENSG00000066855","ENSG00000066855","MTFR1"
"ENSG00000066923","ENSG00000066923","STAG3"
"ENSG00000066926","ENSG00000066926","FECH"
"ENSG00000066933","ENSG00000066933","MYO9A"
"ENSG00000067048","ENSG00000067048","DDX3Y"
"ENSG00000067057","ENSG00000067057","PFKP"
"ENSG00000067064","ENSG00000067064","IDI1"
"ENSG00000067066","ENSG00000067066","SP100"
"ENSG00000067082","ENSG00000067082","KLF6"
"ENSG00000067113","ENSG00000067113","PLPP1"
"ENSG00000067141","ENSG00000067141","NEO1"
"ENSG00000067167","ENSG00000067167","TRAM1"
"ENSG00000067177","ENSG00000067177","PHKA1"
"ENSG00000067182","ENSG00000067182","TNFRSF1A"
"ENSG00000067191","ENSG00000067191","CACNB1"
"ENSG00000067208","ENSG00000067208","EVI5"
"ENSG00000067221","ENSG00000067221","STOML1"
"ENSG00000067225","ENSG00000067225","PKM"
"ENSG00000067248","ENSG00000067248","DHX29"
"ENSG00000067334","ENSG00000067334","DNTTIP2"
"ENSG00000067365","ENSG00000067365","METTL22"
"ENSG00000067369","ENSG00000067369","TP53BP1"
"ENSG00000067445","ENSG00000067445","TRO"
"ENSG00000067533","ENSG00000067533","RRP15"
"ENSG00000067560","ENSG00000067560","RHOA"
"ENSG00000067596","ENSG00000067596","DHX8"
"ENSG00000067601","ENSG00000067601","PMS2P4"
"ENSG00000067606","ENSG00000067606","PRKCZ"
"ENSG00000067646","ENSG00000067646","ZFY"
"ENSG00000067704","ENSG00000067704","IARS2"
"ENSG00000067715","ENSG00000067715","SYT1"
"ENSG00000067798","ENSG00000067798","NAV3"
"ENSG00000067829","ENSG00000067829","IDH3G"
"ENSG00000067836","ENSG00000067836","ROGDI"
"ENSG00000067840","ENSG00000067840","PDZD4"
"ENSG00000067900","ENSG00000067900","ROCK1"
"ENSG00000067955","ENSG00000067955","CBFB"
"ENSG00000067992","ENSG00000067992","PDK3"
"ENSG00000068001","ENSG00000068001","HYAL2"
"ENSG00000068024","ENSG00000068024","HDAC4"
"ENSG00000068028","ENSG00000068028","RASSF1"
"ENSG00000068078","ENSG00000068078","FGFR3"
"ENSG00000068079","ENSG00000068079","IFI35"
"ENSG00000068097","ENSG00000068097","HEATR6"
"ENSG00000068120","ENSG00000068120","COASY"
"ENSG00000068137","ENSG00000068137","PLEKHH3"
"ENSG00000068305","ENSG00000068305","MEF2A"
"ENSG00000068308","ENSG00000068308","OTUD5"
"ENSG00000068323","ENSG00000068323","TFE3"
"ENSG00000068354","ENSG00000068354","TBC1D25"
"ENSG00000068366","ENSG00000068366","ACSL4"
"ENSG00000068383","ENSG00000068383","INPP5A"
"ENSG00000068394","ENSG00000068394","GPKOW"
"ENSG00000068400","ENSG00000068400","GRIPAP1"
"ENSG00000068438","ENSG00000068438","FTSJ1"
"ENSG00000068489","ENSG00000068489","PRR11"
"ENSG00000068615","ENSG00000068615","REEP1"
"ENSG00000068650","ENSG00000068650","ATP11A"
"ENSG00000068654","ENSG00000068654","POLR1A"
"ENSG00000068697","ENSG00000068697","LAPTM4A"
"ENSG00000068724","ENSG00000068724","TTC7A"
"ENSG00000068745","ENSG00000068745","IP6K2"
"ENSG00000068784","ENSG00000068784","SRBD1"
"ENSG00000068796","ENSG00000068796","KIF2A"
"ENSG00000068831","ENSG00000068831","RASGRP2"
"ENSG00000068878","ENSG00000068878","PSME4"
"ENSG00000068885","ENSG00000068885","IFT80"
"ENSG00000068903","ENSG00000068903","SIRT2"
"ENSG00000068912","ENSG00000068912","ERLEC1"
"ENSG00000068971","ENSG00000068971","PPP2R5B"
"ENSG00000068976","ENSG00000068976","PYGM"
"ENSG00000069020","ENSG00000069020","MAST4"
"ENSG00000069122","ENSG00000069122","ADGRF5"
"ENSG00000069188","ENSG00000069188","SDK2"
"ENSG00000069248","ENSG00000069248","NUP133"
"ENSG00000069275","ENSG00000069275","NUCKS1"
"ENSG00000069329","ENSG00000069329","VPS35"
"ENSG00000069345","ENSG00000069345","DNAJA2"
"ENSG00000069399","ENSG00000069399","BCL3"
"ENSG00000069424","ENSG00000069424","KCNAB2"
"ENSG00000069431","ENSG00000069431","ABCC9"
"ENSG00000069482","ENSG00000069482","GAL"
"ENSG00000069493","ENSG00000069493","CLEC2D"
"ENSG00000069509","ENSG00000069509","FUNDC1"
"ENSG00000069535","ENSG00000069535","MAOB"
"ENSG00000069667","ENSG00000069667","RORA"
"ENSG00000069696","ENSG00000069696","DRD4"
"ENSG00000069702","ENSG00000069702","TGFBR3"
"ENSG00000069812","ENSG00000069812","HES2"
"ENSG00000069849","ENSG00000069849","ATP1B3"
"ENSG00000069869","ENSG00000069869","NEDD4"
"ENSG00000069943","ENSG00000069943","PIGB"
"ENSG00000069956","ENSG00000069956","MAPK6"
"ENSG00000069966","ENSG00000069966","GNB5"
"ENSG00000069974","ENSG00000069974","RAB27A"
"ENSG00000069998","ENSG00000069998","HDHD5"
"ENSG00000070010","ENSG00000070010","UFD1"
"ENSG00000070018","ENSG00000070018","LRP6"
"ENSG00000070047","ENSG00000070047","PHRF1"
"ENSG00000070061","ENSG00000070061","ELP1"
"ENSG00000070081","ENSG00000070081","NUCB2"
"ENSG00000070087","ENSG00000070087","PFN2"
"ENSG00000070159","ENSG00000070159","PTPN3"
"ENSG00000070182","ENSG00000070182","SPTB"
"ENSG00000070190","ENSG00000070190","DAPP1"
"ENSG00000070214","ENSG00000070214","SLC44A1"
"ENSG00000070269","ENSG00000070269","TMEM260"
"ENSG00000070366","ENSG00000070366","SMG6"
"ENSG00000070367","ENSG00000070367","EXOC5"
"ENSG00000070371","ENSG00000070371","CLTCL1"
"ENSG00000070404","ENSG00000070404","FSTL3"
"ENSG00000070413","ENSG00000070413","DGCR2"
"ENSG00000070423","ENSG00000070423","RNF126"
"ENSG00000070444","ENSG00000070444","MNT"
"ENSG00000070476","ENSG00000070476","ZXDC"
"ENSG00000070495","ENSG00000070495","JMJD6"
"ENSG00000070501","ENSG00000070501","POLB"
"ENSG00000070540","ENSG00000070540","WIPI1"
"ENSG00000070601","ENSG00000070601","FRMPD1"
"ENSG00000070610","ENSG00000070610","GBA2"
"ENSG00000070614","ENSG00000070614","NDST1"
"ENSG00000070669","ENSG00000070669","ASNS"
"ENSG00000070718","ENSG00000070718","AP3M2"
"ENSG00000070731","ENSG00000070731","ST6GALNAC2"
"ENSG00000070756","ENSG00000070756","PABPC1"
"ENSG00000070759","ENSG00000070759","TESK2"
