"","original.FBgn","updated.FBgn","Entrez.NCBI.gene.ID","Symbol","KEGG.ID","cluster","mt","Chromosome","Location"
"FBgn0001179","FBgn0001179","FBgn0001179","39202","hay","dme:Dmel_CG8019",0,0,"3L",10631078
"FBgn0001180","FBgn0001180","FBgn0001180","41032","hb","dme:Dmel_CG9786",0,0,"3R",-8690979
"FBgn0001185","FBgn0001185","FBgn0001185","34992","her","dme:Dmel_CG4694",0,0,"2L",16677184
"FBgn0001186","FBgn0001186","FBgn0001186","45875","Hex-A","dme:Dmel_CG3001",2,0,"X",9585889
"FBgn0001187","FBgn0001187","FBgn0001187","44008","Hex-C","dme:Dmel_CG8094",2,0,"2R",-15218836
"FBgn0001189","FBgn0001189","FBgn0001189","31120","hfw","dme:Dmel_CG3095",5,0,"X",1669569
"FBgn0001197","FBgn0001197","FBgn0001197","43229","His2Av","dme:Dmel_CG5499",0,0,"3R",26866928
"FBgn0001202","FBgn0001202","FBgn0001202","35169","hook","dme:Dmel_CG10653",0,0,"2L",-19030843
"FBgn0001206","FBgn0001206","FBgn0001206","31988","Hmr","dme:Dmel_CG1619",0,0,"X",-10590919
"FBgn0001208","FBgn0001208","FBgn0001208","38871","Hn","dme:Dmel_CG7399",2,0,"3L",7760452
"FBgn0001215","FBgn0001215","FBgn0001215","43385","Hrb98DE","dme:Dmel_CG9983",0,0,"3R",28599833
"FBgn0001216","FBgn0001216","FBgn0001216","39542","Hsc70-1","dme:Dmel_CG8937",1,0,"3L",13974452
"FBgn0001217","FBgn0001217","FBgn0001217","41609","Hsc70-2","dme:Dmel_CG7756",1,0,"3R",13044758
"FBgn0001218","FBgn0001218","FBgn0001218","32133","Hsc70-3","dme:Dmel_CG4147",3,0,"X",-11801695
"FBgn0001220","FBgn0001220","FBgn0001220","36583","Hsc70-5","dme:Dmel_CG8542",0,0,"2R",-14252597
"FBgn0001222","FBgn0001222","FBgn0001222","37068","Hsf","dme:Dmel_CG5748",0,0,"2R",-18130302
"FBgn0001224","FBgn0001224","FBgn0001224","39077","Hsp23","dme:Dmel_CG4463",0,0,"3L",9381881
"FBgn0001225","FBgn0001225","FBgn0001225","39075","Hsp26","dme:Dmel_CG4183",1,0,"3L",-9376417
"FBgn0001226","FBgn0001226","FBgn0001226","39078","Hsp27","dme:Dmel_CG4466",1,0,"3L",9384062
"FBgn0001227","FBgn0001227","FBgn0001227","39076","Hsp67Ba","dme:Dmel_CG4167",0,0,"3L",-9377801
"FBgn0001228","FBgn0001228","FBgn0001228","3771872","CG4456","dme:Dmel_CG4456",1,0,"3L",9372930
"FBgn0001229","FBgn0001229","FBgn0001229","39071","Hsp67Bc","dme:Dmel_CG4190",0,0,"3L",-9371510
"FBgn0001230","FBgn0001230","FBgn0001230","42852","Hsp68","dme:Dmel_CG5436",4,0,"3R",-24055079
"FBgn0001233","FBgn0001233","FBgn0001233","38389","Hsp83","dme:Dmel_CG1242",3,0,"3L",3193215
"FBgn0001234","FBgn0001234","FBgn0001234","3772547","Hsromega","dme:Dmel_CR31400",3,0,"3R",21296126
"FBgn0001235","FBgn0001235","FBgn0001235","41273","hth","dme:Dmel_CG17117",5,0,"3R",-10509846
"FBgn0001247","FBgn0001247","FBgn0001247","40248","Ide","dme:Dmel_CG5517",0,0,"3L",-20371671
"FBgn0001248","FBgn0001248","FBgn0001248","44291","Idh","dme:Dmel_CG7176",2,0,"3L",-8356403
"FBgn0001250","FBgn0001250","FBgn0001250","32661","if","dme:Dmel_CG9623",3,0,"X",-16752188
"FBgn0001255","FBgn0001255","FBgn0001255","48239","ImpE3","dme:Dmel_CG2723",0,0,"3R",-8028452
"FBgn0001257","FBgn0001257","FBgn0001257","38513","ImpL2","dme:Dmel_CG15009",2,0,"3L",-4224709
"FBgn0001258","FBgn0001258","FBgn0001258","45880","ImpL3","dme:Dmel_CG10160",4,0,"3L",-6259104
"FBgn0001259","FBgn0001259","FBgn0001259","40246","in","dme:Dmel_CG16993",0,0,"3L",20367197
"FBgn0001269","FBgn0001269","FBgn0001269","36239","inv","dme:Dmel_CG17835",0,0,"2R",11474464
"FBgn0001276","FBgn0001276","FBgn0001276","45881","ix","dme:Dmel_CG13201",0,0,"2R",-11359436
"FBgn0001280","FBgn0001280","FBgn0001280","43569","janA","dme:Dmel_CG7933",0,0,"3R",-30038621
"FBgn0001281","FBgn0001281","FBgn0001281","43568","janB","dme:Dmel_CG7931",1,0,"3R",-30037983
"FBgn0001285","FBgn0001285","FBgn0001285","35853","Jon44E","dme:Dmel_CG8579",0,0,"2R",8691447
"FBgn0001291","FBgn0001291","FBgn0001291","36057","Jra","dme:Dmel_CG2275",0,0,"2R",10096927
"FBgn0001296","FBgn0001296","FBgn0001296","45883","kar","dme:Dmel_CG12286",0,0,"3R",-12682185
"FBgn0001297","FBgn0001297","FBgn0001297","3772082","kay","dme:Dmel_CG33956",3,0,"3R",29788935
"FBgn0001301","FBgn0001301","FBgn0001301","35084","kel","dme:Dmel_CG7210",0,0,"2L",-18129883
"FBgn0001308","FBgn0001308","FBgn0001308","36810","Khc","dme:Dmel_CG7765",3,0,"2R",-16266959
"FBgn0001311","FBgn0001311","FBgn0001311","45884","kkv","dme:Dmel_CG2666",0,0,"3R",-5378092
"FBgn0001313","FBgn0001313","FBgn0001313","3355181","kl-2","dme:Dmel_CG17866",1,0,"Y",573087
"FBgn0001316","FBgn0001316","FBgn0001316","38067","klar","dme:Dmel_CG17046",0,0,"3L",-434298
"FBgn0001319","FBgn0001319","FBgn0001319","45318","kn","dme:Dmel_CG10197",0,0,"2R",-14772649
"FBgn0001320","FBgn0001320","FBgn0001320","40287","kni","dme:Dmel_CG4717",0,0,"3L",-20692329
"FBgn0001321","FBgn0001321","FBgn0001321","47137","knk","dme:Dmel_CG6217",0,0,"3R",-10122364
"FBgn0001323","FBgn0001323","FBgn0001323","40285","knrl","dme:Dmel_CG4761",0,0,"3L",-20597140
"FBgn0001324","FBgn0001324","FBgn0001324","44830","kto","dme:Dmel_CG8491",0,0,"3L",19836613
"FBgn0001325","FBgn0001325","FBgn0001325","38012","Kr","dme:Dmel_CG3340",0,0,"2R",25226610
"FBgn0001330","FBgn0001330","FBgn0001330","31205","kz","dme:Dmel_CG3228",0,0,"X",-2238043
"FBgn0262526","FBgn0262526","FBgn0283440","26067079","solo","dme:Dmel_CG46282",1,0,"2L",15061655
"FBgn0001341","FBgn0001341","FBgn0001341","31010","l(1)1Bi","dme:Dmel_CG6189",0,0,"X",629772
"FBgn0001404","FBgn0001404","FBgn0001404","31239","egh","dme:Dmel_CG9659",3,0,"X",2588502
"FBgn0001491","FBgn0001491","FBgn0001491","32069","l(1)10Bb","dme:Dmel_CG1639",0,0,"X",-11324293
"FBgn0001565","FBgn0001565","FBgn0001565","33118","Hlc","dme:Dmel_CG1666",5,0,"X",-21385517
"FBgn0001612","FBgn0001612","FBgn0001612","48481","Grip91","dme:Dmel_CG10988",0,0,"X",-13736569
"FBgn0001624","FBgn0001624","FBgn0001624","32083","dlg1","dme:Dmel_CG1725",5,0,"X",11369664
"FBgn0001941","FBgn0001941","FBgn0001941","33836","ifc","dme:Dmel_CG9078",2,0,"2L",5987077
"FBgn0001942","FBgn0001942","FBgn0001942","33835","eIF4A","dme:Dmel_CG9075",5,0,"2L",5981763
"FBgn0001961","FBgn0001961","FBgn0001961","34793","Arpc1","dme:Dmel_CG8978",0,0,"2L",-13827940
"FBgn0001965","FBgn0001965","FBgn0001965","34790","Sos","dme:Dmel_CG7793",5,0,"2L",13813815
"FBgn0001970","FBgn0001970","FBgn0001970","48775","Pgant35A","dme:Dmel_CG7480",0,0,"2L",14359251
"FBgn0001974","FBgn0001974","FBgn0001974","34877","l(2)35Bd","dme:Dmel_CG3688",0,0,"2L",15009938
"FBgn0001977","FBgn0001977","FBgn0001977","49424","CIAPIN1","dme:Dmel_CG4180",0,0,"2L",-15036292
"FBgn0001978","FBgn0001978","FBgn0001978","34888","stc","dme:Dmel_CG3647",0,0,"2L",15113479
"FBgn0001981","FBgn0001981","FBgn0001981","34903","esg","dme:Dmel_CG3758",2,0,"2L",15333865
"FBgn0001986","FBgn0001986","FBgn0001986","48782","Mtr4","dme:Dmel_CG4152",0,0,"2L",15752262
"FBgn0001987","FBgn0001987","FBgn0001987","34927","Gli","dme:Dmel_CG3903",2,0,"2L",-15756001
"FBgn0001989","FBgn0001989","FBgn0001989","34925","ND-B17","dme:Dmel_CG13240",5,0,"2L",-15749318
"FBgn0001990","FBgn0001990","FBgn0001990","48785","wek","dme:Dmel_CG4148",0,0,"2L",-15766132
"FBgn0001991","FBgn0001991","FBgn0001991","34950","Ca-alpha1D","dme:Dmel_CG4894",4,0,"2L",16168345
"FBgn0001992","FBgn0001992","FBgn0001992","49165","Cyp303a1","dme:Dmel_CG4163",0,0,"2L",16294182
"FBgn0001994","FBgn0001994","FBgn0001994","34956","crp","dme:Dmel_CG7664",3,0,"2L",-16263555
"FBgn0001995","FBgn0001995","FBgn0001995","49425","mRpL4","dme:Dmel_CG5818",0,0,"2L",-16328058
"FBgn0002021","FBgn0002021","FBgn0002021","49427","l(2)37Bb","dme:Dmel_CG10655",0,0,"2L",-19049842
"FBgn0002022","FBgn0002022","FBgn0002022","48805","Catsup","dme:Dmel_CG10449",5,0,"2L",19041861
"FBgn0002023","FBgn0002023","FBgn0002023","35184","Lim3","dme:Dmel_CG10699",1,0,"2L",-19079255
"FBgn0002031","FBgn0002031","FBgn0002031","49168","l(2)37Cc","dme:Dmel_CG10691",0,0,"2L",-19121344
"FBgn0002036","FBgn0002036","FBgn0002036","35189","CG10561","dme:Dmel_CG10561",4,0,"2L",19114400
"FBgn0002044","FBgn0002044","FBgn0002044","35235","swm","dme:Dmel_CG10084",5,0,"2L",19493250
"FBgn0002069","FBgn0002069","FBgn0002069","36420","AspRS","dme:Dmel_CG3821",5,0,"2R",12880283
"FBgn0002121","FBgn0002121","FBgn0002121","33156","l(2)gl","dme:Dmel_CG2671",3,0,"2L",-9838
"FBgn0002174","FBgn0002174","FBgn0002174","48844","l(2)tid","dme:Dmel_CG5504",4,0,"2R",23707080
"FBgn0002183","FBgn0002183","FBgn0002183","38248","dre4","dme:Dmel_CG1828",0,0,"3L",-1871573
"FBgn0002283","FBgn0002283","FBgn0002283","48903","l(3)73Ah","dme:Dmel_CG4195",0,0,"3L",16588474
"FBgn0002284","FBgn0002284","FBgn0002284","39855","Prosbeta6","dme:Dmel_CG4097",5,0,"3L",-16609399
"FBgn0002306","FBgn0002306","FBgn0002306","40861","sas","dme:Dmel_CG2507",3,0,"3R",7162889
"FBgn0002354","FBgn0002354","FBgn0002354","49762","l(3)87Df","dme:Dmel_CG7620",0,0,"3R",13030912
"FBgn0002413","FBgn0002413","FBgn0002413","43673","dco","dme:Dmel_CG2048",5,0,"3R",-31055185
"FBgn0002431","FBgn0002431","FBgn0002431","41181","hyd","dme:Dmel_CG9484",0,0,"3R",-9714622
"FBgn0002441","FBgn0002441","FBgn0002441","43288","l(3)mbt","dme:Dmel_CG5954",0,0,"3R",-27266325
"FBgn0002466","FBgn0002466","FBgn0002466","39429","sti","dme:Dmel_CG10522",1,0,"3L",-12507997
"FBgn0002521","FBgn0002521","FBgn0002521","43819","pho","dme:Dmel_CG17743",0,0,"4",-1172468
"FBgn0002522","FBgn0002522","FBgn0002522","40817","lab","dme:Dmel_CG1264",0,0,"3R",-6661426
"FBgn0002524","FBgn0002524","FBgn0002524","34910","lace","dme:Dmel_CG4162",5,0,"2L",15499126
"FBgn0002525","FBgn0002525","FBgn0002525","33782","Lam","dme:Dmel_CG6944",5,0,"2L",5543099
"FBgn0002526","FBgn0002526","FBgn0002526","38723","LanA","dme:Dmel_CG10236",5,0,"3L",-6203830
"FBgn0002531","FBgn0002531","FBgn0002531","35817","Lcp1","dme:Dmel_CG11650",0,0,"2R",-8430636
"FBgn0002542","FBgn0002542","FBgn0002542","45894","lds","dme:Dmel_CG2684",1,0,"3R",7920430
"FBgn0002543","FBgn0002543","FBgn0002543","44522","robo2","dme:Dmel_CG5481",3,0,"2L",-1380085
"FBgn0002552","FBgn0002552","FBgn0002552","45325","lin","dme:Dmel_CG11770",0,0,"2R",8914523
"FBgn0002562","FBgn0002562","FBgn0002562","32199","Lsp1alpha","dme:Dmel_CG2559",0,0,"X",12490290
"FBgn0002563","FBgn0002563","FBgn0002563","33274","Lsp1beta","dme:Dmel_CG4178",2,0,"2L",898499
"FBgn0002564","FBgn0002564","FBgn0002564","38015","Lsp1gamma","dme:Dmel_CG6821",0,0,"3L",66429
"FBgn0002565","FBgn0002565","FBgn0002565","45326","Lsp2","dme:Dmel_CG6806",5,0,"3L",12129392
"FBgn0002566","FBgn0002566","FBgn0002566","3355130","lt","dme:Dmel_CG18028",0,0,"2L",22924794
"FBgn0002567","FBgn0002567","FBgn0002567","35940","Rab32","dme:Dmel_CG8024",0,0,"2R",-9177863
"FBgn0002569","FBgn0002569","FBgn0002569","35825","Mal-A2","dme:Dmel_CG8694",2,0,"2R",8453626
"FBgn0002570","FBgn0002570","FBgn0002570","35824","Mal-A1","dme:Dmel_CG8696",2,0,"2R",-8449663
"FBgn0002571","FBgn0002571","FBgn0002571","35826","Mal-A3","dme:Dmel_CG8695",2,0,"2R",-8455908
"FBgn0002573","FBgn0002573","FBgn0002573","45328","sens","dme:Dmel_CG32120",0,0,"3L",-13396227
"FBgn0002576","FBgn0002576","FBgn0002576","31883","lz","dme:Dmel_CG1689",0,0,"X",9284648
"FBgn0002578","FBgn0002578","FBgn0002578","43154","Kaz-m1","dme:Dmel_CG8342",0,0,"3R",26014720
"FBgn0002579","FBgn0002579","FBgn0002579","31009","RpL36","dme:Dmel_CG7622",5,0,"X",-628348
"FBgn0002590","FBgn0002590","FBgn0002590","32700","RpS5a","dme:Dmel_CG8922",5,0,"X",-17143587
"FBgn0002592","FBgn0002592","FBgn0002592","43155","E(spl)m2-BFM","dme:Dmel_CG6104",0,0,"3R",-26016513
"FBgn0002593","FBgn0002593","FBgn0002593","33214","RpLP1","dme:Dmel_CG4087",5,0,"2L",419951
"FBgn0262468","FBgn0262468","FBgn0267975","42306","vib","dme:Dmel_CG5269",5,0,"3R",-19217743
"FBgn0002609","FBgn0002609","FBgn0002609","43156","E(spl)m3-HLH","dme:Dmel_CG8346",3,0,"3R",26021822
"FBgn0002622","FBgn0002622","FBgn0002622","42761","RpS3","dme:Dmel_CG6779",5,0,"3R",23358811
"FBgn0002626","FBgn0002626","FBgn0002626","43573","RpL32","dme:Dmel_CG7939",5,0,"3R",-30045228
"FBgn0002638","FBgn0002638","FBgn0002638","38669","Rcc1","dme:Dmel_CG10480",0,0,"3L",-5930261
"FBgn0002641","FBgn0002641","FBgn0002641","33045","mal","dme:Dmel_CG1692",0,0,"X",20429674
"FBgn0002643","FBgn0002643","FBgn0002643","36555","mam","dme:Dmel_CG8118",5,0,"2R",14009198
"FBgn0002645","FBgn0002645","FBgn0002645","43765","Map205","dme:Dmel_CG1483",3,0,"3R",-32057015
"FBgn0002673","FBgn0002673","FBgn0002673","34954","twe","dme:Dmel_CG4965",1,0,"2L",-16259876
"FBgn0002707","FBgn0002707","FBgn0002707","31373","mei-9","dme:Dmel_CG3697",0,0,"X",-4314229
"FBgn0002709","FBgn0002709","FBgn0002709","3772646","mei-218","dme:Dmel_CG8923",0,0,"X",-17136949
"FBgn0002715","FBgn0002715","FBgn0002715","37523","mei-S332","dme:Dmel_CG5303",1,0,"2R",22122100
"FBgn0002716","FBgn0002716","FBgn0002716","2768853","mei-W68","dme:Dmel_CG7753",0,0,"2R",19456169
"FBgn0002719","FBgn0002719","FBgn0002719","47173","Men","dme:Dmel_CG10120",3,0,"3R",-12713102
"FBgn0002723","FBgn0002723","FBgn0002723","32114","Met","dme:Dmel_CG1705",0,0,"X",11616123
"FBgn0002732","FBgn0002732","FBgn0002732","43153","E(spl)malpha-BFM","dme:Dmel_CG8337",3,0,"3R",26010892
"FBgn0002733","FBgn0002733","FBgn0002733","43152","E(spl)mbeta-HLH","dme:Dmel_CG14548",3,0,"3R",-26005045
"FBgn0002736","FBgn0002736","FBgn0002736","37402","mago","dme:Dmel_CG9401",0,0,"2R",21128576
"FBgn0002772","FBgn0002772","FBgn0002772","43323","Mlc1","dme:Dmel_CG5596",5,0,"3R",-27657562
"FBgn0002773","FBgn0002773","FBgn0002773","43587","Mlc2","dme:Dmel_CG2184",5,0,"3R",-30171437
"FBgn0002774","FBgn0002774","FBgn0002774","35523","mle","dme:Dmel_CG11680",0,0,"2R",-5975093
"FBgn0002775","FBgn0002775","FBgn0002775","38779","msl-3","dme:Dmel_CG8631",0,0,"3L",-7123212
"FBgn0002778","FBgn0002778","FBgn0002778","39625","mnd","dme:Dmel_CG3297",3,0,"3L",14985099
"FBgn0002780","FBgn0002780","FBgn0002780","43764","mod","dme:Dmel_CG2050",0,0,"3R",32052059
"FBgn0002781","FBgn0002781","FBgn0002781","49228","mod(mdg4)","dme:Dmel_CG32491",5,0,"3R",-21351613
"FBgn0002783","FBgn0002783","FBgn0002783","41942","mor","dme:Dmel_CG18740",5,0,"3R",-15968133
"FBgn0002787","FBgn0002787","FBgn0002787","37894","Rpn8","dme:Dmel_CG3416",0,0,"2R",24403004
"FBgn0002789","FBgn0002789","FBgn0002789","36468","Mp20","dme:Dmel_CG4696",5,0,"2R",13246669
"FBgn0002791","FBgn0002791","FBgn0002791","45906","mr","dme:Dmel_CG3060",4,0,"2R",23972430
"FBgn0002838","FBgn0002838","FBgn0002838","43232","ms(3)K81","dme:Dmel_CG14251",1,0,"3R",26875851
"FBgn0002842","FBgn0002842","FBgn0002842","40367","sa","dme:Dmel_CG11308",1,0,"3L",-21405424
"FBgn0002855","FBgn0002855","FBgn0002855","33817","Acp26Aa","dme:Dmel_CG8982",4,0,"2L",-5892882
"FBgn0002856","FBgn0002856","FBgn0002856","33816","Acp26Ab","dme:Dmel_CG9024",4,0,"2L",-5892297
"FBgn0002862","FBgn0002862","FBgn0002862","41693","Mst87F","dme:Dmel_CG17956",1,0,"3R",-13827150
"FBgn0002865","FBgn0002865","FBgn0002865","47854","Mst98Ca","dme:Dmel_CG11719",1,0,"3R",28291337
"FBgn0002868","FBgn0002868","FBgn0002868","41202","MtnA","dme:Dmel_CG9470",4,0,"3R",-9783777
"FBgn0002869","FBgn0002869","FBgn0002869","42424","MtnB","dme:Dmel_CG4312",3,0,"3R",-20503237
"FBgn0002872","FBgn0002872","FBgn0002872","38257","mu2","dme:Dmel_CG1960",4,0,"3L",-1942733
"FBgn0002873","FBgn0002873","FBgn0002873","44839","mud","dme:Dmel_CG12047",1,0,"X",14247731
"FBgn0002878","FBgn0002878","FBgn0002878","48309","mus101","dme:Dmel_CG11156",0,0,"X",13722245
"FBgn0002887","FBgn0002887","FBgn0002887","3772069","mus201","dme:Dmel_CG10890",4,0,"2L",8438273
"FBgn0002891","FBgn0002891","FBgn0002891","47186","mus205","dme:Dmel_CG1925",0,0,"2R",7793624
"FBgn0002899","FBgn0002899","FBgn0002899","38905","mus301","dme:Dmel_CG7972",0,0,"3L",8137807
"FBgn0002901","FBgn0002901","FBgn0002901","40003","mus304","dme:Dmel_CG7347",4,0,"3L",18109813
"FBgn0002905","FBgn0002905","FBgn0002905","41571","mus308","dme:Dmel_CG6019",0,0,"3R",-12705522
"FBgn0002906","FBgn0002906","FBgn0002906","41366","Blm","dme:Dmel_CG6920",1,0,"3R",-11736809
"FBgn0002914","FBgn0002914","FBgn0002914","32543","Myb","dme:Dmel_CG9045",0,0,"X",-15854856
"FBgn0002917","FBgn0002917","FBgn0002917","45338","na","dme:Dmel_CG1517",0,0,"X",14266366
"FBgn0002921","FBgn0002921","FBgn0002921","48971","Atpalpha","dme:Dmel_CG5670",5,0,"3R",20948779
"FBgn0002922","FBgn0002922","FBgn0002922","42799","nau","dme:Dmel_CG10250",0,0,"3R",-23712813
"FBgn0002924","FBgn0002924","FBgn0002924","43517","ncd","dme:Dmel_CG7831",1,0,"3R",-29804289
"FBgn0002926","FBgn0002926","FBgn0002926","38738","ndl","dme:Dmel_CG10129",0,0,"3L",-6593937
"FBgn0002930","FBgn0002930","FBgn0002930","45908","nec","dme:Dmel_CG1857",5,0,"2R",-7156476
"FBgn0002931","FBgn0002931","FBgn0002931","45339","net","dme:Dmel_CG11450",4,0,"2L",-82420
"FBgn0002932","FBgn0002932","FBgn0002932","41085","neur","dme:Dmel_CG11988",0,0,"3R",-9020347
"FBgn0002939","FBgn0002939","FBgn0002939","326160","ninaD","dme:Dmel_CG31783",5,0,"2L",18081627
"FBgn0002941","FBgn0002941","FBgn0002941","42547","slou","dme:Dmel_CG6534",0,0,"3R",-21548660
"FBgn0002945","FBgn0002945","FBgn0002945","44843","nkd","dme:Dmel_CG11614",0,0,"3L",-19003740
"FBgn0002948","FBgn0002948","FBgn0002948","32107","nod","dme:Dmel_CG1763",0,0,"X",11580771
"FBgn0002962","FBgn0002962","FBgn0002962","42297","nos","dme:Dmel_CG5637",1,0,"3R",19157237
"FBgn0002973","FBgn0002973","FBgn0002973","34263","numb","dme:Dmel_CG3779",4,0,"2L",9437468
"FBgn0002985","FBgn0002985","FBgn0002985","33583","odd","dme:Dmel_CG3851",2,0,"2L",-3604223
"FBgn0002989","FBgn0002989","FBgn0002989","33507","okr","dme:Dmel_CG3736",0,0,"2L",-2989593
"FBgn0003002","FBgn0003002","FBgn0003002","40605","opa","dme:Dmel_CG1133",0,0,"3R",4852812
"FBgn0003008","FBgn0003008","FBgn0003008","43943","or","dme:Dmel_CG3029",0,0,"2R",23967938
"FBgn0003009","FBgn0003009","FBgn0003009","37687","ord","dme:Dmel_CG3134",1,0,"2R",-23271256
"FBgn0003011","FBgn0003011","FBgn0003011","45910","ort","dme:Dmel_CG7411",0,0,"3R",19659747
"FBgn0003015","FBgn0003015","FBgn0003015","41066","osk","dme:Dmel_CG10901",0,0,"3R",8935125
"FBgn0003016","FBgn0003016","FBgn0003016","34850","osp","dme:Dmel_CG3479",5,0,"2L",-14599775
"FBgn0003023","FBgn0003023","FBgn0003023","31789","otu","dme:Dmel_CG12743",1,0,"X",-8485007
"FBgn0003028","FBgn0003028","FBgn0003028","31429","ovo","dme:Dmel_CG6824",0,0,"X",5064232
"FBgn0003034","FBgn0003034","FBgn0003034","39494","SP","dme:Dmel_CG17673",4,0,"3L",13301634
"FBgn0003041","FBgn0003041","FBgn0003041","38879","pbl","dme:Dmel_CG8114",0,0,"3L",-7896108
"FBgn0003042","FBgn0003042","FBgn0003042","40358","Pc","dme:Dmel_CG32443",0,0,"3L",-21306137
"FBgn0003044","FBgn0003044","FBgn0003044","37069","Pcl","dme:Dmel_CG5109",4,0,"2R",18135425
"FBgn0003046","FBgn0003046","FBgn0003046","33985","Pcp","dme:Dmel_CG3440",0,0,"2L",7021681
"FBgn0003048","FBgn0003048","FBgn0003048","31204","pcx","dme:Dmel_CG3443",5,0,"X",2225295
"FBgn0003053","FBgn0003053","FBgn0003053","31391","peb","dme:Dmel_CG12212",3,0,"X",4617563
"FBgn0003060","FBgn0003060","FBgn0003060","41662","CG9757","dme:Dmel_CG9757",0,0,"3R",-13611865
"FBgn0003062","FBgn0003062","FBgn0003062","37662","Fib","dme:Dmel_CG9888",0,0,"2R",-23072908
"FBgn0003068","FBgn0003068","FBgn0003068","31251","per","dme:Dmel_CG2647",3,0,"X",2685579
"FBgn0003071","FBgn0003071","FBgn0003071","36060","Pfk","dme:Dmel_CG4001",4,0,"2R",10110869
"FBgn0003074","FBgn0003074","FBgn0003074","35886","Pgi","dme:Dmel_CG8251",2,0,"2R",-8910899
"FBgn0003076","FBgn0003076","FBgn0003076","44010","Pgm","dme:Dmel_CG5165",5,0,"3L",-16126017
"FBgn0003079","FBgn0003079","FBgn0003079","31221","Raf","dme:Dmel_CG2845",0,0,"X",2295465
"FBgn0003082","FBgn0003082","FBgn0003082","35735","phr","dme:Dmel_CG11205",0,0,"2R",7825288
"FBgn0003087","FBgn0003087","FBgn0003087","34404","pim","dme:Dmel_CG5052",1,0,"2L",10362988
"FBgn0003089","FBgn0003089","FBgn0003089","40104","pip","dme:Dmel_CG9614",0,0,"3L",-19298622
"FBgn0003090","FBgn0003090","FBgn0003090","45343","pk","dme:Dmel_CG11084",3,0,"2R",7172172
"FBgn0003091","FBgn0003091","FBgn0003091","48311","Pkc53E","dme:Dmel_CG6622",0,0,"2R",16925126
"FBgn0003093","FBgn0003093","FBgn0003093","43428","Pkc98E","dme:Dmel_CG1954",3,0,"3R",29039155
"FBgn0003114","FBgn0003114","FBgn0003114","44848","plu","dme:Dmel_CG9183",0,0,"2R",-20262957
"FBgn0003116","FBgn0003116","FBgn0003116","31194","pn","dme:Dmel_CG3461",0,0,"X",2181210
"FBgn0003117","FBgn0003117","FBgn0003117","44849","pnr","dme:Dmel_CG3978",0,0,"3R",16026251
"FBgn0003118","FBgn0003118","FBgn0003118","42757","pnt","dme:Dmel_CG17077",3,0,"3R",-23290943
"FBgn0003124","FBgn0003124","FBgn0003124","40232","polo","dme:Dmel_CG12306",1,0,"3L",20310046
"FBgn0003129","FBgn0003129","FBgn0003129","40990","Poxm","dme:Dmel_CG9610",0,0,"3R",-8319024
"FBgn0003132","FBgn0003132","FBgn0003132","48531","Pp1-13C","dme:Dmel_CG9156",1,0,"X",-15359100
"FBgn0003134","FBgn0003134","FBgn0003134","42922","Pp1alpha-96A","dme:Dmel_CG6593",0,0,"3R",24518269
"FBgn0003137","FBgn0003137","FBgn0003137","43872","Ppn","dme:Dmel_CG33103",0,0,"3R",-28520664
"FBgn0003139","FBgn0003139","FBgn0003139","31582","PpV","dme:Dmel_CG12217",5,0,"X",-6371064
"FBgn0003140","FBgn0003140","FBgn0003140","48532","PpY-55A","dme:Dmel_CG10930",1,0,"2R",-17955395
"FBgn0003141","FBgn0003141","FBgn0003141","35292","pr","dme:Dmel_CG16784",5,0,"2L",-20073718
"FBgn0003145","FBgn0003145","FBgn0003145","34629","prd","dme:Dmel_CG6716",0,0,"2L",-12082994
"FBgn0003149","FBgn0003149","FBgn0003149","39002","Prm","dme:Dmel_CG5939",3,0,"3L",-8732857
"FBgn0003159","FBgn0003159","FBgn0003159","44529","CG2841","dme:Dmel_CG2841",0,0,"X",-2344948
"FBgn0003162","FBgn0003162","FBgn0003162","37415","Pu","dme:Dmel_CG9441",3,0,"2R",21179117
"FBgn0003165","FBgn0003165","FBgn0003165","41094","pum","dme:Dmel_CG9755",0,0,"3R",-9069756
"FBgn0003169","FBgn0003169","FBgn0003169","41772","put","dme:Dmel_CG7904",5,0,"3R",-14620329
"FBgn0003174","FBgn0003174","FBgn0003174","44011","pwn","dme:Dmel_CG11101",0,0,"2R",7282571
"FBgn0003175","FBgn0003175","FBgn0003175","37573","px","dme:Dmel_CG4444",5,0,"2R",-22496503
"FBgn0003187","FBgn0003187","FBgn0003187","35058","qua","dme:Dmel_CG6433",1,0,"2L",-17486805
"FBgn0003189","FBgn0003189","FBgn0003189","32640","r","dme:Dmel_CG18572",5,0,"X",16655358
"FBgn0003204","FBgn0003204","FBgn0003204","43873","ras","dme:Dmel_CG1799",5,0,"X",10745433
"FBgn0003205","FBgn0003205","FBgn0003205","41140","Ras85D","dme:Dmel_CG9375",3,0,"3R",-9510560
"FBgn0003206","FBgn0003206","FBgn0003206","38494","Ras64B","dme:Dmel_CG1167",0,0,"3L",4139075
"FBgn0003209","FBgn0003209","FBgn0003209","44851","raw","dme:Dmel_CG12437",5,0,"2L",-8709879
"FBgn0003210","FBgn0003210","FBgn0003210","31381","rb","dme:Dmel_CG11427",0,0,"X",-4536015
"FBgn0003218","FBgn0003218","FBgn0003218","32340","rdgB","dme:Dmel_CG11111",0,0,"X",13762751
