© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
ADRB3	 	G-protein coupled receptor	 	 	3.99E-02	1.46E-01	IL1B,PPARGC1A,TNF	 
SPHK1	 	kinase	 	 	3.99E-02	1.46E-01	CDKN1A,SOCS3,TNF	 
CRH	 	cytokine	 	 	3.99E-02	1.46E-01	IL1B,SCARB1,TNF	 
RPS6KA5	 	kinase	 	 	3.99E-02	1.46E-01	DUSP1,FOS,TNF	 
ASIP	 	other	 	 	3.99E-02	1.46E-01	ICAM1,IL1B,VCAM1	 
TRIM21	 	enzyme	 	 	3.99E-02	1.46E-01	GCLC,IL1B,TNF	 
EBF1	 	transcription regulator	 	0.377	4.02E-02	1.46E-01	CEBPB,FASN,FOXO1,G6PC,MKNK2,NFIL3,PPARGC1A,PPP1CA,PTPN1,SOCS3,SREBF1,TLR2	 
PARP	 	group	 	 	4.03E-02	1.46E-01	CDKN1A,TP53	 
TLR8	-0.785	transmembrane receptor	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CCAR1	 	transcription regulator	 	 	4.03E-02	1.46E-01	CEBPA,CEBPD	 
CLEC6A	 	transmembrane receptor	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
MARCHF2	 	enzyme	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CLEC4D	 	other	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
THPO	0.627	cytokine	 	 	4.03E-02	1.46E-01	CEBPA,PIM1	 
PHB2	 	transcription regulator	 	 	4.03E-02	1.46E-01	GJA1,STAT3	 
ABCD2	 	transporter	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CTBP2	 	transcription regulator	 	 	4.03E-02	1.46E-01	CCND1,OCLN	 
PPM1B	 	phosphatase	 	 	4.03E-02	1.46E-01	CEBPD,MARCO	 
NFYC	 	transcription regulator	 	 	4.03E-02	1.46E-01	G6PC,PCK1	 
MARCO	1.991	transmembrane receptor	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
F13A1	 	enzyme	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
SOD3	 	enzyme	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
ATF7	 	transcription regulator	 	 	4.03E-02	1.46E-01	DUSP1,DUSP10	 
IGBP1	 	phosphatase	 	 	4.03E-02	1.46E-01	CLDN1,CLDN3	 
ARF6	 	transporter	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CLIC4	 	ion channel	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CDH5	 	other	 	 	4.03E-02	1.46E-01	CDKN1A,TP53	 
TFF2	 	other	 	 	4.03E-02	1.46E-01	CCND1,CCNE1	 
PDZK1	 	other	 	 	4.03E-02	1.46E-01	SCARB1,SLC7A2	 
BTC	 	growth factor	 	 	4.03E-02	1.46E-01	FASN,SREBF1	 
ATF5	 	transcription regulator	 	 	4.03E-02	1.46E-01	GAS5,Pmaip1	 
SERPIND1	 	other	 	 	4.03E-02	1.46E-01	EGR1,IL1B	 
AP3B1	 	transporter	 	 	4.03E-02	1.46E-01	TNF,TNFRSF1A	 
Cyp2a12/Cyp2a22	 	enzyme	 	 	4.03E-02	1.46E-01	NR1I2,PPARGC1A	 
Sik1	 	kinase	 	 	4.03E-02	1.46E-01	FASN,SREBF1	 
Paxip1	 	other	 	 	4.03E-02	1.46E-01	CEACAM1,VEGFA	 
PILRA	 	other	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
OBP2B	 	transporter	 	 	4.03E-02	1.46E-01	FASN,SREBF1	 
CFLAR	 	other	 	 	4.03E-02	1.46E-01	IL1B,TNF	 
CBFB	 	transcription regulator	 	0.707	4.08E-02	1.48E-01	CEBPA,GPLD1,ICAM1,IFT80,IKZF4,NRP1,RGS1,TBL2	 
ROR2	 	kinase	 	 	4.08E-02	1.48E-01	CCND1,CCNE1,CDKN1A,RBL2,SLC25A46,SLC39A14,TSEN2,WEE1	 
Map3k7	 	kinase	 	-0.509	4.08E-02	1.48E-01	BHLHE40,Cxcl11,FASN,IL1B,ISG15,NFKBIA,TNF,VCAM1	 
ERN1	 	kinase	Activated	2.214	4.17E-02	1.51E-01	CEBPB,CEBPD,G6PC,GOT1,IL1B,SLC20A1,SRP68,TNF,XBP1	 
ERK	 	group	 	0.808	4.17E-02	1.51E-01	CCND1,CCNE1,CDKN1A,EGR1,IL1B,TNF	 
NFE2L2	0.798	transcription regulator	 	0.894	4.19E-02	1.51E-01	ACTG1,ANG,APCS,ARHGEF3,CDC34,CEBPA,DDX39B,GAS2,GCLC,ICAM1,IL1B,ISG15,NFE2L1,NFE2L2,OGT,PCBP1,Pmaip1,PPARGC1A,RARS1,SAA1,SCARB1,SOCS3,SREBF1,TBRG1,TNF,TP53,VCAM1,VEGFA,XBP1	 
GLI1	 	transcription regulator	 	 	4.22E-02	1.51E-01	CCND1,CSF1,PIM1,SOCS3	 
CYBB	 	enzyme	 	-0.577	4.22E-02	1.51E-01	CCN2,CDKN1A,IL1B,TNF	 
FGFR2	 	kinase	 	0.152	4.22E-02	1.51E-01	CCND1,CDKN1A,DLL1,HES1	 
ING1	 	transcription regulator	 	 	4.22E-02	1.51E-01	ANGPTL4,CDKN1A,TP53,ZFP36	 
PTCH1	 	transmembrane receptor	 	-1.982	4.22E-02	1.51E-01	ACTA1,BTG2,CCND1,GADD45A	 
CSF2	 	cytokine	Activated	2.533	4.31E-02	1.54E-01	CISH,Cxcl11,HAUS8,HJURP,ICAM1,IL1B,IRAK3,MRC1,PLA2G15,Saa3,SREBF1,TGM2,TLR2,TNF,TNFRSF1A,TNFRSF1B	 
KDM1A	 	enzyme	 	 	4.34E-02	1.55E-01	BCL3,CDKN1A,CXCL13,FGR,IFI16,IRAK3,ISG15,OASL,PLIN4,POLE4,TENT5C,TGM1,TLR2,ZBP1	 
NQO1	 	enzyme	 	0.391	4.35E-02	1.55E-01	CCND1,CDKN1A,CEBPA,CXCR4,TP53	 
LEF1	 	transcription regulator	 	0.426	4.43E-02	1.57E-01	CCND1,EVI5,ID2,IFT80,IKZF4,INPP5F,NTN4,Prg4,SLC35D1,YPEL2	 
RPTOR	 	other	 	-0.837	4.46E-02	1.57E-01	BCL3,CDK2,Chil3/Chil4,FASN,G6PC,IL13RA1,IL1B,MRC1,PCK1,SOCS3,SREBF1,TNF	 
POR	 	enzyme	 	0.000	4.50E-02	1.57E-01	ACAT2,ACTA1,ACTG1,AQP8,CHMP4C,CLDN3,CYP2B6,CYP7A1,ELOVL3,ETHE1,FGL1,JDP2,LGALSL,PDK4,SDS,VEGFA	 
GATA4	0.777	transcription regulator	 	-0.426	4.70E-02	1.57E-01	ACTA1,ARRDC2,CCN2,INHBA,LCN2,LRG1,Orm1 (includes others),PLIN4,TGM2,VCAM1	 
TNFRSF1B	-0.903	transmembrane receptor	Activated	2.547	4.70E-02	1.57E-01	APCS,CXCL13,ICAM1,PDGFA,SAA1,SERPINE1,SOCS3,TNF	 
UCHL1	 	peptidase	 	0.000	4.70E-02	1.57E-01	ADCY9,EIF2B3,EIF2B4,GABARAPL1,GABPB1,LPIN1,RWDD3,SLC39A8	 
BMP10	 	growth factor	 	1.000	4.74E-02	1.57E-01	ANGPTL4,CXCL13,FOS,HPGD,ID2,ID3,IL1B,LCN2,SMAD6	 
CHD7	 	enzyme	 	 	4.78E-02	1.57E-01	Pmaip1,POLE4,TP53	 
PROCR	 	other	 	 	4.78E-02	1.57E-01	IL1B,PELI1,TNF	 
UBE3A	 	enzyme	 	 	4.78E-02	1.57E-01	CDKN1A,ESR1,SERPINE1	 
S1PR2	 	G-protein coupled receptor	 	 	4.78E-02	1.57E-01	F3,ICAM1,VCAM1	 
TNK1	 	kinase	 	 	4.78E-02	1.57E-01	IFI16,TLR8,TNFSF10	 
CXCL2	 	cytokine	 	 	4.78E-02	1.57E-01	ICAM1,IL1B,TNF	 
TAF4B	 	transcription regulator	 	 	4.78E-02	1.57E-01	CCN2,INHBA,ZBTB16	 
mir-10	 	microRNA	 	 	4.78E-02	1.57E-01	IL1B,TNF,TP53	 
BACH1	 	transcription regulator	 	 	4.78E-02	1.57E-01	CEBPB,DUSP1,GCLC	 
ESRRG	-1.166	ligand-dependent nuclear receptor	 	0.218	4.80E-02	1.57E-01	LPIN1,NRP1,PDK4,VEGFA	 
NCF1	 	enzyme	 	 	4.80E-02	1.57E-01	DDX58,ICAM1,ISG15,TNF	 
CA4	 	enzyme	 	1.000	4.80E-02	1.57E-01	ACTA1,CTRB2,PNLIP,SLC10A6	 
CCNC	 	other	 	1.053	4.80E-02	1.57E-01	CEBPA,FASN,PPARGC1A,SREBF1	 
CTSS	 	peptidase	Activated	2.000	4.80E-02	1.57E-01	DAG1,IL1B,TNF,TNFSF10	 
ITGAM	 	transmembrane receptor	 	1.857	4.80E-02	1.57E-01	IL1B,LCN2,TNF,ZBP1	 
SRC	 	kinase	 	-0.762	4.80E-02	1.57E-01	CCND1,DUSP1,FOS,SCARB1	 
NOS1	 	enzyme	 	0.085	4.80E-02	1.57E-01	EGR1,FOS,IL1B,TNF	 
SGPP2	 	phosphatase	 	0.000	4.80E-02	1.57E-01	HSPA14,IL1B,TNF,XBP1	 
Mek	 	group	 	0.555	4.83E-02	1.57E-01	CDKN1A,DDX58,EPHA2,IL1B,TNF	 
RIPK1	 	kinase	 	0.152	4.83E-02	1.57E-01	IL1B,MRC1,TNF,TP53,VEGFA	 
IL27RA	 	transmembrane receptor	Inhibited	-2.190	4.83E-02	1.57E-01	Cxcl11,CXCL13,IL1B,SOCS3,TNF	 
NPR1	 	enzyme	 	-1.980	5.44E-02	1.57E-01	ACTA1,RCAN1,RGS4,TNF	 
CASP1	 	peptidase	 	1.929	6.83E-02	1.83E-01	FASN,IL1B,SREBF1,TNF	 
MAVS	 	other	Activated	2.186	7.95E-02	2.05E-01	DDX58,IL1B,ISG15,OASL,STAT2,TNF	 
PSEN2	-0.847	peptidase	 	1.949	8.23E-02	2.12E-01	ABCC6,DBP,DLL1,GAS5,GJA1,SLC38A2,SNAPC3,TP53	 
NRIP1	 	transcription regulator	Activated	2.161	8.33E-02	2.12E-01	CYP4B1,FASN,IL1B,PDK4,TNF	 
SPARC	 	other	Activated	2.333	9.23E-02	2.24E-01	BHLHE40,CEBPD,CLDN1,LOXL4,NDRG1,PER2,SYDE2,UBE2U,ZHX2	 
IRF5	0.780	transcription regulator	Activated	2.153	9.73E-02	2.24E-01	DDX58,ISG15,OASL,STAT2,TNF	 
ABCG1	 	transporter	 	-1.947	1.01E-01	2.24E-01	CXCL13,IL13RA1,IL1B,TNF	 
FLCN	 	other	 	1.940	1.20E-01	2.43E-01	ELOVL3,PANK3,PPARGC1A,SERPINE1	 
NOD2	 	other	 	1.996	1.20E-01	2.44E-01	ACOD1,ICAM1,IL1B,NFKBIA,TNF	 
FOXM1	 	transcription regulator	Activated	2.236	1.47E-01	2.77E-01	CCND1,CDKN1A,LAMA4,PDGFA,STAT3,VEGFA	 
PRKD1	 	kinase	 	1.981	1.50E-01	2.77E-01	Cxcl11,IL1B,PPARGC1A,TNF	 
SERPINE2	 	other	 	-1.969	1.61E-01	2.78E-01	Cxcl11,CXCL13,IL1B,TNF	 
POU5F1	 	transcription regulator	 	1.919	1.96E-01	3.14E-01	BTG1,POLE4,RCAN1,SOCS3,TBX3,TFCP2L1	 
Calmodulin	 	group	Inhibited	-2.000	2.06E-01	3.14E-01	F3,NPAS2,VAMP1,YPEL2	 
IL1A	 	cytokine	 	1.998	2.42E-01	3.53E-01	IL1B,LCN2,STAT3,TNF	 
DNMT3A	 	enzyme	 	-1.897	2.43E-01	3.53E-01	ACTA1,CXCR4,E2F2,FOXO1,PLD4,PLK2,PRDM2,RGS16,S1PR1,TGM2	 
INHA	 	growth factor	 	-1.964	2.72E-01	3.79E-01	CCN2,CCNE1,INHBA,KRT18,MYO18A,SGK1,TP53INP1	 
VEGFA	0.495	growth factor	 	-1.980	3.82E-01	4.63E-01	FOS,NPHS1,PPARGC1A,VEGFA	 
GLI3	 	transcription regulator	Inhibited	-2.000	3.95E-01	4.76E-01	CCND1,DUSP1,EGR1,FOXO1	 
HTT	 	transcription regulator	Activated	2.000	4.20E-01	4.91E-01	CCND1,DBP,DLL1,FOS,Hamp/Hamp2,PPARGC1A,RGS4,SRM,TGM2,TP53	 
G protein alpha	 	group	Activated	2.000	1.00E00	1.00E00	ANKS4B,FOS,PIM3,SLC41A2,ZNF449	 
IGF1R	 	transmembrane receptor	Activated	2.408	1.00E00	1.00E00	ACTA1,CEBPA,FASN,IL1B,INHBA,SREBF1,TNF	 
DMD	 	other	Inhibited	-2.000	1.00E00	1.00E00	BTG2,CDKN1A,DAG1,KRT18,LPIN1,PDK4,PPARGC1A,PROX1,RIPOR2,SERPINB1,SGSH	 
RGS4	-1.163	enzyme	Inhibited	-2.000	1.00E00	1.00E00	ACTA1,HJURP,PPARGC1A,RAB36	 
CTCF	 	transcription regulator	Inhibited	-2.000	1.00E00	1.00E00	CXCR4,EGR1,SGK1,TLR2	 
