© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
BCL2L11	 	other	 	-1.432	2.63E-02	1.27E-01	CASP3,CCL3L3,CXCL2,IL1B,TNF	 
CLDN6	 	other	 	 	2.63E-02	1.27E-01	CLDN1,CLDN14,EIF2AK4,ERN1,KLF4	 
CYBB	 	enzyme	 	1.000	2.63E-02	1.27E-01	CDKN1A,COL3A1,CXCL3,IL1B,TNF	 
ING1	 	transcription regulator	 	1.000	2.63E-02	1.27E-01	ANGPTL4,CDKN1A,ERN1,PPP2R1B,ZFP36	 
TSC2	 	other	 	-0.687	2.64E-02	1.27E-01	BCL3,CDKN1A,Ifi47,IL13RA1,IL17RB,IL22RA1,JAK2,PPP1R3B,PSMC3,PSMD1,SCPEP1,SOCS3	 
LEPR	1.879	transmembrane receptor	 	-0.308	2.65E-02	1.27E-01	ANGPTL4,APOA4,ATP2A2,BTG1,CCAR1,CCL3L3,CDK2,GADD45B,GATA4,ID2,LEPR,LIPC,PC,SERPINE1,SOCS3,SREBF1,STK17B,TNF	 
STAT4	 	transcription regulator	Activated	2.563	2.77E-02	1.29E-01	ACADL,BCL3,CXCL2,CXCL3,GAS5,KDM6B,MAP3K8,MYC,TNF	 
CAV1	 	transmembrane receptor	 	1.188	2.80E-02	1.29E-01	ADAMTS4,ATM,CDKN1A,HSPA8,ID1,INHBB,KRT19,NR3C2,NR4A1,PROM1,SERPINE1,SLC20A1,SRP54	 
SLAMF9	 	other	 	 	2.84E-02	1.29E-01	SPIB,TNF	 
HTR7	 	G-protein coupled receptor	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
PDE8A	 	enzyme	 	 	2.84E-02	1.29E-01	CYP51A1,FDPS	 
Carlr	 	other	 	 	2.84E-02	1.29E-01	IL1A,IL1B	 
SPATA2	 	other	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
RNF152	-1.428	enzyme	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
MCOLN2	 	ion channel	 	 	2.84E-02	1.29E-01	CCL3L3,CXCL3	 
FLT4	 	transmembrane receptor	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
Pde4	 	group	 	 	2.84E-02	1.29E-01	CYP51A1,FDPS	 
PARG	 	enzyme	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
G0S2	 	other	 	 	2.84E-02	1.29E-01	HSPD1,MYC	 
MUC2	 	other	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
MTBP	 	other	 	 	2.84E-02	1.29E-01	NCL,ODC1	 
FGA	 	other	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
GNAI3	 	enzyme	 	 	2.84E-02	1.29E-01	CCL3L3,TNF	 
EIF2AK1	 	kinase	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
PPM1L	 	phosphatase	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
TRHR	 	G-protein coupled receptor	 	 	2.84E-02	1.29E-01	LEPR,SOCS3	 
A4GALT	 	enzyme	 	 	2.84E-02	1.29E-01	IRF1,TNF	 
RAPSN	 	other	 	 	2.84E-02	1.29E-01	JAK2,SOCS3	 
CDK6	 	kinase	 	 	2.84E-02	1.29E-01	NFKBIZ,SOCS3	 
TNFAIP8	 	other	 	 	2.84E-02	1.29E-01	CXCL3,IL1B	 
HNRNPU	0.466	transporter	 	 	2.84E-02	1.29E-01	IL1B,TNF	 
ELK3	 	transcription regulator	 	 	2.84E-02	1.29E-01	HMOX1,SERPINE1	 
BAG1	 	other	 	 	2.84E-02	1.29E-01	FKBP5,Hspa1b	 
HDAC8	 	transcription regulator	 	 	2.84E-02	1.29E-01	CDKN1A,Pmaip1	 
RRM2B	 	enzyme	 	 	2.84E-02	1.29E-01	CDKN1A,Pmaip1	 
ETS1	 	transcription regulator	 	0.970	2.85E-02	1.29E-01	ATP2A3,CDKN1A,ID2,ITGB3,Klrk1,MSR1,MYC,NPR1,SERPINE1,TNF	 
KMT2A	 	transcription regulator	 	0.632	2.85E-02	1.29E-01	ABTB2,ADRA1B,BAG3,GCNT4,KLF6,MGLL,MYC,MYCT1,TRIB1,ZFAND2A	 
SMAD4	 	transcription regulator	 	-1.418	2.87E-02	1.30E-01	ALPL,BMP2,CDKN1A,CNMD,CYP17A1,HSD3B1,ID2,IL1B,MYC,MYCN,TNF	 
DDX58	 	enzyme	 	1.206	2.90E-02	1.30E-01	ALPL,GBP3,IRF1,KLF4,Pmaip1,SOCS3,TNF,TNFSF10	 
ID1	1.594	transcription regulator	 	-0.765	2.91E-02	1.30E-01	CDKN1A,DTX4,FOXA2,Ly6a (includes others),MYC,TNF	 
NCSTN	 	peptidase	 	0.128	2.91E-02	1.30E-01	Ccl9,CD14,GRN,HES1,Ly6a (includes others),PSEN2	 
IRS2	 	enzyme	 	0.332	2.91E-02	1.30E-01	ACLY,G6PC,HMOX1,IGFBP1,SREBF1,TNF	 
TCF3	 	transcription regulator	 	0.410	2.92E-02	1.30E-01	ATF3,BACH2,CBFA2T3,CDKN1A,CIP2A,CRELD2,Hmgn2 (includes others),ID2,ID3,KLF4,KLF6,LILRB4,Ly6a (includes others),MORF4L2,OPTN,PML,POLE4,PRDX4,SERINC5,SMAGP,STK17B,XBP1,ZBTB16	 
FOXO3	 	transcription regulator	 	0.434	2.93E-02	1.31E-01	ACLY,BNIP3,CDKN1A,ELOVL5,ENPEP,FLNB,JUNB,LRAT,MAP1LC3A,NDRG1,NPNT,PRKCD,SESN3,TXNIP	 
HRH3	 	G-protein coupled receptor	 	 	2.97E-02	1.32E-01	Acot1,ACOT2,Aldh1a7,CXCL3,HBB,RBP4,S100A8	 
ICAM1	 	transmembrane receptor	 	1.951	3.04E-02	1.32E-01	CXCL2,IL1B,SREBF1,TNF	 
XDH	 	enzyme	 	0.577	3.04E-02	1.32E-01	CXCL3,IL1B,SERPINE1,TNF	 
MYT1	 	transcription regulator	Activated	2.000	3.04E-02	1.32E-01	Bst2,PTGR1,STEAP3,TM4SF1	 
WNT4	 	cytokine	 	 	3.04E-02	1.32E-01	BMP2,CYP17A1,FKBP5,ID1	 
APEX1	 	enzyme	 	0.000	3.04E-02	1.32E-01	IL1A,JUNB,NR4A1,RGS2	 
IL36A	 	cytokine	 	 	3.04E-02	1.32E-01	CXCL2,CXCL3,IL1B,TNF	 
F630028O10Rik	 	other	 	 	3.09E-02	1.32E-01	CXCL2,IL1B,TNF	 
BPIFA1	 	other	 	 	3.09E-02	1.32E-01	CXCL2,CXCL3,IL1B	 
PARP14	 	enzyme	 	 	3.09E-02	1.32E-01	ID3,Mx2,PIM1	 
BCO2	-1.158	enzyme	 	 	3.09E-02	1.32E-01	ARRDC3,DECR1,ELOVL2	 
MAPK13	 	kinase	 	 	3.09E-02	1.32E-01	IL1B,MAP3K8,TNF	 
TRPM2	 	ion channel	 	 	3.09E-02	1.32E-01	CXCL3,IL1B,TNF	 
TGIF1	 	transcription regulator	 	 	3.09E-02	1.32E-01	CXCL2,CXCL3,IL1B	 
mir-135	 	microRNA	 	 	3.09E-02	1.32E-01	Cxcl11,IL1B,KLF4	 
CXCR4	 	G-protein coupled receptor	 	 	3.09E-02	1.32E-01	ID1,JUNB,ZBTB16	 
ACVRL1	 	kinase	 	 	3.09E-02	1.32E-01	ID1,PLAUR,SERPINE1	 
OSBPL8	 	transporter	 	 	3.09E-02	1.32E-01	CYP7A1,LIPC,SREBF1	 
Igkv1-117	 	other	 	 	3.09E-02	1.32E-01	CDKN1A,JUNB,MYC	 
MNT	 	transcription regulator	 	 	3.09E-02	1.32E-01	NCL,ODC1,TNF	 
TLR6	 	transmembrane receptor	 	 	3.09E-02	1.32E-01	ATF3,IL1B,TNF	 
BRD2	0.465	kinase	 	 	3.09E-02	1.32E-01	HBA1/HBA2,IL1B,TNF	 
CPT1B	 	enzyme	 	-0.845	3.21E-02	1.38E-01	ABCB4,ACADL,ACADM,ANGPTL4,ARAF,ATP2A2,COX10,FH,FUBP1,HADHA,INSIG1,MGLL,NDUFA8,NDUFS6,NRAS,OGDH,PIK3R1,PPP1R3B,PTPRF,PYGL,SLC27A1,SOCS3,SREBF1	 
NLRP3	2.054	other	 	1.645	3.32E-02	1.42E-01	ATM,CCL3L3,CDK2,CXCL2,HMOX1,IL18,IL1B,MAP3K4,MSR1,TACC2,TNF,XRCC1	 
TNFSF11	 	cytokine	 	-0.422	3.33E-02	1.42E-01	CDKN1A,ITGB3,MAFB,SH3PXD2A,SPIB,TNF	 
Jnk	 	group	 	0.783	3.35E-02	1.43E-01	COL3A1,CXCL3,DUSP1,HNF4A,IL1A,IL1B,KLF6,SOCS3,TNF	 
MYC	2.136	transcription regulator	Activated	2.149	3.56E-02	1.51E-01	ABCA3,ALDOA,CBFA2T3,CDK2,CDKN1A,CIDEC,CNP,ENO1,FOXA2,GATA4,GOT1,Hnrnpa1,KAT2A,LDHA,MSR1,MT-TY,MYC,NCL,ODC1,PML,PPAT,RCAN1,SERPINE1,SREBF1,SRM,TFRC,TIAM1	 
F2RL1	 	G-protein coupled receptor	 	0.537	3.62E-02	1.54E-01	CXCL2,GBP6,Iigp1,IL1B,TNF	 
IRF8	 	transcription regulator	 	-0.749	3.68E-02	1.54E-01	ASAH1,BCOR,Ccl9,CDKN1A,IRF5,KLF4,MYC,Pmaip1,PML,TNF	 
C2CD5	 	other	 	1.067	3.69E-02	1.54E-01	ACADM,CPT1A,KLHL13,PNPLA2	 
CLEC7A	 	transmembrane receptor	 	1.916	3.69E-02	1.54E-01	CCL3L3,CXCL2,IL1B,TNF	 
CSF3	 	cytokine	 	 	3.69E-02	1.54E-01	CXCL2,CXCL3,Ly6a (includes others),TNFSF10	 
FABP4	 	transporter	 	1.188	3.69E-02	1.54E-01	IL1A,IL1B,SOCS3,TNF	 
IFI16	 	transcription regulator	 	1.091	3.69E-02	1.54E-01	DHFR,ID2,IL1B,TNF	 
ARRB1	 	transcription regulator	 	 	3.69E-02	1.54E-01	JUNB,MYC,SERPINE1,TNF	 
MAPK7	 	kinase	 	1.982	3.69E-02	1.54E-01	CXCL2,CXCL3,IL1A,IL1B	 
CXCR2	 	G-protein coupled receptor	 	1.000	3.69E-02	1.54E-01	CCL3L3,CXCL2,CXCL3,TNF	 
LHX1	 	transcription regulator	 	-0.786	3.71E-02	1.55E-01	ATP1B1,BHMT2,CCAR1,FOXA2,GATM,GSTA5,HNF4A,Hsd3b4 (includes others),Keg1,Ly6a (includes others),SERPINA6,SLC22A24,UGT2B28	 
TRAF2	 	enzyme	 	-0.478	3.72E-02	1.55E-01	ADM,CARMIL1,LILRB4,NDRG1,PLBD1,PYGL,TNF	 
Pka	 	complex	 	1.329	3.78E-02	1.57E-01	DUSP1,FOXA2,IRF1,NR4A1,SREBF1,TNF	 
CCR5	 	G-protein coupled receptor	 	0.774	3.78E-02	1.57E-01	CASP3,CCL3L3,CXCL2,CXCL3,IL1B,TNF	 
C5AR1	 	G-protein coupled receptor	 	0.576	3.92E-02	1.62E-01	ATP2A2,CXCL2,CXCL3,DGAT1,ERN1,IL1B,SERPINE1,TNF	 
SOX2	 	transcription regulator	 	0.047	3.97E-02	1.62E-01	ABTB2,ADAMTS4,ATF3,BCL9L,BHLHE40,CBFA2T3,CITED2,CNP,FOXA2,GADD45B,GATA4,ID3,KDR,KLF4,KLF6,KRT19,LIMA1,MYCN,NSFL1C,PIK3R1,POLE4,PQBP1,PRKCD,PRKD3,PROM1,RCAN1,SERINC5,SMARCAD1,TSPAN2	 
IRF1	0.694	transcription regulator	 	0.105	4.00E-02	1.62E-01	CIITA,CXCL2,Ifi47,IL18,IL1B,MYC,PML,SAMHD1,TNF	 
OSM	 	cytokine	 	1.690	4.00E-02	1.62E-01	ACSL3,BCL3,CISH,CXCL2,IL1B,JUNB,SOCS3,TNF,ZFP36	 
Mapk	 	group	 	 	4.02E-02	1.62E-01	CDKN1A,PER2,TNF	 
CLEC10A	 	other	 	 	4.02E-02	1.62E-01	CXCL2,IL1B,TNF	 
MBOAT7	 	enzyme	 	 	4.02E-02	1.62E-01	ACLY,ACSS2,HMGCS1	 
Traj18	 	other	 	 	4.02E-02	1.62E-01	CXCL2,CXCL3,TNF	 
IL17RD	 	other	 	 	4.02E-02	1.62E-01	CXCL3,IL1B,Retnlg	 
MAPK12	 	kinase	 	 	4.02E-02	1.62E-01	IL1B,MAP3K8,TNF	 
PKM	 	kinase	 	 	4.02E-02	1.62E-01	IL18,IL1B,SLC35D2	 
STIM1	 	ion channel	 	 	4.02E-02	1.62E-01	GCLC,HMOX1,TNF	 
ODC1	1.026	enzyme	 	 	4.02E-02	1.62E-01	IL1B,SERPINE1,TNF	 
HAX1	 	other	 	 	4.02E-02	1.62E-01	ABCB11,ABCG5,ABCG8	 
NPC2	 	transporter	 	 	4.02E-02	1.62E-01	IL18,MAP1LC3A,TNF	 
Ncoa6	 	transcription regulator	 	 	4.02E-02	1.62E-01	CYP7A1,SERPINE1,SREBF1	 
ST8SIA1	 	enzyme	 	 	4.02E-02	1.62E-01	IL1A,IL1B,TNF	 
STK11	 	kinase	 	1.147	4.09E-02	1.65E-01	ADSL,ALDOA,COL3A1,CXCL2,CXCL3,ELOVL2,ENO1,FGFR2,GALM,IL1A,IYD,KCNA2,LDHA,MDH2,NDUFA8,NUDT2,PPA1,SRM,TKT	 
HSD11B1	 	enzyme	 	-0.555	4.19E-02	1.68E-01	ANGPTL4,CPT1A,PNPLA2,SREBF1,TNF	 
PTX3	 	other	 	-0.179	4.19E-02	1.68E-01	CCL3L3,CXCL2,GATA4,IL1B,TNF	 
EIF2AK4	-0.657	kinase	 	-1.461	4.19E-02	1.68E-01	ATF5,ATP2A2,CYP2C18,IL1B,TNF	 
IRAK3	 	kinase	 	-1.209	4.19E-02	1.68E-01	CXCL2,CXCL3,IRF5,TNF,TNFAIP3	 
ALKBH5	 	enzyme	 	 	4.23E-02	1.69E-01	ASAH1,AXL,CYP17A1,DNAJA1,DNM1L,GSTM5,HSPA8,NF2,PAFAH1B1,PRDX4,RGS2	 
IL13	 	cytokine	 	1.678	4.23E-02	1.69E-01	CASP3,CCL3L3,CTSV,CXCL2,CXCL3,CYCS,IL13RA1,IL1B,TFRC,TNF,VNN1	 
ITGB2	 	transmembrane receptor	 	-1.091	4.26E-02	1.69E-01	CRIP1,CXCL2,CXCL3,GADD45B,HES1,TNF	 
EGLN1	 	enzyme	 	-0.505	4.26E-02	1.69E-01	ADM,HES1,IL1A,IL1B,MYC,TNF	 
SMAD7	 	transcription regulator	 	-0.518	4.26E-02	1.69E-01	CDKN1A,ID1,ID2,ID3,IL1B,TNF	 
RIPK1	 	kinase	 	-0.434	4.26E-02	1.69E-01	CCL3L3,CXCL2,GRN,IL1B,TNF,TNFAIP3	 
SRF	 	transcription regulator	 	-1.450	4.33E-02	1.71E-01	ACTG1,BMP2,CDKN1A,CEBPE,CLDN1,CNN2,FERMT2,FLNA,GATA4,GSTM5,JUNB,KDR,LBH,MYL9,NR4A1,S100A8,TBXAS1,TJP3	 
BSCL2	 	other	 	 	4.36E-02	1.71E-01	CD74,CIDEC,IER3,MGLL,MOGAT1,PC,PNPLA2,PYGL,SUCNR1	 
KMT2D	 	transcription regulator	 	0.728	4.36E-02	1.71E-01	ACADM,Acot1,ASL,CHST7,FBXL21P,FOXQ1,GALK1,HAUS4,IRF1,KCTD15,PAOX,POLE4,PRKRA,PTGR1,REEP6,SH3BGRL2,ZNF23	 
MYBL2	 	transcription regulator	 	 	4.41E-02	1.71E-01	CBX4,HSPA8,ID1,SLC25A3	 
NFYA	 	transcription regulator	 	 	4.41E-02	1.71E-01	CDKN1A,FGFR2,G6PC,TXNIP	 
HCAR2	2.886	G-protein coupled receptor	 	 	4.52E-02	1.71E-01	IL1B,TNF	 
ARID2	 	transcription regulator	 	 	4.52E-02	1.71E-01	ALPL,FGFR2	 
GATM	-0.869	enzyme	 	 	4.52E-02	1.71E-01	CXCL3,TNF	 
IDO	 	group	 	 	4.52E-02	1.71E-01	IDO2,SOCS3	 
SELL	 	transmembrane receptor	 	 	4.52E-02	1.71E-01	IL1B,TNF	 
MC3R	 	G-protein coupled receptor	 	 	4.52E-02	1.71E-01	HMOX1,TNF	 
PDE3A	 	enzyme	 	 	4.52E-02	1.71E-01	CDKN1A,DUSP1	 
FGG	 	other	 	 	4.52E-02	1.71E-01	IL1B,TNF	 
GAS5	0.474	other	 	 	4.52E-02	1.71E-01	IL1B,TNF	 
Orm1 (includes others)	 	other	 	 	4.52E-02	1.71E-01	IL1B,TNF	 
FANCD2	 	other	 	 	4.52E-02	1.71E-01	ABCG5,SREBF1	 
GNAI1	 	enzyme	 	 	4.52E-02	1.71E-01	G6PC,TNF	 
USP8	 	peptidase	 	 	4.52E-02	1.71E-01	ERBB3,HGS	 
SELP	 	transmembrane receptor	 	 	4.52E-02	1.71E-01	CCL3L3,IL1B	 
STK38	 	kinase	 	 	4.52E-02	1.71E-01	CXCL2,CXCL3	 
ACOD1	 	enzyme	 	 	4.52E-02	1.71E-01	TNF,TNFAIP3	 
SUPT5H	0.424	transcription regulator	 	 	4.52E-02	1.71E-01	AGO1,CDKN1A	 
STX2	 	transporter	 	 	4.52E-02	1.71E-01	BMP2,MYC	 
GTF2I	 	transcription regulator	 	 	4.52E-02	1.71E-01	CDKN1A,MYC	 
CBLC	 	enzyme	 	 	4.52E-02	1.71E-01	HMOX1,TNF	 
NFKBIE	 	transcription regulator	 	 	4.52E-02	1.71E-01	CXCL3,TNF	 
Muc1	 	transmembrane receptor	 	 	4.52E-02	1.71E-01	CXCL2,TNF	 
GYS2	0.707	enzyme	 	 	4.52E-02	1.71E-01	MLXIPL,SREBF1	 
GADD45GIP1	 	other	 	 	4.52E-02	1.71E-01	CLPP,HSPD1	 
SOCS2	 	other	 	 	4.52E-02	1.71E-01	CYP8B1,GHR	 
cytokine	 	group	 	 	4.52E-02	1.71E-01	BCL3,BMF	 
TCR	 	complex	Activated	2.769	4.55E-02	1.71E-01	BACH2,CISH,GADD45B,ID3,JUNB,MYC,MYCN,NAB2,NR4A1,TNF,ZBTB7B	 
H1-6	 	other	Activated	2.111	4.55E-02	1.71E-01	Anp32e,B4GALT5,BCL3,BHMT,CBFA2T3,FDPS,HSPA4,MANBA,PHB2,PHLDA1,RNF113A	 
H1f1	 	other	Activated	2.111	4.55E-02	1.71E-01	Anp32e,B4GALT5,BCL3,BHMT,CBFA2T3,FDPS,HSPA4,MANBA,PHB2,PHLDA1,RNF113A	 
Notch	 	group	 	-0.324	4.59E-02	1.72E-01	CRIP1,DUSP1,GFRA1,HES1,IL17RB,PTPRF,TNF	 
KDM1A	 	enzyme	 	1.195	4.60E-02	1.72E-01	ATF3,BCL3,Bst2,CCL3L3,CD74,CDKN1A,Gm4951,HLA-DQA1,HLA-DQB1,HMOX1,Mx2,POLE4,PRNP,PTGR1,SIX5,STEAP3,TM4SF1	 
EPAS1	 	transcription regulator	Activated	2.429	4.67E-02	1.75E-01	ACLY,ARG2,BNIP3,CITED2,CXCL2,CYP51A1,DGAT1,HMGCS1,ITGB3,SREBF1	 
Histone h4	 	group	 	 	4.74E-02	1.77E-01	HES1,IL1A,IL1B,IRF1,SHANK2,SOCS3,SREBF1,SYNPO,TNF	 
DDIT3	 	transcription regulator	 	1.060	4.79E-02	1.79E-01	ATF3,ATF5,IL1B,STAT5A,TRIB3,XBP1	 
PRKD1	 	kinase	Activated	2.443	4.79E-02	1.79E-01	CCL3L3,Cxcl11,CXCL2,CXCL3,IL1B,TNF	 
ADORA2B	 	G-protein coupled receptor	 	0.686	4.80E-02	1.79E-01	CXCL2,CXCL3,IL1B,KLF4,TNF	 
NOD2	 	other	Activated	2.404	5.07E-02	1.85E-01	CXCL2,CXCL3,IL1A,IL1B,MEFV,TNF,TRAF1	 
TRIM24	 	transcription regulator	Activated	2.610	5.11E-02	1.86E-01	Apol9a/Apol9b,Bst2,GBP3,Ifi47,Iigp1,IRF1,JAK2,Ly6a (includes others),PACSIN3,PSMB10,SAMHD1,TRIM6-TRIM34,UBA7	 
TLR5	 	transmembrane receptor	 	1.961	5.21E-02	1.87E-01	CXCL2,CXCL3,IL1A,TNF	 
MAF	 	transcription regulator	Inhibited	-2.433	5.36E-02	1.92E-01	ACSS2,CYP51A1,FDFT1,IDI1,LSS,PMVK	 
TNF	3.848	cytokine	 	1.804	5.38E-02	1.92E-01	APBA3,Casp12,CCL3L3,Ccl9,CD14,Cxcl11,CXCL2,CXCL3,CYP17A1,CYP2C8,GBP6,HMOX1,IL18,IL1A,IL1B,IRF1,LYVE1,NFKBIZ,NLRP3,OCLN,PLXNB2,S100A8,SERPINE1,SMURF1,SOCS3,TNF,TNFAIP3,TXNIP,UBE2H,USP2,YWHAG	 
PRKCE	 	kinase	 	1.982	6.08E-02	2.06E-01	IL1B,JUNB,ODC1,TNF	 
FCGR2A	 	transmembrane receptor	 	1.964	6.08E-02	2.06E-01	CXCL2,CXCL3,IL1B,TNF	 
MALT1	 	peptidase	Activated	2.177	6.19E-02	2.06E-01	CD83,CXCL2,CXCL3,S100A8,TNF	 
KRT17	 	other	Activated	2.236	6.19E-02	2.06E-01	CCL3L3,CXCL2,CXCL3,IL1B,TNF	 
STEAP3	-0.670	transporter	 	-1.890	6.70E-02	2.06E-01	Cd24a,HSPA8,ITGB3,PIK3R1,SORBS3,TFRC,ZYX	 
CARD9	 	other	 	1.945	6.96E-02	2.06E-01	CXCL2,CXCL3,IL1A,IL1B,TNF	 
ZC3H12C	 	other	Activated	2.200	6.96E-02	2.06E-01	9930111J21Rik1/Gm12185,GBP6,Gm4951,Iigp1,Ly6a (includes others)	 
KITLG	 	growth factor	 	1.996	6.96E-02	2.06E-01	CD14,IL1A,IL1B,PIM1,TNF	 
RICTOR	 	other	Inhibited	-2.853	7.01E-02	2.06E-01	COX10,G6PC,IGFBP1,LEPR,LHPP,NDUFA8,NDUFS6,PPA1,PSMA7,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD12,PSMD13,PSMD3,PSMD4,PSMD6,PSMD7,RGS16,Rpl34 (includes others),SREBF1,SUCNR1	 
CGAS	 	enzyme	 	1.982	7.02E-02	2.06E-01	CDKN1A,IL1B,Mx2,TNF	 
NLRP12	0.609	other	Inhibited	-2.000	7.02E-02	2.06E-01	BCL3,CXCL2,IL1B,TNF	 
PPIF	0.854	enzyme	Activated	2.111	8.14E-02	2.24E-01	ACKR4,Ccl9,CCRL2,CITED2,CMTM6,Cxcl11,CXCL2,CXCL3,INHBB,IRF5,TNF	 
NFkB (complex)	 	complex	Activated	2.014	9.04E-02	2.35E-01	CCL3L3,CD74,CXCL2,CXCL3,IL18,IL1A,IL1B,NLRP12,SOCS3,TFRC,TNF,TNFAIP3	 
GHR	-0.701	transmembrane receptor	Inhibited	-2.233	9.55E-02	2.47E-01	GHR,IGFBP1,IGFBP2,IL1B,MOGAT1,TNF	 
FASN	 	enzyme	Activated	2.219	9.57E-02	2.47E-01	AMOTL2,CIDEC,IL1B,PNPLA2,TNF	 
ADA	 	enzyme	 	-1.964	1.03E-01	2.63E-01	CXCL2,CXCL3,SERPINE1,TNF	 
LRP6	 	transmembrane receptor	 	-1.959	1.15E-01	2.75E-01	G6PC,IL1B,LEPR,TNF	 
Trp53cor1	 	other	 	1.997	1.15E-01	2.75E-01	CDKN1A,FOXA2,IL1B,Pmaip1	 
C5	 	cytokine	Inhibited	-2.000	1.15E-01	2.77E-01	CCL3L3,CXCL2,IL1A,IL1B,TNF	 
LCN2	 	transporter	Activated	2.586	1.24E-01	2.87E-01	CCL3L3,CXCL2,CXCL3,IL1A,IL1B,IVNS1ABP,RBP4,TNF	 
CHRNA7	 	transmembrane receptor	 	-1.974	1.27E-01	2.87E-01	CXCL2,CXCL3,IL1B,TNF	 
CX3CL1	 	cytokine	 	1.890	1.41E-01	2.88E-01	HMOX1,IL1A,MSR1,N4BP3,PROM1,SYT1,TNF	 
CTCF	 	transcription regulator	 	-1.890	1.56E-01	3.11E-01	CCL3L3,Ccl9,CD14,CD83,HLA-DQA1,HLA-DQB1,ITGA8,MYC	 
IL12A	 	cytokine	 	1.910	1.69E-01	3.26E-01	IL1A,IL1B,SOCS3,TNF	 
BTNL2	 	transmembrane receptor	Inhibited	-2.121	1.74E-01	3.34E-01	Apol9a/Apol9b,CD74,GBP3,GJB2,Hspa1b,TNF,TNFSF10,YPEL2	 
LRP5	 	transmembrane receptor	 	-1.937	1.83E-01	3.44E-01	FOXA2,HNF4A,IL1B,TNF	 
GATA6	 	transcription regulator	Inhibited	-2.157	1.94E-01	3.44E-01	CRYL1,CYP17A1,DLST,FH,HSD3B1,HYAL1,IL1B,LYVE1,SORBS3	 
TNIP1	 	other	 	-1.964	1.98E-01	3.44E-01	CXCL2,CXCL3,IL1B,S100A8	 
BTK	 	kinase	 	1.982	2.05E-01	3.50E-01	CDK2,CXCL3,ENPEP,HMOX1,ITGB3,TNF	 
mir-223	 	microRNA	Inhibited	-2.165	2.18E-01	3.61E-01	Gm8615,Gstm3,GSTM5,ID2,IL1A,IL1B,Ly6a (includes others),MREG,NLRP3,PGAP1,SGPL1	 
KDM5A	 	transcription regulator	Inhibited	-2.720	2.18E-01	3.61E-01	ACO2,ATP1B1,DLST,DNAJC11,GPT2,GRPEL1,MFN2,MRPL17,PIM1,PSEN2,TXN2	 
SIRT3	 	enzyme	 	-1.929	2.62E-01	3.97E-01	CYCS,IL1B,MT-ND6,TFRC	 
IL27RA	 	transmembrane receptor	 	-1.960	2.62E-01	3.97E-01	Cxcl11,IL1B,SOCS3,TNF	 
MIF	 	cytokine	 	1.899	2.76E-01	4.11E-01	CXCL2,CXCL3,DGAT1,DUSP1,IL1B,SREBF1,TNF	 
ADAM12	 	peptidase	 	1.937	2.87E-01	4.27E-01	Ccl9,COL5A3,JUNB,LAMB3,LOXL4,NID2,SERPINE1	 
MLXIPL	-0.851	transcription regulator	Inhibited	-2.448	3.05E-01	4.37E-01	ACLY,ACSS2,CIDEC,CPT1A,G6PC,MLXIPL,PNPLA2,PYGL,RGS16,SREBF1,TKT,TXNIP	 
CDKN2A	 	transcription regulator	 	1.994	3.20E-01	4.46E-01	CCL3L3,Ccl9,CDKN1A,Cxcl11,IL1A,IL1B,ITGB3,MYC,PEG3,TNF	 
QKI	 	other	Inhibited	-2.236	3.23E-01	4.47E-01	DACT1,HLA-DQA1,HLA-DQB1,ID1,PEA15	 
LCK	 	kinase	Activated	2.000	3.28E-01	4.52E-01	CISH,GADD45B,MYC,SFPQ	 
TLR7	 	transmembrane receptor	Activated	2.043	3.89E-01	5.06E-01	Apol9a/Apol9b,ATF3,BANK1,CXCL2,CXCL3,EIF3J,IRF1,JUNB,TNF,TNFAIP3	 
RARG	 	ligand-dependent nuclear receptor	Inhibited	-2.236	3.96E-01	5.10E-01	CYP26A1,CYP26B1,DHRS3,KLF4,MAFB	 
RARA	 	ligand-dependent nuclear receptor	Inhibited	-2.121	4.15E-01	5.17E-01	ATF5,CYP26A1,CYP26B1,DHRS3,IL1A,IRF1,KLF4,MAFB	 
TNFRSF1B	 	transmembrane receptor	Activated	2.138	4.22E-01	5.25E-01	CASP3,CXCL2,ITGB5,SERPINE1,SOCS3,TNF	 
IL6	 	cytokine	 	1.954	4.38E-01	5.40E-01	ABCB11,BMP2,CCL3L3,CXCL2,CXCL3,CYP2C8,ID1,ID2,JUNB,MYC,Slco1a1,SOCS3,TNF,TNFSF10	 
RARB	 	ligand-dependent nuclear receptor	Inhibited	-2.828	4.49E-01	5.43E-01	APOA4,CYP26A1,CYP26B1,DHRS3,GBP6,Ifi47,Iigp1,KLF4	 
