© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Phospholipase C Signaling	-0E00	7.56E-02	-0.853	ADCY1,ADCY9,ARHGEF15,ARHGEF3,ARHGEF5,CREB3,GNG12,GNG2,HDAC11,HDAC9,HMOX1,ITGA8,ITGB3,ITGB5,ITGB8,ITPR3,LYN,MEF2D,MYL9,NFKB2,PLA2G12A,PLCB2,PLD4,PRKCA,PRKCD,PRKD3,RALGDS,RAP2A,REL,RELB,RHOB,RND3,SYK,TGM2,Trbc1	
Ovarian Cancer Signaling	-0E00	7.74E-02	-0.447	FZD6,FZD7,HDAC11,HDAC9,PIK3CB,PIK3R5,PRKAR2A,RAP2A,RBL1,VEGFA,WNT5B,WNT9B	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	5.15E-02	NaN	CSF1,CXCL13,IL18,IL1A,IL1B,IL1RN,MAP3K14,NFKB2,PRTN3,REL,RELB,TLR2,TLR8,TNF,Trbc1	
Granzyme B Signaling	-0E00	6.67E-02	NaN	CASP3	
Breast Cancer Regulation by Stathmin1	-0E00	7.95E-02	-0.603	ADGRG6,ADRA1B,ARHGEF15,ARHGEF3,ARHGEF5,C3AR1,C5AR1,CCRL2,CDK2,CELSR1,CREB3,E2F8,F2R,FPR1,FPR2,FZD6,FZD7,GNG12,GNG2,GPR12,GPR146,GPR155,GPR160,HCAR2,NFKB2,P2RY4,PIK3CB,PIK3R5,PLCB2,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,PRKCA,PRKCD,PRKD3,PTGER2,PTGER4,PTH1R,RAP2A,STAT3,SUCNR1,TUBA8,VEGFA	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	5.61E-02	0.000	F11,MME,NFYA,PRKAR2A,PRTN3,SERPINA3	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	3.73E-02	1.508	ELP1,IKBKB,MAP3K1,NFKB2,NFKBID,NFKBIE,RAP2A,REL,RELB,TOB1,Trbc1	
Granzyme A Signaling	-0E00	7.14E-02	NaN	HMGB2	
Nur77 Signaling in T Lymphocytes	-0E00	2.36E-02	-1.633	CASP3,HDAC9,MEF2D,PRKCA,PRKCD,PRKD3,Trbc1	
PKCθ Signaling in T Lymphocytes	-0E00	4.75E-02	1.155	CACNA2D4,IKBKB,ITPR3,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,RAP2A,REL,RELB,Trbc1	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	2.52E-02	-0.447	CCNE1,CDC34,CDK2,RPS6KA1,TOB1,Trbc1	
OX40 Signaling Pathway	-0E00	2.24E-02	NaN	NFKB2,NFKBID,NFKBIE,REL,RELB,Trbc1	
Cell Cycle Control of Chromosomal Replication	-0E00	5.66E-02	NaN	CDK17,CDK2,RPA1	
Assembly of RNA Polymerase II Complex	-0E00	4.17E-02	NaN	POLR2H,TAF4B	
Gap Junction Signaling	-0E00	8.29E-02	NaN	ACTG1,ADCY1,ADCY9,CSNK1D,GJB2,GUCY1A1,ITPR3,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,TUBA8	
Telomere Extension by Telomerase	-0E00	7.14E-02	NaN	PINX1	
Hematopoiesis from Pluripotent Stem Cells	-0E00	1.26E-02	NaN	CSF1,IL1A,Trbc1	
nNOS Signaling in Skeletal Muscle Cells	-0E00	6.38E-02	NaN	CACNA2D4,DAG1,ITPR3	
GDNF Family Ligand-Receptor Interactions	-0E00	6.67E-02	-1.000	IRS1,ITPR3,PIK3CB,PIK3R5,RAP2A	
Netrin Signaling	-0E00	5.63E-02	NaN	ABLIM3,CACNA2D4,ITPR3,PRKAR2A	
Ubiquinol-10 Biosynthesis (Eukaryotic)	-0E00	4.55E-02	NaN	CYP4A11	
tRNA Splicing	-0E00	2.38E-02	NaN	TDP2	
NAD Salvage Pathway II	-0E00	4.35E-02	NaN	NMRK1	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	-0E00	3.85E-02	NaN	PLCB2	
Chondroitin Sulfate Biosynthesis	-0E00	8.16E-02	0.000	B3GALT6,CHST10,NDST1,SULT1C2	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	-0E00	4.17E-02	NaN	PGS1	
Gluconeogenesis I	-0E00	4.17E-02	NaN	ALDOA	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	7.32E-02	NaN	CHST10,NDST1,SULT1C2	
Histidine Degradation VI	-0E00	5.26E-02	NaN	CYP4A11	
Noradrenaline and Adrenaline Degradation	-0E00	6.9E-02	NaN	ADH4,DHRS9	
Pregnenolone Biosynthesis	-0E00	5.88E-02	NaN	CYP4A11	
Fatty Acid α-oxidation	-0E00	5.56E-02	NaN	BCO2	
Ethanol Degradation IV	-0E00	4.76E-02	NaN	ACSS2	
Epithelial Adherens Junction Signaling	-0E00	5.3E-02	NaN	ACTG1,CDH1,CLIP1,DLL1,MYL9,RAP2A,TUBA8,ZYX	
Tec Kinase Signaling	-0E00	8.07E-02	0.243	ACTG1,FGR,FRK,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITGA8,ITGB3,ITGB5,ITGB8,JAK3,LYN,NFKB2,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,REL,RELB,RHOB,RND3,STAT2,STAT3,STAT5B,TEC,TNF,Trbc1	
Oxidative Phosphorylation	-0E00	3E-02	NaN	COX10,COX6C,NDUFS6	
BER pathway	-0E00	8.33E-02	NaN	XRCC1	
SAPK/JNK Signaling	-0E00	3.53E-02	-1.667	GADD45A,GNA12,GNG12,GNG2,IRS1,MAP3K1,MAP3K13,PIK3CB,PIK3R5,RAP2A,Trbc1	
Antigen Presentation Pathway	-0E00	3.57E-02	NaN	MR1	
Serotonin Receptor Signaling	-0E00	7.69E-02	NaN	ADCY1,ADCY9,SLC18A1	
Phototransduction Pathway	-0E00	6E-02	NaN	GNAT1,GUCY1A1,PRKAR2A	
Chemokine Signaling	-0E00	5.33E-02	-1.000	MAPK14,PLCB2,PRKCA,RAP2A	
Sonic Hedgehog Signaling	-0E00	3.7E-02	NaN	PRKAR2A	
cAMP-mediated signaling	-0E00	7.31E-02	1.000	ADCY1,ADCY9,CREB3,DUSP1,FPR1,FPR2,HCAR2,PRKAR2A,PTGER2,PTGER4,PTH1R,RGS12,RGS4,RPS6KA1,STAT3,TDP2	
Glutamate Receptor Signaling	-0E00	3.08E-02	NaN	GNG12,GNG2	
Notch Signaling	-0E00	8.11E-02	NaN	DLL1,HES1,PSEN2	
T Cell Receptor Signaling	-0E00	4.49E-02	1.213	DUSP5,ELP1,FOXO3,ICAM1,ICOSLG/LOC102723996,IKBKB,MAP2K6,MAP3K1,MAPK14,NFKB2,NFKBIE,PIK3CB,PIK3R5,RAP2A,REL,RELB,TNF,Trbc1	
Gustation Pathway	-0E00	6.54E-02	NaN	ADCY1,ADCY9,CACNA2D4,GNG12,GNG2,ITPR3,P2RY4,PLCB2,PRKAR2A,TDP2	
Phagosome Maturation	-0E00	3.38E-02	NaN	DYNLL1,MR1,NOX4,TUBA8,VPS37B	
Th2 Pathway	-0E00	7.38E-02	0.707	DLL1,ICAM1,ICOSLG/LOC102723996,JAK3,PIK3CB,PIK3R5,PSEN2,SOCS3,STAT5B	
Th17 Activation Pathway	-0E00	6.18E-02	1.069	AHR,HSP90AA1,HSP90AB1,IL1B,IL6R,IRAK2,JAK3,MYD88,NFKB2,PTGER2,PTGER4,REL,RELB,RORA,SOCS3,STAT3,Trbc1	
SPINK1 Pancreatic Cancer Pathway	-0E00	5.56E-02	NaN	CELA1,CPM,KLKB1	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	7E-02	-1.134	ERCC6,H3-3A/H3-3B,POLR2H,RFC5,RNF111,RPA1,XRCC1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	8.22E-02	1.000	ADCY1,ADCY9,CACNA2D4,GNA11,GNA14,GNG12,GNG2,ITPR3,MAPK14,MGLL,PLCB2,PRKAR2A	
T Cell Exhaustion Signaling Pathway	-0E00	4.02E-02	0.905	BCL6,FOXO1,IL6R,IRF9,JAK3,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A,STAT2,STAT3,Trbc1,VEGFA	
Synaptogenesis Signaling Pathway	-0E00	6.67E-02	0.000	ADCY1,ADCY9,CADM1,CDH1,CNTNAP1,CREB3,EIF4EBP2,EPHA2,FGR,HSPA8,LYN,MAPK14,PAFAH1B1,PIK3CB,PIK3R5,PRKAR2A,PRKCD,RAP2A,STXBP3,SYT1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	4.99E-02	1.606	BCL6,CASP3,CASP4,CREB3,ELF1,GADD45A,GNA12,ICOSLG/LOC102723996,LEPR,MAP2K6,NOS3,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A,RHOB,RND3,STAT3,SYK,Trbc1	
Kinetochore Metaphase Signaling Pathway	-0E00	6.73E-02	-0.378	H2AZ1,PPP1R10,PPP1R3C,PPP2R5E,RAD21,SMC3,ZWINT	
Coronavirus Replication Pathway	-0E00	5.26E-02	NaN	BAG3,TUBA8	
Calcium Signaling	-0E00	7.32E-02	-0.378	ASPH,ATP2A2,CACNA2D4,CREB3,HDAC11,HDAC9,ITPR3,MCU,MEF2D,MYL9,PRKAR2A,RAP2A,RCAN1,SLC8B1,Tpm4	
Eicosanoid Signaling	-0E00	6.35E-02	NaN	FPR2,PLA2G12A,PTGER2,PTGER4	
