© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
F13A1	 	enzyme	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
SOD3	 	enzyme	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
ARF6	 	transporter	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
RGCC	 	other	 	 	1.85E-02	6.18E-02	IL1B,SREBF1	 
C1QTNF2	 	other	 	 	1.85E-02	6.18E-02	MGLL,PNPLA2	 
TRPA1	 	transporter	 	 	1.85E-02	6.18E-02	CXCL3,IL1B	 
ATF5	 	transcription regulator	 	 	1.85E-02	6.18E-02	Pmaip1,TXNIP	 
MST1R	 	kinase	 	 	1.85E-02	6.18E-02	CXCL3,MYC	 
KLRB1	 	transmembrane receptor	 	 	1.85E-02	6.18E-02	CCL3L3,TNF	 
OBP2B	 	transporter	 	 	1.85E-02	6.18E-02	CPT1A,SREBF1	 
Clec2d (includes others)	 	transmembrane receptor	 	 	1.85E-02	6.18E-02	CXCL2,TNF	 
CFLAR	 	other	 	 	1.85E-02	6.18E-02	IL1B,TNF	 
HRH3	 	G-protein coupled receptor	 	 	1.86E-02	6.19E-02	Acot1,ACOT2,Aldh1a7,CXCL3,FOXA1	 
Fcer1	 	complex	 	1.212	1.86E-02	6.19E-02	ATP2A2,CCL3L3,Ccl9,TNF	 
SOST	 	other	 	0.283	1.86E-02	6.19E-02	CCL3L3,CPT1A,IL1B,SREBF1	 
BRCA1	 	transcription regulator	 	-0.882	1.86E-02	6.19E-02	Cd24a,CDKN1A,FOXA1,HMOX1	 
FOXP3	 	transcription regulator	 	 	1.93E-02	6.41E-02	CCL3L3,CDKN1A,ID2,IKZF4,LDHA,NRN1,Pmaip1,SLC2A3,TNF,XBP1	 
MAP2K1/2	 	group	 	 	1.96E-02	6.42E-02	CCL3L3,CXCL3,DDIT3	 
IL17C	 	cytokine	 	 	1.96E-02	6.42E-02	IL1A,IL1B,TNF	 
LAMA5	 	other	 	 	1.96E-02	6.42E-02	CCL3L3,CXCL3,TNF	 
NT5E	 	phosphatase	 	 	1.96E-02	6.42E-02	IL1B,SERPINE1,TNF	 
RBP4	 	other	 	 	1.96E-02	6.42E-02	IL1B,NLRP3,TNF	 
IFNA4	 	cytokine	 	 	1.96E-02	6.42E-02	MAP3K8,Mx2,MYC	 
GNRH1	 	other	 	 	1.96E-02	6.42E-02	HSD3B1,IL1B,INHBB	 
CNR2	 	G-protein coupled receptor	 	 	1.96E-02	6.42E-02	IL1B,NPHS1,TNF	 
PRKN	 	enzyme	 	 	1.96E-02	6.42E-02	IL1B,KDR,TNF	 
MAPK14	 	kinase	 	0.651	2.04E-02	6.66E-02	Cxcl11,DUSP1,FDPS,G6PC,IL1B,Pmaip1,SREBF1,TNF	 
RNF2	 	transcription regulator	 	 	2.04E-02	6.68E-02	CBX4,FOXA2,GATA4,GATA6,HNF4A	 
PRKAA2	 	kinase	 	0.333	2.06E-02	6.71E-02	DDIT3,ERN1,FGFR2,Gsta4,LDHA,NFKBIA,PPP1R3B,SOCS3,TNF	 
ZBTB16	1.221	transcription regulator	 	0.426	2.06E-02	6.71E-02	BCL6,Cd24a,CD83,ID2,ID3,IL1A,NFKBIZ,TNF,ZBTB16	 
EPAS1	 	transcription regulator	 	1.980	2.20E-02	7.15E-02	ACLY,CEBPB,CITED2,CXCL2,HMGCS1,ITGB3,SREBF1	 
TAZ	 	enzyme	 	1.718	2.24E-02	7.26E-02	DUSP1,HMOX1,LDHA,MYC,TFRC	 
HDAC4	 	transcription regulator	 	 	2.24E-02	7.26E-02	ATF3,G6PC,HDAC5,IGFBP1,TNF	 
INHA	 	growth factor	 	0.761	2.29E-02	7.40E-02	ADAMTS1,CCN4,HSD17B2,INHBB,MYC,Obsl1,PIK3R1,TBCEL	 
TIRAP	 	other	 	 	2.31E-02	7.47E-02	CXCL2,CXCL3,TNF	 
NBEAL2	 	other	 	 	2.31E-02	7.47E-02	CCL3L3,CXCL2,CXCL3	 
AQP7	 	transporter	 	 	2.31E-02	7.47E-02	CASP3,MYC,ODC1	 
ERBB2	 	kinase	 	-1.000	2.34E-02	7.55E-02	ACSS2,CDKN1A,HSPA1A/HSPA1B,ITGB3,LSS,MYC,PMVK	 
IL12A	 	cytokine	 	1.910	2.35E-02	7.56E-02	IL1A,IL1B,SOCS3,TNF	 
SIN3A	 	transcription regulator	 	 	2.35E-02	7.56E-02	CASP3,CYP1A1,MYC,PEG3	 
MKNK1	 	kinase	 	0.707	2.42E-02	7.76E-02	BAG3,FLNB,HSPA4L,IFRD1,KIF5A,PLXNB2,TXNIP,YWHAG	 
Cd209b	 	other	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
Aldose Reductase	 	group	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
PIMREG	 	other	 	 	2.53E-02	7.83E-02	SOCS3,TNF	 
SLC16A3	 	transporter	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
SLC39A14	 	transporter	 	 	2.53E-02	7.83E-02	DDIT3,SREBF1	 
PON2	 	enzyme	 	 	2.53E-02	7.83E-02	CXCL2,TNF	 
SULT2B1	 	enzyme	 	 	2.53E-02	7.83E-02	G6PC,MYC	 
HUWE1	 	transcription regulator	 	 	2.53E-02	7.83E-02	CDKN1A,MYC	 
SARM1	 	transmembrane receptor	 	 	2.53E-02	7.83E-02	CCL3L3,TNF	 
GPBAR1	 	G-protein coupled receptor	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
S100B	 	other	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
GCK	1.705	kinase	 	 	2.53E-02	7.83E-02	IRS2,SREBF1	 
TERT	 	enzyme	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
GHRHR	 	G-protein coupled receptor	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
CR1L	 	other	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
C6	 	other	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
DGKZ	 	kinase	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
DBI	 	other	 	 	2.53E-02	7.83E-02	ACSS2,LSS	 
NLRC5	 	transcription regulator	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
SDC1	 	enzyme	 	 	2.53E-02	7.83E-02	CXCL2,CXCL3	 
IRAK2	 	kinase	 	 	2.53E-02	7.83E-02	CXCL2,TNF	 
EPO	 	cytokine	 	 	2.53E-02	7.83E-02	SOCS3,TFRC	 
EPOR	 	transmembrane receptor	 	 	2.53E-02	7.83E-02	JUNB,PIM1	 
UBE2I	 	enzyme	 	 	2.53E-02	7.83E-02	ABCB11,NR0B2	 
NDFIP1	 	other	 	 	2.53E-02	7.83E-02	IL1B,TNF	 
FOS	 	transcription regulator	 	 	2.60E-02	8.06E-02	BCAR3,CLIP1,COBLL1,GATA4,GSTA5,HMOX1,HSD3B1,HSPB8,IRS2,MYC,NSDHL,ODC1,PHLDA1,Pmaip1,SOCS3,TNF	 
CEBPD	 	transcription regulator	 	 	2.63E-02	8.12E-02	CCL3L3,CEBPB,CXCL3,TNF	 
CD3E	 	transmembrane receptor	 	 	2.66E-02	8.22E-02	MAP3K8,MYC,NFKBIA,PIK3R1,TNF	 
AR	 	ligand-dependent nuclear receptor	 	0.354	2.68E-02	8.25E-02	AQP8,ATP2A2,CCL3L3,Cd24a,CDKN1A,Chil3/Chil4,FGFR2,FKBP5,HSD3B1,IL1A,NAGS,OCLN,ODC1,PDGFA,PTPRF,SERPINA12,SLC22A4,SLC2A3,SLC41A2,TBC1D8,TIMM10	 
Igm	 	complex	 	 	2.70E-02	8.28E-02	CDKN1A,PIM1,XBP1	 
CD200	 	other	 	 	2.70E-02	8.28E-02	CCL3L3,IL1B,TNF	 
GJA1	 	transporter	 	 	2.70E-02	8.28E-02	CDKN1A,IL1B,TNF	 
IFI16	 	transcription regulator	 	 	2.70E-02	8.28E-02	ID2,IL1B,TNF	 
PLIN1	 	other	 	 	2.70E-02	8.28E-02	ACADL,HADHB,TNF	 
ZBTB7B	0.474	transcription regulator	 	 	2.89E-02	8.83E-02	CCL3L3,HMGCS1,KLF4,SFXN5,TNF	 
NR3C2	 	ligand-dependent nuclear receptor	 	1.969	2.89E-02	8.83E-02	CCL3L3,Chil3/Chil4,IL1B,SERPINE1,TNF	 
NOSTRIN	 	transcription regulator	 	0.192	2.92E-02	8.88E-02	CASP3,ITGB3,KDR,NOS3	 
ABCG1	 	transporter	Inhibited	-2.000	2.92E-02	8.88E-02	CCL3L3,CXCL3,IL1B,TNF	 
ABCB1	 	transporter	 	0.000	2.92E-02	8.88E-02	CPEB2,DDIT4,IL1B,TIGAR	 
YY1	 	transcription regulator	 	-0.447	2.99E-02	9.08E-02	BIK,CASP7,CDKN1A,CEBPB,DDIT4,ID2,ID3,KDR,NFKBIZ,PDGFA,Pmaip1,RND3,SFPQ,WSB1	 
PSEN2	-0.440	peptidase	 	0.000	2.99E-02	9.08E-02	ATP2A2,CASP3,IMPACT,PTPRF,SLC38A2,SNAPC3,UBC	 
CREB3L3	 	transcription regulator	 	 	3.12E-02	9.40E-02	APOA4,CIDEC,CYP7A1	 
NCOR2	 	transcription regulator	 	 	3.12E-02	9.40E-02	IL1A,IL1B,PDGFA	 
TRAIP	 	enzyme	 	 	3.12E-02	9.40E-02	IL1A,IL1B,TNF	 
MYBL2	 	transcription regulator	 	 	3.12E-02	9.40E-02	CBX4,HSPA8,ID1	 
AKT2	 	kinase	 	 	3.12E-02	9.40E-02	CEBPB,PDCD4,TNF	 
CSF1R	 	kinase	 	 	3.12E-02	9.40E-02	CCL3L3,IL1A,MYC	 
MMP9	 	peptidase	 	0.651	3.13E-02	9.40E-02	CCL3L3,CDKN1A,CXCL2,IL1A,TNF	 
GSK3B	 	kinase	 	0.714	3.13E-02	9.40E-02	IL1B,KDR,MYC,NFKBIZ,TNF	 
ID1	1.764	transcription regulator	 	0.152	3.23E-02	9.47E-02	CDKN1A,FOXA2,MYC,TNF	 
IL1	 	group	 	 	3.29E-02	9.47E-02	CYP7A1,TNF	 
PPT1	 	enzyme	 	 	3.29E-02	9.47E-02	CXCL3,TNF	 
TRIM38	 	other	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
RUBCN	 	other	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
HCAR1	 	G-protein coupled receptor	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
CRBN	 	enzyme	 	 	3.29E-02	9.47E-02	MYC,ODC1	 
UNC5B	 	transmembrane receptor	 	 	3.29E-02	9.47E-02	CXCL2,TNF	 
NGF	 	growth factor	 	 	3.29E-02	9.47E-02	NTRK1,TNF	 
CD5L	 	transmembrane receptor	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
B4GALT1	 	enzyme	 	 	3.29E-02	9.47E-02	CCL3L3,CXCL3	 
NGFR	 	transmembrane receptor	 	 	3.29E-02	9.47E-02	FGFR2,TNF	 
RGS19	 	enzyme	 	 	3.29E-02	9.47E-02	GATA4,MYC	 
PTGDR	 	G-protein coupled receptor	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
CSK	 	kinase	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
YBX1	 	transcription regulator	 	 	3.29E-02	9.47E-02	CXCL2,SLC2A3	 
STK25	 	kinase	 	 	3.29E-02	9.47E-02	G6PC,GCK	 
SLC2A1	 	transporter	 	 	3.29E-02	9.47E-02	Gsta4,HMOX1	 
SFTPD	 	other	 	 	3.29E-02	9.47E-02	CD14,TNF	 
USP4	 	peptidase	 	 	3.29E-02	9.47E-02	ID1,ID3	 
CALCB	 	other	 	 	3.29E-02	9.47E-02	HMOX1,NOS3	 
DKK1	 	growth factor	 	 	3.29E-02	9.47E-02	CDKN1A,MYC	 
DPP4	 	peptidase	 	 	3.29E-02	9.47E-02	SREBF1,TNF	 
IL9	 	cytokine	 	 	3.29E-02	9.47E-02	MYC,TNF	 
NRP1	 	transmembrane receptor	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
GPC1	 	transmembrane receptor	 	 	3.29E-02	9.47E-02	EFNA1,ITGB3	 
GRIN1	 	ion channel	 	 	3.29E-02	9.47E-02	IL1B,TNF	 
NR6A1	 	ligand-dependent nuclear receptor	 	 	3.29E-02	9.47E-02	CER1,FOXA2	 
Cdkn1c	 	other	 	 	3.29E-02	9.47E-02	CDKN1A,Pmaip1	 
Usp17la (includes others)	 	peptidase	 	 	3.29E-02	9.47E-02	KLF4,MYC	 
Hif1	 	complex	 	 	3.29E-02	9.47E-02	DDIT4,LDHA	 
PRKAA1	 	kinase	 	0.494	3.33E-02	9.47E-02	ATF3,FGFR2,Gsta4,LDHA,NFKBIA,PPP1R3B,SOCS3,TNF	 
SP1	 	transcription regulator	 	 	3.33E-02	9.47E-02	CDKN1A,CXCL3,Hspa1b,KLF4,MYC,SLC2A3,SREBF1,TNF	 
CD44	 	other	 	-1.300	3.37E-02	9.47E-02	ABCA2,CDKN1A,CELA1,CIDEC,FKBP5,HSP90AB1,IL1B,TIAM1,TNF	 
GPS2	 	transcription regulator	 	-0.447	3.39E-02	9.47E-02	CCL3L3,DHRS3,LHPP,RGL1,TNF	 
CD274	 	enzyme	 	0.000	3.55E-02	9.47E-02	CCL3L3,CXCL2,ERN1,TNF	 
MAP3K14	 	kinase	 	0.000	3.55E-02	9.47E-02	CASP3,IL1B,NFKBIA,SREBF1	 
FASN	 	enzyme	 	1.982	3.55E-02	9.47E-02	CIDEC,IL1B,PNPLA2,TNF	 
CIDEC	3.834	other	 	-1.875	3.55E-02	9.47E-02	ACADL,CPT1A,PNPLA2,SREBF1	 
SAV1	 	other	 	 	3.58E-02	9.47E-02	CDKN1A,CXCL2,TNF	 
PRMT5	 	enzyme	 	 	3.58E-02	9.47E-02	CYP7A1,G6PC,SREBF1	 
Abcb1b	 	transporter	 	 	3.58E-02	9.47E-02	CPEB2,DDIT4,TIGAR	 
CEBPE	-1.445	transcription regulator	 	 	3.58E-02	9.47E-02	CD14,Retnlg,TNF	 
IL25	 	cytokine	 	 	3.58E-02	9.47E-02	CIDEC,OCLN,TNF	 
GADD45A	3.173	other	 	 	3.58E-02	9.47E-02	CXCL2,CXCL3,IL1B	 
ENG	 	transmembrane receptor	 	 	3.58E-02	9.47E-02	ID1,KDR,SERPINE1	 
MAP2K3	 	kinase	 	 	3.58E-02	9.47E-02	DDIT3,IL1B,SERPINE1	 
HSF2	 	transcription regulator	 	 	3.58E-02	9.47E-02	Hspa1b,HSPB1,HSPH1	 
NKX1-2	 	transcription regulator	 	 	3.69E-02	9.47E-02	NR2F2	 
GPSM3	 	other	 	 	3.69E-02	9.47E-02	IL1B	 
CaMKII	 	complex	 	 	3.69E-02	9.47E-02	IL1B	 
ITPR	 	group	 	 	3.69E-02	9.47E-02	IL1B	 
INSC	 	other	 	 	3.69E-02	9.47E-02	KDR	 
PLC	 	group	 	 	3.69E-02	9.47E-02	MYC	 
WDR41	 	other	 	 	3.69E-02	9.47E-02	TNF	 
ZMIZ1	 	transcription regulator	 	 	3.69E-02	9.47E-02	SERPINE1	 
Il1bos	 	other	 	 	3.69E-02	9.47E-02	IL1B	 
FBXO11	 	enzyme	 	 	3.69E-02	9.47E-02	BCL6	 
FXN	 	kinase	 	 	3.69E-02	9.47E-02	ACLY	 
PELI3	 	enzyme	 	 	3.69E-02	9.47E-02	IL1B	 
TTL	 	enzyme	 	 	3.69E-02	9.47E-02	CLIP1	 
VSIG4	 	other	 	 	3.69E-02	9.47E-02	IL1B	 
CMPK2	 	kinase	 	 	3.69E-02	9.47E-02	IL1B	 
DHDDS	 	enzyme	 	 	3.69E-02	9.47E-02	DDIT3	 
CYBC1	 	other	 	 	3.69E-02	9.47E-02	IL1B	 
TRIB2	 	kinase	 	 	3.69E-02	9.47E-02	CEBPB	 
DAGLA	 	enzyme	 	 	3.69E-02	9.47E-02	IL1B	 
PSTPIP2	 	other	 	 	3.69E-02	9.47E-02	IL1B	 
Ctf2	 	cytokine	 	 	3.69E-02	9.47E-02	SOCS3	 
STAB1	 	transporter	 	 	3.69E-02	9.47E-02	CCL3L3	 
Gata	 	group	 	 	3.69E-02	9.47E-02	KDR	 
LBH	 	transcription regulator	 	 	3.69E-02	9.47E-02	IL1B	 
MLKL	 	kinase	 	 	3.69E-02	9.47E-02	TNF	 
KMT2C	 	transcription regulator	 	 	3.69E-02	9.47E-02	NR0B2	 
CLIC1	 	ion channel	 	 	3.69E-02	9.47E-02	IL1B	 
OSBP	 	transporter	 	 	3.69E-02	9.47E-02	SREBF1	 
Gata6os	 	other	 	 	3.69E-02	9.47E-02	GATA6	 
Caveolin	 	group	 	 	3.69E-02	9.47E-02	TNF	 
PROTEASE	 	group	 	 	3.69E-02	9.47E-02	HSD3B1	 
TOMM22	 	transporter	 	 	3.69E-02	9.47E-02	HSD3B1	 
DLAT	 	enzyme	 	 	3.69E-02	9.47E-02	CISH	 
JMJD6	0.591	transmembrane receptor	 	 	3.69E-02	9.47E-02	GRN	 
BCHE	 	enzyme	 	 	3.69E-02	9.47E-02	TNF	 
RASGRF2	 	other	 	 	3.69E-02	9.47E-02	TNF	 
DAPK1	 	kinase	 	 	3.69E-02	9.47E-02	IL1B	 
RBMS1	 	other	 	 	3.69E-02	9.47E-02	MYC	 
RRAD	 	enzyme	 	 	3.69E-02	9.47E-02	ATP2A2	 
FGF20	 	growth factor	 	 	3.69E-02	9.47E-02	MAP3K4	 
ACSL1	 	enzyme	 	 	3.69E-02	9.47E-02	CASP3	 
GDF2	 	growth factor	 	 	3.69E-02	9.47E-02	LYVE1	 
MAT2B	 	enzyme	 	 	3.69E-02	9.47E-02	HMOX1	 
PTP4A3	 	phosphatase	 	 	3.69E-02	9.47E-02	MYC	 
RBBP4	 	enzyme	 	 	3.69E-02	9.47E-02	MYC	 
SLC10A2	 	transporter	 	 	3.69E-02	9.47E-02	CYP7A1	 
BPTF	 	transcription regulator	 	 	3.69E-02	9.47E-02	MYC	 
miR-185-5p (and other miRNAs w/seed GGAGAGA)	 	mature microRNA	 	 	3.69E-02	9.47E-02	DDIT3	 
SMARCA1	 	transcription regulator	 	 	3.69E-02	9.47E-02	MYC	 
SALL2	 	transcription regulator	 	 	3.69E-02	9.47E-02	CDKN1A	 
ABHD5	 	enzyme	 	 	3.69E-02	9.47E-02	PNPLA2	 
PDE4A	 	enzyme	 	 	3.69E-02	9.47E-02	TNF	 
L3MBTL2	 	transcription regulator	 	 	3.69E-02	9.47E-02	DDIT3	 
ZNF613	 	transcription regulator	 	 	3.69E-02	9.47E-02	ID2	 
HUNK	 	kinase	 	 	3.69E-02	9.47E-02	MYC	 
MAGED1	 	transcription regulator	 	 	3.69E-02	9.47E-02	TNF	 
AHNAK	 	other	 	 	3.69E-02	9.47E-02	MYC	 
P2RX4	 	ion channel	 	 	3.69E-02	9.47E-02	IL1B	 
CCNI	 	other	 	 	3.69E-02	9.47E-02	CDKN1A	 
GUCY1A1	 	enzyme	 	 	3.69E-02	9.47E-02	NOS3	 
BRF1	 	transcription regulator	 	 	3.69E-02	9.47E-02	CDKN1A	 
MAT2A	 	enzyme	 	 	3.69E-02	9.47E-02	HMOX1	 
SEMA6A	 	transmembrane receptor	 	 	3.69E-02	9.47E-02	KDR	 
CFH	 	other	 	 	3.69E-02	9.47E-02	CXCL2	 
ZFP36L1	 	transcription regulator	 	 	3.69E-02	9.47E-02	TNF	 
RBM3	 	other	 	 	3.69E-02	9.47E-02	DDIT3	 
MXD4	 	transcription regulator	 	 	3.69E-02	9.47E-02	ID2	 
TIMM50	 	phosphatase	 	 	3.69E-02	9.47E-02	HSD3B1	 
A130040M12Rik	 	other	 	 	3.69E-02	9.47E-02	RAB23	 
Kap	 	other	 	 	3.69E-02	9.47E-02	Cyp4a14	 
INHBC	 	growth factor	 	 	3.69E-02	9.47E-02	INHBE	 
MMP1	 	peptidase	 	 	3.69E-02	9.47E-02	Chil3/Chil4	 
SPINT2	 	other	 	 	3.69E-02	9.47E-02	CXCL2	 
PVALB	 	other	 	 	3.69E-02	9.47E-02	SLC12A3	 
RAN	 	enzyme	 	 	3.69E-02	9.47E-02	TNF	 
MTUS1	 	other	 	 	3.69E-02	9.47E-02	TNF	 
BEX3	 	other	 	 	3.69E-02	9.47E-02	NTRK1	 
CCNK	 	kinase	 	 	3.69E-02	9.47E-02	DDIT3	 
HPSE	 	enzyme	 	 	3.69E-02	9.47E-02	TNF	 
CYBA	 	enzyme	 	 	3.69E-02	9.47E-02	TNF	 
LPCAT1	 	enzyme	 	 	3.69E-02	9.47E-02	DDIT3	 
PKA-I	 	complex	 	 	3.69E-02	9.47E-02	TNF	 
Mt	 	group	 	 	3.69E-02	9.47E-02	TNF	 
PSMB11	 	peptidase	 	-1.431	3.86E-02	9.88E-02	CXCL3,CYB5B,GADD45A,HMOX1,HSPA1A/HSPA1B,Hspa1b,OCLN,PLCB2,Pmaip1	 
Pka	 	complex	 	 	3.90E-02	9.94E-02	DUSP1,FOXA2,SREBF1,TNF	 
MBTD1	 	other	 	1.000	3.90E-02	9.94E-02	ACOT2,CXCL3,NFKBIA,TLCD2	 
C3AR1	 	G-protein coupled receptor	 	-0.492	3.90E-02	9.94E-02	CCL3L3,IL1B,SERPINE1,TNF	 
SUZ12	 	enzyme	 	 	3.90E-02	9.94E-02	CYP26A1,GATA4,GATA6,HNF4A	 
IL18	 	cytokine	Activated	2.218	3.93E-02	1.00E-01	CCL3L3,CXCL3,IL1A,IL1B,TNF	 
TCR	 	complex	Activated	2.394	3.96E-02	1.00E-01	CISH,ID3,JUNB,MYC,NAB2,TNF,ZBTB7B	 
H1-6	 	other	 	1.134	3.96E-02	1.00E-01	B4GALT5,BCL3,CSTF1,FDPS,PHLDA1,RNF113A,SF3A1	 
MED1	 	transcription regulator	 	 	3.96E-02	1.00E-01	BCL6,CYP1A2,CYP7A1,GADD45A,GCK,IGFBP1,KLF4	 
H1f1	 	other	 	1.134	3.96E-02	1.00E-01	B4GALT5,BCL3,CSTF1,FDPS,PHLDA1,RNF113A,SF3A1	 
mir-130	 	microRNA	 	 	4.06E-02	1.02E-01	IL1B,KDR,TNF	 
let-7	 	microRNA	 	 	4.06E-02	1.02E-01	IRS2,MYC,TNF	 
Rhox5	 	transcription regulator	 	 	4.06E-02	1.02E-01	CA3,Cd24a,SLC22A4	 
ERFE	 	other	 	 	4.12E-02	1.02E-01	ID1,ID2	 
TPSAB1/TPSB2	 	peptidase	 	 	4.12E-02	1.02E-01	CXCL2,IL1B	 
CD80/CD86	 	group	 	 	4.12E-02	1.02E-01	IL1B,TNF	 
CAVIN1	 	transcription regulator	 	 	4.12E-02	1.02E-01	CDKN1A,TNF	 
ABCD1	 	transporter	 	 	4.12E-02	1.02E-01	IL1B,TNF	 
PLCG1	 	enzyme	 	 	4.12E-02	1.02E-01	KDR,LDHA	 
AGT	 	growth factor	 	 	4.12E-02	1.02E-01	CXCL2,OCLN	 
MYF5	 	transcription regulator	 	 	4.12E-02	1.02E-01	CDKN1A,PDGFA	 
GPER1	 	G-protein coupled receptor	 	 	4.12E-02	1.02E-01	CDKN1A,MYC	 
PPP3CB	 	phosphatase	 	 	4.12E-02	1.02E-01	CDKN1A,GADD45A	 
CNBP	 	transcription regulator	 	 	4.12E-02	1.02E-01	CA3,MYC	 
PIM1	1.207	kinase	 	 	4.12E-02	1.02E-01	ATP2A2,MYC	 
MAFG	 	transcription regulator	 	 	4.12E-02	1.02E-01	GCLC,HMOX1	 
TBX5	 	transcription regulator	 	 	4.12E-02	1.02E-01	ATP2A2,GATA4	 
LAT2	 	other	 	 	4.12E-02	1.02E-01	CCL3L3,TNF	 
CHRNA3	 	transmembrane receptor	 	 	4.12E-02	1.02E-01	CASP3,CDKN1A	 
UCHL3	 	peptidase	 	 	4.12E-02	1.02E-01	CASP3,SREBF1	 
DOCK8	 	other	 	1.633	4.17E-02	1.03E-01	ARID5A,CITED2,Cxcl11,Mx2,NFKBIZ,TNF	 
ARNTL	 	transcription regulator	 	0.128	4.22E-02	1.05E-01	GCK,HMOX1,IL1B,PER2,SREBF1	 
IFNB1	 	cytokine	 	-1.844	4.26E-02	1.05E-01	APOBEC1,Cd24a,CDKN1A,CXCL2,CXCL3,HMGCS1,IL1B,MYC,PHLDB2,RND3,TNF	 
ITGB2	 	transmembrane receptor	 	-1.387	4.26E-02	1.05E-01	CXCL2,CXCL3,HES1,TNF	 
RBL1	 	transcription regulator	 	 	4.26E-02	1.05E-01	CDKN1A,HES1,MYC,TNF	 
PIN1	 	enzyme	 	1.982	4.26E-02	1.05E-01	DDIT3,HES1,IL1B,XBP1	 
SMARCA5	 	transcription regulator	 	-1.667	4.39E-02	1.08E-01	BCL6,CDKN1A,EPHA2,ETS2,FKBP5,HES1,PHLDA1,Pmaip1,SEMA4A	 
POU5F1	 	transcription regulator	Activated	2.153	4.43E-02	1.09E-01	BTG1,GCK,KLF4,LDHA,RCAN1,SOCS3	 
ETS1	 	transcription regulator	 	1.980	4.43E-02	1.09E-01	CDKN1A,ID2,ITGB3,MYC,SERPINE1,TNF	 
KAT2A	 	enzyme	 	0.447	4.53E-02	1.11E-01	CASP3,G6PC,GCLC,HSP90AA1,LDHA	 
SOX17	 	transcription regulator	 	 	4.58E-02	1.11E-01	FOXA2,GATA4,HNF4A	 
MDM2	 	transcription regulator	 	 	4.58E-02	1.11E-01	ATF3,CDKN1A,SERPINE1	 
PYCARD	 	transcription regulator	 	 	4.58E-02	1.11E-01	CDKN1A,IL1B,TGIF1	 
PTPRC	 	phosphatase	 	 	4.58E-02	1.11E-01	CCL3L3,IL1B,TNF	 
GNL3	 	other	 	 	4.58E-02	1.11E-01	CDKN1A,GATA4,GATA6	 
TRPV4	 	ion channel	 	 	4.58E-02	1.11E-01	CCL3L3,CXCL2,SOCS3	 
FSHB	 	other	 	 	4.58E-02	1.11E-01	INHBB,ITGB3,PDGFA	 
Gm21596/Hmgb1	 	transcription regulator	 	 	4.58E-02	1.11E-01	CXCL3,IL1B,TNF	 
CD36	 	transmembrane receptor	 	1.067	4.64E-02	1.13E-01	APOA4,ATP2A2,IL1B,TNF	 
TNFRSF1B	 	transmembrane receptor	Activated	2.138	4.97E-02	1.19E-01	CASP3,CXCL2,PDGFA,SERPINE1,SOCS3,TNF	 
NOTCH1	 	transcription regulator	Activated	2.423	4.97E-02	1.19E-01	CDKN1A,HES1,LYVE1,MYC,RND3,TNF	 
MAF	 	transcription regulator	Inhibited	-2.000	5.05E-02	1.19E-01	ACSS2,FDFT1,LSS,PMVK	 
MIF	 	cytokine	Activated	2.393	5.25E-02	1.23E-01	CXCL2,CXCL3,DUSP1,IL1B,SREBF1,TNF	 
IRF3	 	transcription regulator	 	1.886	5.79E-02	1.34E-01	APOBEC3B,CCL3L3,Cxcl11,IL1A,IL1B,Mx2,Pmaip1,TNF	 
GFI1	 	transcription regulator	Inhibited	-2.182	6.03E-02	1.37E-01	BCL3,HSP90AB1,ID2,IL1A,IL1B,ITGB3,NFKBIA,TNF	 
Irgm1	 	other	 	-1.915	6.75E-02	1.43E-01	APOBEC3B,Cxcl11,ID2,ID3,IL1B,Mx2,TNF	 
TRAF3IP2	 	enzyme	Activated	2.185	7.84E-02	1.53E-01	CXCL2,CXCL3,IL1B,NFKBIZ,TNF	 
TCF4	 	transcription regulator	Activated	2.611	8.24E-02	1.58E-01	BCL6,CCDC117,CRELD2,DCT,ID3,MANF,MORF4L2,XBP1	 
ZBTB10	 	other	Activated	2.333	8.31E-02	1.59E-01	AGO3,ARID5A,CCL3L3,CD83,IL1B,Mx2,NLRX1,SERPINE1,TNF	 
