© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
KDM5B	 	transcription regulator	 	 	 	1.61E-02	5.72E-02	Elf5,ERBB3,XBP1	 
CYP27A1	 	enzyme	 	 	 	1.61E-02	5.72E-02	CYP2B6,CYP7A1,Slco1a4	 
PSMB11	 	peptidase	 	-1.742	bias	1.61E-02	5.72E-02	Ccl2,CCND1,CHAD,CXCL3,GADD45A,HMOX1,HSPA1A/HSPA1B,Hspa1b,OCLN,S1PR1,TNFRSF1B	 
TGFB1	 	growth factor	Inhibited	-2.722	 	1.66E-02	5.72E-02	CASP4,Ccl2,CXCL10,ICAM1,IL1B,IRF1,MAVS,SOCS3,TNF	 
Angiotensin II receptor type 1	 	group	 	 	 	1.67E-02	5.72E-02	CCL3L3,CXCL10	 
HCAR2	4.757	G-protein coupled receptor	 	 	 	1.67E-02	5.72E-02	IL1B,TNF	 
IgG	 	complex	 	 	 	1.67E-02	5.72E-02	Ccl2,CSF1	 
CRTC2	 	other	 	 	 	1.67E-02	5.72E-02	Ccl2,G6PC	 
GATM	 	enzyme	 	 	 	1.67E-02	5.72E-02	CXCL3,TNF	 
SELL	 	transmembrane receptor	 	 	 	1.67E-02	5.72E-02	IL1B,TNF	 
CDK9	 	kinase	 	 	 	1.67E-02	5.72E-02	ALAS1,NMD3	 
HSD11B2	 	enzyme	 	 	 	1.67E-02	5.72E-02	SLC12A3,TSC22D3	 
PDE3A	 	enzyme	 	 	 	1.67E-02	5.72E-02	CCND1,DUSP1	 
FGG	 	other	 	 	 	1.67E-02	5.72E-02	IL1B,TNF	 
GAS5	 	other	 	 	 	1.67E-02	5.72E-02	IL1B,TNF	 
MMP13	 	peptidase	 	 	 	1.67E-02	5.72E-02	Ccl2,TNF	 
PRSS8	 	peptidase	 	 	 	1.67E-02	5.72E-02	IL1B,OCLN	 
GNAI1	 	enzyme	 	 	 	1.67E-02	5.72E-02	G6PC,TNF	 
WNT7B	 	other	 	 	 	1.67E-02	5.72E-02	CCND1,VEGFA	 
ADAM8	 	peptidase	 	 	 	1.67E-02	5.72E-02	CXCL10,TNF	 
SELP	 	transmembrane receptor	 	 	 	1.67E-02	5.72E-02	CCL3L3,IL1B	 
STK38	 	kinase	 	 	 	1.67E-02	5.72E-02	CXCL2,CXCL3	 
ACOD1	4.553	enzyme	 	 	 	1.67E-02	5.72E-02	TNF,TNFAIP3	 
ARL5B	 	enzyme	 	 	 	1.67E-02	5.72E-02	CXCL10,TNF	 
STX2	 	transporter	 	 	 	1.67E-02	5.72E-02	BMP2,CCND1	 
SMURF2	 	enzyme	 	 	 	1.67E-02	5.72E-02	CCN2,SERPINE1	 
CBLC	 	enzyme	 	 	 	1.67E-02	5.72E-02	HMOX1,TNF	 
NFKBIE	 	transcription regulator	 	 	 	1.67E-02	5.72E-02	CXCL3,TNF	 
MRC1	 	transmembrane receptor	 	 	 	1.67E-02	5.72E-02	ACOD1,CXCL10	 
Wfdc17	 	other	 	 	 	1.67E-02	5.72E-02	Ccl2,IL1B	 
PPP1R15A	 	other	 	 	 	1.67E-02	5.72E-02	HSPA5,TNF	 
Cxcl3	 	cytokine	 	 	 	1.67E-02	5.72E-02	CEBPB,CEBPD	 
YAP/TAZ	 	group	 	 	 	1.67E-02	5.72E-02	HSP90AA1,HSPA1A/HSPA1B	 
MAPK9	 	kinase	 	1.964	 	1.70E-02	5.83E-02	Ccl2,CEBPB,Cxcl11,FOSL2,GADD45A,IL1B,JUNB,TNF,TNFAIP3,ZFP36	 
TFRC	1.401	transporter	 	-1.633	 	1.74E-02	5.94E-02	ATF3,ATF4,DDIT4,HMOX1,HSPA5,XBP1	 
SREBF1	 	transcription regulator	 	1.964	bias	1.76E-02	5.98E-02	G6PC,GCK,IRS2,PCK1,SERPINE1	 
IL27RA	 	transmembrane receptor	Inhibited	-2.200	 	1.76E-02	5.98E-02	CXCL10,Cxcl11,IL1B,SOCS3,TNF	 
Foxp1	 	transcription regulator	 	1.526	 	1.76E-02	5.98E-02	E2F2,G6PC,PCK1,PPARGC1A,RASD1	 
PTGER2	-1.644	G-protein coupled receptor	 	1.824	bias	1.77E-02	6.00E-02	Ccl2,CCL3L3,CXCL10,CXCR4,H2AX,IL1B,PIM1,RRN3,TNF	 
CLDN6	 	other	 	 	 	1.77E-02	6.00E-02	ATF4,CLDN14,EIF2S1,HSPA5	 
NR1I2	 	ligand-dependent nuclear receptor	 	-0.218	 	1.92E-02	6.51E-02	ALAS1,Ccl2,CCL3L3,CYP2B6,CYP7A1,HNF4A,Slco1a4,TNF	 
CD36	 	transmembrane receptor	 	1.432	 	1.96E-02	6.58E-02	Ccl2,HSPA5,IL1B,PPARGC1A,TNF	 
GON4L	0.422	transcription regulator	 	 	 	1.98E-02	6.58E-02	CCND1,CCNF,E2F2	 
JINK1/2	 	group	 	 	 	1.98E-02	6.58E-02	Ccl2,TNF,TNFRSF1A	 
IL-1R	 	group	 	 	 	1.98E-02	6.58E-02	CXCL2,IL1B,TNF	 
Fc gamma receptor	 	group	 	 	 	1.98E-02	6.58E-02	CCND1,CCNE1,TNF	 
PLP1	 	other	 	 	 	1.98E-02	6.58E-02	ATF3,ATF4,CXCL2	 
PRKG1	 	kinase	 	 	 	1.98E-02	6.58E-02	CCN2,ID1,SERPINE1	 
SLC40A1	 	transporter	 	 	 	1.98E-02	6.58E-02	NDUFA4L2,TFRC,TNF	 
TNFRSF18	 	transmembrane receptor	 	 	 	1.98E-02	6.58E-02	CCL3L3,CXCL3,TNF	 
ANGPTL2	 	other	 	 	 	1.98E-02	6.58E-02	BMP2,IL1B,TNF	 
SPHK1	 	kinase	 	 	 	1.98E-02	6.58E-02	Ccl2,SOCS3,TNF	 
RPS6KA5	-1.104	kinase	 	 	 	1.98E-02	6.58E-02	DUSP1,JUNB,TNF	 
PDK4	-1.074	kinase	 	 	 	1.98E-02	6.58E-02	IL1B,PPARGC1A,TNF	 
Klra7 (includes others)	 	transmembrane receptor	 	 	 	1.98E-02	6.58E-02	CASP4,CCL3L3,TNF	 
PPIF	 	enzyme	Activated	2.333	 	2.00E-02	6.65E-02	Ccl2,CXCL10,Cxcl11,CXCL2,CXCL3,CXCR4,PDK4,RGS3,TNF	 
NCF1	 	enzyme	 	1.948	bias	2.04E-02	6.71E-02	Ccl2,HMOX1,ICAM1,TNF	 
RPSA	 	translation regulator	 	-1.964	bias	2.04E-02	6.71E-02	CXCL3,IL1B,RELB,TNF	 
LPL	 	enzyme	 	 	 	2.04E-02	6.71E-02	FOXO3,IRS2,PDK4,PPARGC1A	 
EIF4EBP2	 	translation regulator	 	0.192	 	2.04E-02	6.71E-02	CEBPB,CEBPD,CEBPG,CXCL10	 
FASLG	 	cytokine	 	 	 	2.04E-02	6.71E-02	CXCL10,IL1B,PTPN2,TNF	 
BCR (complex)	 	complex	 	1.642	bias	2.08E-02	6.83E-02	B4GALT1,CCND1,CCNG2,CDC25A,FOXO1,JUNB	 
SERPINE1	3.476	other	 	-0.816	 	2.08E-02	6.83E-02	CXCL2,DUSP1,IER3,JUNB,PHLDA1,ZFP36	 
ATG7	 	enzyme	Inhibited	-2.200	 	2.08E-02	6.83E-02	ATF4,IL1B,NFKBIA,SOCS3,TNF,TNFRSF1A	 
MYCL	-1.941	transcription regulator	Activated	2.813	bias	2.20E-02	7.20E-02	FARSA,MOCS3,PUS1,SNRPD1,TOP1,UCK2,WDR75,YARS1	 
TSC1	-0.581	other	 	-1.227	 	2.20E-02	7.20E-02	CCN2,FOXO1,FOXO3,HMOX1,IRS2,MAP2K6,TNF	 
Trp53cor1	 	other	 	1.192	 	2.33E-02	7.48E-02	Ccl2,FOXA2,IL1B,STAT3	 
PTPN6	 	phosphatase	 	 	 	2.33E-02	7.48E-02	CCL3L3,IL1B,IRF1,TNF	 
REL	 	transcription regulator	 	-0.200	bias	2.33E-02	7.48E-02	BCL3,CCND1,CXCL10,DCLRE1B,DDX18,FOXO3,FRMD4B,ICAM1,NAB2,RELB,SLC22A15,STAT3,STAT5B,TNF	 
PGF	 	growth factor	 	 	 	2.40E-02	7.48E-02	ANGPTL4,CXCR4,ETS2	 
PRKCI	 	kinase	 	 	 	2.40E-02	7.48E-02	CXCL2,CXCL3,FOXA2	 
ITGA9	 	other	 	 	 	2.40E-02	7.48E-02	Ccl2,CCL3L3,IL1B	 
S1PR2	 	G-protein coupled receptor	 	 	 	2.40E-02	7.48E-02	Ccl2,F3,ICAM1	 
GABBR1	 	G-protein coupled receptor	 	 	 	2.40E-02	7.48E-02	ATF4,BMP2,TNF	 
CRHR2	 	G-protein coupled receptor	 	 	 	2.40E-02	7.48E-02	Ccl2,CXCL2,VEGFA	 
NOX4	 	enzyme	 	 	 	2.40E-02	7.48E-02	Ccl2,HMOX1,SERPINE1	 
AMPK	 	complex	 	-1.966	 	2.42E-02	7.48E-02	Ccl2,CXCL10,FOXO3,PPARGC1A,TNF	 
miR-204-5p (and other miRNAs w/seed UCCCUUU)	 	mature microRNA	 	-1.342	bias	2.42E-02	7.48E-02	ATF4,BMP2,E2F4,ID2,PIK3R1	 
CLEC6A	 	transmembrane receptor	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
CLEC4D	 	other	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
RGMB	 	other	 	 	 	2.43E-02	7.48E-02	CXCL2,CXCL3	 
LRRC8A	 	ion channel	 	 	 	2.43E-02	7.48E-02	CXCL10,Mx2	 
RDH8	 	enzyme	 	 	 	2.43E-02	7.48E-02	CCL3L3,CXCL10	 
F2R	 	G-protein coupled receptor	 	 	 	2.43E-02	7.48E-02	Ccl2,CCN2	 
PHB2	 	transcription regulator	 	 	 	2.43E-02	7.48E-02	BMP2,STAT3	 
ABCD2	 	transporter	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
LBP	 	transporter	 	 	 	2.43E-02	7.48E-02	CXCL3,TNF	 
CTBP2	 	transcription regulator	 	 	 	2.43E-02	7.48E-02	CCND1,OCLN	 
mir-378	 	microRNA	 	 	 	2.43E-02	7.48E-02	FOXO1,FOXO3	 
F3	1.239	transmembrane receptor	 	 	 	2.43E-02	7.48E-02	Ccl2,IL1B	 
RALBP1	 	enzyme	 	 	 	2.43E-02	7.48E-02	Ccl2,TNF	 
JARID2	 	transcription regulator	 	 	 	2.43E-02	7.48E-02	CCND1,CCNE1	 
THBS2	 	other	 	 	 	2.43E-02	7.48E-02	Ccl2,HES1	 
PPM1B	 	phosphatase	 	 	 	2.43E-02	7.48E-02	CCL3L3,CEBPD	 
NFYC	 	transcription regulator	 	 	 	2.43E-02	7.48E-02	G6PC,PCK1	 
INPPL1	 	phosphatase	 	 	 	2.43E-02	7.48E-02	G6PC,GCK	 
F13A1	 	enzyme	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
SOD3	 	enzyme	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
CARD14	 	other	 	 	 	2.43E-02	7.48E-02	AQP4,CXCL2	 
VIPR1	 	G-protein coupled receptor	 	 	 	2.43E-02	7.48E-02	CXCL10,IRF1	 
S1PR1	0.831	G-protein coupled receptor	 	 	 	2.43E-02	7.48E-02	NLRP3,TNF	 
TFF2	 	other	 	 	 	2.43E-02	7.48E-02	CCND1,CCNE1	 
TRPA1	 	transporter	 	 	 	2.43E-02	7.48E-02	CXCL3,IL1B	 
MST1R	 	kinase	 	 	 	2.43E-02	7.48E-02	CCND1,CXCL3	 
G6PC	-3.668	phosphatase	 	 	 	2.43E-02	7.48E-02	G6PC,HSPA5	 
PDE5A	 	enzyme	 	 	 	2.43E-02	7.48E-02	IL1B,S100A9	 
SERPIND1	 	other	 	 	 	2.43E-02	7.48E-02	Ccl2,IL1B	 
KLRB1	 	transmembrane receptor	 	 	 	2.43E-02	7.48E-02	CCL3L3,TNF	 
Casp12	 	peptidase	 	 	 	2.43E-02	7.48E-02	Ccl2,TNF	 
AP3B1	 	transporter	 	 	 	2.43E-02	7.48E-02	TNF,TNFRSF1A	 
Cyp2a12/Cyp2a22	 	enzyme	 	 	 	2.43E-02	7.48E-02	HNF4A,PPARGC1A	 
CFLAR	 	other	 	 	 	2.43E-02	7.48E-02	IL1B,TNF	 
ADIPOQ	 	other	 	-1.370	 	2.45E-02	7.54E-02	Ccl2,CXCL10,CXCL2,G6PC,GCK,HMOX1,HNF4A,IL1B,NFKBIA,STAT3,TNF	 
IHH	 	enzyme	 	-1.131	 	2.64E-02	8.08E-02	Ccl2,CCND1,CXCL10,TNF	 
HSD11B1	 	enzyme	 	 	 	2.64E-02	8.08E-02	ANGPTL4,PDK4,PPARGC1A,TNF	 
EIF2AK4	 	kinase	 	-0.988	 	2.64E-02	8.08E-02	AQP4,ATF4,IL1B,TNF	 
NCOR1	 	transcription regulator	 	 	 	2.67E-02	8.13E-02	BCL3,CXCL10,CYP7A1,MYD88,STAT2	 
LCK	 	kinase	 	1.342	bias	2.67E-02	8.13E-02	CISH,NOP58,NXT1,Rasl2-9,SFPQ	 
IRF4	 	transcription regulator	 	-1.296	 	2.67E-02	8.13E-02	Ccl2,CXCL3,IL17RA,TNF,XBP1	 
FYN	 	kinase	 	1.067	 	2.67E-02	8.13E-02	Ccl2,IL1B,NLRP3,SOCS3,TNF	 
JUNB	1.641	transcription regulator	 	 	 	2.68E-02	8.16E-02	ATF3,CCL3L3,CCND1,CXCL2,CXCL3,TNF	 
DIO2	 	enzyme	 	0.128	 	2.71E-02	8.23E-02	ATF3,CCL3L3,CIRBP,DDIT4,HSPA1A/HSPA1B,Hspa1b,IER5,IL1B,KLF15,PPARGC1A,SBNO2,SLC10A6	 
GATA2	 	transcription regulator	Activated	2.887	bias	2.74E-02	8.32E-02	AMY2B,Ccl2,CCL3L3,CCND1,CXCL10,CXCL2,CXCR4,E2F2,HMOX1,HNF4A,ICAM1,PRTN3,Retnlg,S100A8,S100A9,SLC4A1,TFRC,TNF	 
SP1	 	transcription regulator	 	 	 	2.85E-02	8.58E-02	ATP2A3,Ccl2,CXCL3,CXCR4,CYP2B6,Hspa1b,TLR2,TNF,VEGFA	 
MAP2K1/2	 	group	 	 	 	2.86E-02	8.58E-02	Ccl2,CCL3L3,CXCL3	 
VSIR	 	other	 	 	 	2.86E-02	8.58E-02	Ccl2,CXCL10,TNF	 
ALDH1A1	 	enzyme	 	 	 	2.86E-02	8.58E-02	BMP2,G6PC,PCK1	 
FKBP4	 	enzyme	 	 	 	2.86E-02	8.58E-02	G6PC,PDK4,TNF	 
MAP3K1	0.711	kinase	 	 	 	2.86E-02	8.58E-02	CCND1,SERPINE1,TNF	 
FCER1A	 	transmembrane receptor	 	 	 	2.86E-02	8.58E-02	Ccl2,CCL3L3,TNF	 
PRKN	 	enzyme	 	 	 	2.86E-02	8.58E-02	CCND1,IL1B,TNF	 
TCF12	 	transcription regulator	 	-1.387	 	2.91E-02	8.72E-02	BLNK,FOXO1,ID2,ID3,LY6D,S1PR1	 
MTOR	 	kinase	 	0.504	 	2.92E-02	8.74E-02	CCND1,CCNE1,CEBPB,DDIT4,DUSP1,FBXO32,IL1B,PIM1,PPARGC1A,SOCS3,STAT3,TNF,TXNIP	 
CBFB	0.869	transcription regulator	 	0.478	 	2.93E-02	8.77E-02	ATF4,ICAM1,IKZF4,KCNK5,RGS1,SOCS2,TBL2	 
Fcer1	 	complex	 	1.952	bias	2.98E-02	8.87E-02	Ccl2,CCL3L3,CSF1,TNF	 
ATG5	 	other	 	-1.000	bias	2.98E-02	8.87E-02	CYP2B6,HSPA5,IL1B,TNF	 
SOST	 	other	 	1.980	 	2.98E-02	8.87E-02	Ccl2,CCL3L3,IL1B,PPARGC1A	 
KIT	 	transmembrane receptor	 	 	 	2.98E-02	8.87E-02	Ccl2,CXCL10,CXCL3,IRF1	 
MET	 	kinase	 	1.947	 	3.02E-02	8.99E-02	ARID5A,CCL3L3,CCND1,Cxcl11,Hspa1b,NFKBIZ,ONECUT2,SOCS3	 
CD3	 	complex	Activated	2.387	bias	3.18E-02	9.45E-02	CCL3L3,CCNE1,CDC25A,CISH,HSPA5,IRF1,SOCS3,TNF,TNFAIP3	 
HRH3	 	G-protein coupled receptor	 	-1.980	 	3.22E-02	9.46E-02	CXCL10,CXCL3,PRTN3,S100A8,S100A9	 
MSTN	 	growth factor	 	-0.418	 	3.22E-02	9.46E-02	AKIRIN1,BMP2,FBXO32,SRC,VEGFA	 
mir-204	 	microRNA	 	 	 	3.22E-02	9.46E-02	ATF4,BMP2,E2F4,ID2,PIK3R1	 
Cd209b	 	other	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
Aldose Reductase	 	group	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
PIMREG	 	other	 	 	 	3.31E-02	9.46E-02	SOCS3,TNF	 
EIF2A	 	translation regulator	 	 	 	3.31E-02	9.46E-02	ATF4,HSPA5	 
SLC16A3	 	transporter	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
GSTK1	 	enzyme	 	 	 	3.31E-02	9.46E-02	Ccl2,TNF	 
PON2	 	enzyme	 	 	 	3.31E-02	9.46E-02	CXCL2,TNF	 
METRNL	0.899	other	 	 	 	3.31E-02	9.46E-02	CCL3L3,PPARGC1A	 
PSMB10	 	peptidase	 	 	 	3.31E-02	9.46E-02	NFKBIA,TNFAIP3	 
GPRC5A	 	G-protein coupled receptor	 	 	 	3.31E-02	9.46E-02	Ccl2,TNF	 
PPP2CA	 	phosphatase	 	 	 	3.31E-02	9.46E-02	Cxcl11,TNF	 
PROC	 	peptidase	 	 	 	3.31E-02	9.46E-02	IL1B,SERPINE1	 
TERT	 	enzyme	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
mir-17	 	microRNA	 	 	 	3.31E-02	9.46E-02	MYLIP,STAT3	 
miR-19b-3p (and other miRNAs w/seed GUGCAAA)	 	mature microRNA	 	 	 	3.31E-02	9.46E-02	STAT3,VEGFA	 
GHRHR	 	G-protein coupled receptor	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
PER2	1.433	transcription regulator	 	 	 	3.31E-02	9.46E-02	CCND1,CCNE1	 
CR1L	 	other	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
FBXL5	 	enzyme	 	 	 	3.31E-02	9.46E-02	HMOX1,TFRC	 
NLRC5	 	transcription regulator	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
IRAK2	 	kinase	 	 	 	3.31E-02	9.46E-02	CXCL2,TNF	 
KLKB1	 	peptidase	 	 	 	3.31E-02	9.46E-02	F3,ICAM1	 
EPOR	 	transmembrane receptor	 	 	 	3.31E-02	9.46E-02	JUNB,PIM1	 
CCDC80	 	other	 	 	 	3.31E-02	9.46E-02	CCND1,FZD7	 
NDFIP1	 	other	 	 	 	3.31E-02	9.46E-02	IL1B,TNF	 
FLT1	 	kinase	 	 	 	3.31E-02	9.46E-02	Ccl2,DEPP1	 
CAMKK2	 	kinase	 	 	 	3.31E-02	9.46E-02	G6PC,PPARGC1A	 
KDM6A	 	enzyme	Activated	2.000	bias	3.34E-02	9.53E-02	ANKS4B,HNF4A,RNF186,SERPINA10	 
TANK	 	other	Activated	2.000	 	3.34E-02	9.53E-02	Cxcl11,CXCL2,CXCL3,NFKBIZ	 
TXNIP	-0.769	other	 	 	 	3.34E-02	9.53E-02	CCND1,IL1B,PPARGC1A,TXNIP	 
VEGFB	 	growth factor	 	 	 	3.36E-02	9.53E-02	ATF3,PDK4,PPARGC1A	 
CD80	 	transmembrane receptor	 	 	 	3.36E-02	9.53E-02	IL1B,TNF,TSC22D3	 
PCGF2	 	transcription regulator	 	 	 	3.36E-02	9.53E-02	CCNE1,CDC25A,TXLNA	 
DCN	 	other	 	 	 	3.36E-02	9.53E-02	CXCL10,ICAM1,TNF	 
SCP2	 	transporter	 	 	 	3.36E-02	9.53E-02	CYP7A1,PCK1,Slco1a4	 
ADORA2A	 	G-protein coupled receptor	 	-0.064	 	3.54E-02	1.00E-01	Ccl2,Cd24a,CXCL2,DUSP1,HMOX1,OCLN,TNF,TSC22D3,VEGFA	 
CCR2	 	G-protein coupled receptor	 	0.693	 	3.54E-02	1.00E-01	Ccl2,CCL3L3,CSF1,CXCL10,CXCL2,CXCL3,IL1B,TNF,TXLNA	 
BNIP3L	 	other	 	-0.816	 	3.65E-02	1.03E-01	BLNK,GADD45A,IL1B,NFKBIA,STAT3,TFRC	 
WNT3A	 	cytokine	 	-0.896	 	3.65E-02	1.03E-01	CCL3L3,ID1,ROCK2,TBX3,TNF,VEGFA	 
IL27	 	cytokine	 	0.293	 	3.73E-02	1.05E-01	CXCL10,Cxcl11,ID2,SOCS3	 
NOS2	 	enzyme	 	-0.390	 	3.83E-02	1.06E-01	Ccl2,CCL3L3,CTSC,CXCL2,CXCL3,FOXO1,G6PC,IL1B,IRS2,PPARGC1A,TNF,VEGFA	 
AKT1	 	kinase	 	0.937	 	3.84E-02	1.06E-01	CXCL10,FBXO32,HMOX1,IRS2,KLF15	 
AIP	 	transcription regulator	 	0.447	 	3.84E-02	1.06E-01	DUSP1,Pde4d,PDE9A,RGS16,S1PR1	 
TAZ	 	enzyme	 	0.781	 	3.84E-02	1.06E-01	CCN2,DUSP1,HMOX1,TFRC,VEGFA	 
PRDM16	 	transcription regulator	 	 	 	3.91E-02	1.06E-01	CXCL10,Mx2,PPARGC1A	 
RCAN1	2.068	other	 	 	 	3.91E-02	1.06E-01	CCNF,ICAM1,TNF	 
CSF3	 	cytokine	 	 	 	3.91E-02	1.06E-01	CXCL2,CXCL3,STAT3	 
PLIN1	 	other	 	 	 	3.91E-02	1.06E-01	ABHD5,Ccl2,TNF	 
Il3	 	cytokine	 	1.057	 	3.92E-02	1.06E-01	CISH,CSF1,PIM1,PRTN3,TNFRSF1A,TNFRSF1B	 
CREBBP	 	transcription regulator	 	 	 	4.02E-02	1.06E-01	ARHGEF3,ARID5A,CCND1,CXCR4,DHRS3,DUSP1,FOSL2,FRMD4B,HDAC11,NPAS2,PPARGC1A,RASA3,Rnf125,SLC7A11,SOCS3,TIPARP,TNF,TNFAIP3	 
TAF4	 	transcription regulator	 	-0.728	 	4.04E-02	1.06E-01	CCN2,CCND1,E2F2,FOXA2,GJB2,ID2,PPARGC1A,TGM1	 
MEF2C	 	transcription regulator	 	-1.000	bias	4.17E-02	1.06E-01	ATF3,CXCR4,HDAC5,JUNB,ZFP36	 
LYN	 	kinase	 	-1.411	 	4.21E-02	1.06E-01	Ccl2,CCL3L3,CSF1,IL1B,STAT5B,TNF	 
p38 Sapk	 	group	 	 	 	4.27E-02	1.06E-01	CCND1	 
GPSM3	 	other	 	 	 	4.27E-02	1.06E-01	IL1B	 
CaMKII	 	complex	 	 	 	4.27E-02	1.06E-01	IL1B	 
ITPR	 	group	 	 	 	4.27E-02	1.06E-01	IL1B	 
Rac	 	group	 	 	 	4.27E-02	1.06E-01	CCND1	 
Mitochondrial complex 1	 	complex	 	 	 	4.27E-02	1.06E-01	PPARGC1A	 
Tug1	 	other	 	 	 	4.27E-02	1.06E-01	PPARGC1A	 
FBXO31	 	enzyme	 	 	 	4.27E-02	1.06E-01	CCND1	 
WDR41	 	other	 	 	 	4.27E-02	1.06E-01	TNF	 
ZMIZ1	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	SERPINE1	 
Il1bos	 	other	 	 	 	4.27E-02	1.06E-01	IL1B	 
PELI3	 	enzyme	 	 	 	4.27E-02	1.06E-01	IL1B	 
VSIG4	 	other	 	 	 	4.27E-02	1.06E-01	IL1B	 
CMPK2	 	kinase	 	 	 	4.27E-02	1.06E-01	IL1B	 
NOC3L	 	other	 	 	 	4.27E-02	1.06E-01	CCNE1	 
CYBC1	 	other	 	 	 	4.27E-02	1.06E-01	IL1B	 
TRIB2	 	kinase	 	 	 	4.27E-02	1.06E-01	CEBPB	 
DAGLA	 	enzyme	 	 	 	4.27E-02	1.06E-01	IL1B	 
PSTPIP2	 	other	 	 	 	4.27E-02	1.06E-01	IL1B	 
Ctf2	 	cytokine	 	 	 	4.27E-02	1.06E-01	SOCS3	 
STAB1	 	transporter	 	 	 	4.27E-02	1.06E-01	CCL3L3	 
2810408I11Rik	 	other	 	 	 	4.27E-02	1.06E-01	CCNYL1	 
LBH	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	IL1B	 
MLKL	 	kinase	 	 	 	4.27E-02	1.06E-01	TNF	 
CLIC1	 	ion channel	 	 	 	4.27E-02	1.06E-01	IL1B	 
CPB1	 	peptidase	 	 	 	4.27E-02	1.06E-01	CASP4	 
Caveolin	 	group	 	 	 	4.27E-02	1.06E-01	TNF	 
Pka catalytic subunit	 	group	 	 	 	4.27E-02	1.06E-01	Slco1a4	 
DLAT	 	enzyme	 	 	 	4.27E-02	1.06E-01	CISH	 
PDGFD	 	growth factor	 	 	 	4.27E-02	1.06E-01	VEGFA	 
BCHE	 	enzyme	 	 	 	4.27E-02	1.06E-01	TNF	 
AP1M1	 	transporter	 	 	 	4.27E-02	1.06E-01	ATP7A	 
NDUFV1	 	enzyme	 	 	 	4.27E-02	1.06E-01	PTPN1	 
GPC3	 	other	 	 	 	4.27E-02	1.06E-01	CCND1	 
RASGRF2	 	other	 	 	 	4.27E-02	1.06E-01	TNF	 
DAPK1	 	kinase	 	 	 	4.27E-02	1.06E-01	IL1B	 
OSTN	 	other	 	 	 	4.27E-02	1.06E-01	PPARGC1A	 
KHK	 	kinase	 	 	 	4.27E-02	1.06E-01	SLC2A5	 
MAT2B	-0.436	enzyme	 	 	 	4.27E-02	1.06E-01	HMOX1	 
NEK1	 	kinase	 	 	 	4.27E-02	1.06E-01	RIPK1	 
SLC10A2	0.906	transporter	 	 	 	4.27E-02	1.06E-01	CYP7A1	 
AGAP2	 	enzyme	 	 	 	4.27E-02	1.06E-01	CCND1	 
miR-214-3p (and other miRNAs w/seed CAGCAGG)	 	mature microRNA	 	 	 	4.27E-02	1.06E-01	ATF4	 
miR-503-5p (miRNAs w/seed AGCAGCG)	 	mature microRNA	 	 	 	4.27E-02	1.06E-01	CDC25A	 
miR-182-5p (and other miRNAs w/seed UUGGCAA)	 	mature microRNA	 	 	 	4.27E-02	1.06E-01	FOXO1	 
RPS14	 	translation regulator	 	 	 	4.27E-02	1.06E-01	S100A8	 
PLRG1	0.516	other	 	 	 	4.27E-02	1.06E-01	H2AX	 
PDE4A	 	enzyme	 	 	 	4.27E-02	1.06E-01	TNF	 
ZNF613	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	ID2	 
POLK	 	enzyme	 	 	 	4.27E-02	1.06E-01	H2AX	 
TRIM63	 	enzyme	 	 	 	4.27E-02	1.06E-01	FBXO32	 
MAGED1	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	TNF	 
AVP	 	other	 	 	 	4.27E-02	1.06E-01	HSPA5	 
P2RX4	 	ion channel	 	 	 	4.27E-02	1.06E-01	IL1B	 
CCN5	 	growth factor	 	 	 	4.27E-02	1.06E-01	CCND1	 
DYNLL1	0.827	other	 	 	 	4.27E-02	1.06E-01	CCNE1	 
STXBP3	 	transporter	 	 	 	4.27E-02	1.06E-01	HSPA5	 
MAT2A	 	enzyme	 	 	 	4.27E-02	1.06E-01	HMOX1	 
FBXO4	 	enzyme	 	 	 	4.27E-02	1.06E-01	CCND1	 
CFH	 	other	 	 	 	4.27E-02	1.06E-01	CXCL2	 
ZFP36L1	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	TNF	 
MXD4	 	transcription regulator	 	 	 	4.27E-02	1.06E-01	ID2	 
DOCK10	 	other	 	 	 	4.27E-02	1.06E-01	Ccl2	 
