© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
MEF2D	 	transcription regulator	 	-0.788	bias	2.56E-03	1.75E-02	ACTA1,CCN2,FOS,GCLC,HDAC5,HMOX1,KLF2,SLC7A11,ZFP36	 
CISH	2.430	other	 	-1.941	 	2.58E-03	1.76E-02	CCL3L3,CD14,CSF1,DNAJC5,HCAR2,HMOX1,ID3,IL1B,MYC,NAB2,SLC7A11,SNRPD1,TNF	278 (14)
ZC3H12A	 	enzyme	 	-1.309	 	2.76E-03	1.87E-02	Ccl2,CEBPA,CEBPB,CEBPD,IL1B,TNF,TNFRSF1B	279 (17)
CBL	 	transcription regulator	Inhibited	-2.586	bias	2.76E-03	1.87E-02	CCL3L3,CXCL2,HMOX1,IL17RA,IL1B,STAT1,TNF	272 (17)
SIGIRR	 	transmembrane receptor	 	-1.757	bias	2.84E-03	1.92E-02	Ccl2,CCL3L3,CXCL2,IL1B,PITX3,TNF	255 (14)
MPZ	 	other	 	 	 	2.84E-03	1.92E-02	ATF4,HMGCR,HSPA5,ID2,MVD,SDF2L1	 
CSF1R	 	kinase	 	0.640	bias	2.84E-03	1.92E-02	CCL3L3,CCND1,CSF1,FOS,MRC1,MYC	154 (10)
Hbb-b2	 	other	Activated	2.646	bias	2.97E-03	1.99E-02	Ccl2,CCR2,CEBPA,CXCL10,Cxcl9,Hamp/Hamp2,IL1B,ITGAM,TFRC,TLR2	 
PTPN1	1.019	phosphatase	 	1.066	 	2.97E-03	1.99E-02	ADRA1A,Cxcl11,CXCL2,DUSP1,IRS1,IRS2,MARCO,NFKBIA,PPARGC1A,TNF	253 (16)
Tlr	 	group	 	1.055	bias	3.05E-03	2.05E-02	CASP4,Ccl2,DUSP1,FPR2,ID2,IL1B,NFKBIA,TNF	241 (18)
TET2	 	enzyme	 	-0.775	 	3.08E-03	2.06E-02	AQP8,C5AR1,CA8,Ccl2,CEBPA,GATA4,GRK5,IFIT2,IFIT3,KLF2,LTO1,MTSS1,NFE2,RND3,RNF144A,ZBTB16	 
TCR	 	complex	Activated	2.587	bias	3.22E-03	2.14E-02	CCND1,CCNE1,CCR2,CISH,EGR1,FOS,HSP90B1,HSPA5,ID3,MYC,NAB2,NFKB2,STAT3,TNF,ZBTB7B	309 (20)
MET	 	kinase	Activated	2.383	 	3.22E-03	2.14E-02	BMP1,CCL3L3,CCND1,CCND2,CLDN1,Cxcl11,ESR1,GCLC,IFIT1B,MYC,NFKBIZ,PLK2,SLCO3A1,SOCS3,TRIM21	103 (7)
JUNB	 	transcription regulator	 	0.277	 	3.22E-03	2.14E-02	ATF3,C3AR1,C5AR1,CCL3L3,CCND1,CXCL2,Cxcl9,FASN,LCN2,SWAP70,TNF	124 (7)
Jnk	 	group	 	1.591	 	3.34E-03	2.21E-02	CCND1,CCNE1,DUSP1,EGR1,FOS,GJA1,IL1B,MRC1,SOCS3,TGM2,TNF,TP53	259 (18)
ROR2	 	kinase	 	 	 	3.37E-03	2.22E-02	ABCF3,CCND1,CCND2,CCNE1,CDC25A,CDKN1A,RBL2,SLC25A46,SLC39A14,SPRY4,TFDP1,TSEN2,WEE1	 
PRKCB	 	kinase	 	0.174	 	3.52E-03	2.28E-02	CYP8B1,EGR1,FASN,FOS,IRS2,PPARGC1A,SREBF1	189 (14)
JINK1/2	 	group	Activated	2.219	 	3.54E-03	2.28E-02	Ccl2,FASN,SREBF1,TNF,TNFRSF1A	220 (9)
Ptprd	 	phosphatase	 	-0.447	bias	3.54E-03	2.28E-02	Ccl2,CDKN1A,CEBPD,IFI35,MYC	134 (6)
Fc gamma receptor	 	group	 	1.206	 	3.54E-03	2.28E-02	CCND1,CCNE1,CDKN1A,IRF8,TNF	313 (23)
KDM6B	 	enzyme	 	1.982	bias	3.54E-03	2.28E-02	CCL3L3,Cxcl11,GBP7,Igtp,OASL	 
FZD9	 	G-protein coupled receptor	Activated	2.216	bias	3.54E-03	2.28E-02	Ccl2,CXCL10,IFIT1B,ISG15,STAT1	 
PRF1	 	transporter	 	 	 	3.54E-03	2.28E-02	Ccl2,CCL3L3,CXCL10,IL1B,TNF	221 (16)
INSIG2	-1.842	other	Inhibited	-2.207	bias	3.54E-03	2.28E-02	ELOVL6,FASN,HMGCR,LDLR,SREBF1	5 (2)
NFKBIB	0.778	transcription regulator	 	 	 	3.54E-03	2.28E-02	IL1B,NFKBIA,TNF,TNFSF10,TP53INP1	227 (12)
PDK4	-1.048	kinase	 	0.730	 	3.54E-03	2.28E-02	Chil3/Chil4,IL1B,IRF8,PPARGC1A,TNF	142 (7)
MRTFB	 	transcription regulator	 	-0.466	 	3.60E-03	2.31E-02	ACTG1,CAVIN2,CCN2,CXCR4,EGR1,GADD45A,ITGA6,LCN2,LILRB4,MYH9,PRTN3,S100A9,Saa3,SCARB1,SERPINE1,SLC20A1,Tpm4	 
NRAS	 	enzyme	Inhibited	-3.637	 	3.60E-03	2.31E-02	FNDC3A,GBP2,GJA1,IFI35,IFIH1,IFIT1B,IL13RA1,IL1RN,Irgm1,ISG15,LCN2,RBPMS,STAT1,TAP1,Tgtp1/Tgtp2,TMEM43,USP18	129 (7)
TCF7L2	 	transcription regulator	 	-0.578	bias	3.64E-03	2.33E-02	AATK,ACSL3,ADAMTS4,AXIN2,BACE1,CCN2,CCND1,CCND2,CDK19,CDKN1A,CREB3L2,DOCK9,ERBB3,Foxn3,G6PC,ID1,ID2,ID3,IPO13,IRS1,IRS2,KIF5B,KLHL4,LTV1,MCAM,MYC,NUDT4,PCK1,PELI1,PIGA,PIM3,PPARGC1A,RASGEF1B,RFFL,SORBS3,UTP14C,YPEL2	 
PRKCD	 	kinase	 	0.963	 	3.71E-03	2.34E-02	ABCA1,Ccl2,CCNE1,CDKN1A,CEBPB,IL1B,JCHAIN,TNF,VEGFA	288 (20)
ATP7B	 	transporter	 	1.667	 	3.71E-03	2.34E-02	AACS,CKS1B,ELOVL6,FASN,HMGCR,LDLR,LPIN1,LSS,THRSP	 
LDL	 	complex	 	 	 	3.71E-03	2.34E-02	Ccl2,ICAM1,IL1B,TLR2	 
OLFM4	 	other	 	-1.980	bias	3.71E-03	2.34E-02	Ccl2,CCL3L3,IL1B,TNF	137 (4)
SELE	 	transmembrane receptor	 	0.105	 	3.71E-03	2.34E-02	Ccl2,CCL3L3,IL1B,TNF	317 (19)
OGG1	 	enzyme	 	1.896	 	3.71E-03	2.34E-02	CCL3L3,CXCL2,IL1B,TNF	193 (13)
COCH	 	other	Activated	2.000	bias	3.71E-03	2.34E-02	Ccl2,CXCL2,IL1B,TNF	 
COPS8	 	other	 	1.000	bias	3.71E-03	2.34E-02	CCND2,CCNE1,CDK2,CDKN1A	 
BTK	 	kinase	Activated	2.387	 	3.74E-03	2.34E-02	CCND2,CCNE1,CDK2,CEBPA,CEBPB,FOXO1,HMOX1,NFKB2,RELB,TNF,TP53	294 (20)
HMOX1	0.910	enzyme	 	-1.550	 	3.75E-03	2.34E-02	Ccl2,CXCL10,H2AX,HMOX1,ICAM1,IL1B,IL1RN,TNF	281 (19)
IFT88	 	other	 	-1.673	 	3.79E-03	2.34E-02	CEBPA,CEBPB,HMGCR,LSS,MVD,PYCR2	 
IL23A	 	cytokine	Activated	2.425	bias	3.79E-03	2.34E-02	Ccl2,CXCL10,CXCL13,IL1B,S100A9,TNF	208 (14)
Abcb1b	 	transporter	 	-0.816	bias	3.79E-03	2.34E-02	CPEB2,DDIT4,SLC11A2,SUPT5H,TIGAR,TP53	 
SYK	 	kinase	Activated	2.425	bias	3.79E-03	2.34E-02	CXCL10,Cxcl11,Cxcl9,IL1B,ITGAM,THPO	234 (15)
MAP2K3	0.513	kinase	Activated	2.395	bias	3.79E-03	2.34E-02	ICAM1,IL1B,IRF9,ISG15,SERPINE1,VEGFA	262 (17)
THBS4	 	other	Activated	2.425	 	3.79E-03	2.34E-02	ATF4,Ccl2,CXCL10,HSPA5,ICAM1,MANF	 
PTEN	 	phosphatase	 	0.127	 	3.98E-03	2.46E-02	AKT1,ATF3,BMP1,CA8,Ccl2,CCND1,CCNE1,CDKN1A,CEBPA,CEBPB,CELSR1,CLDN1,CXCL10,CXCL13,CXCL2,ELOVL6,ESR1,ETS2,F3,FASN,FOS,FOXO1,GPM6A,GPR12,GPR146,GPR17,HMGCR,IL1B,LDLR,LSS,MRC1,MYC,PIM1,PITX3,PPARGC1A,SFTPD,SOCS3,SREBF1,STARD8,STAT3,TNF,TP53,UBIAD1,VEGFA	288 (18)
mir-8	 	microRNA	 	-1.131	 	4.21E-03	2.59E-02	ATF3,CCND1,CCND2,CCNG2,CDC25A,CDKN1A,CLDN1,CRKL,EGFR,MYC,OCLN,SULF2,XBP1,ZFP36	25 (3)
CDKN1A	-2.745	kinase	 	-1.463	 	4.21E-03	2.59E-02	CCL3L3,CCND1,CCNE1,CDKN1A,CXCL2,Cxcl9,E2F2,E2F4,EIF2S1,GADD45A,H2AX,KRT18,NFKBIA,TP53	282 (18)
SPARC	 	other	 	1.500	 	4.25E-03	2.60E-02	BHLHE40,BLM,CEBPD,CIART,CLDN1,CTSF,CYP8B1,ELMOD3,LOXL4,MPZL1,NDRG1,PER2,RABL6,SLC7A11,TRIM5,UBE2U	 
MTOR	 	kinase	 	0.466	 	4.26E-03	2.61E-02	CCND1,CCNE1,CEBPA,CEBPB,DAG1,DDIT4,DUSP1,EIF3A,Hamp/Hamp2,HK2,HSP90B1,IL1B,IRF8,IRS1,MYC,PIM1,PPARGC1A,SEC22B,SOCS3,STAT3,TMCC1,TNF,TP53,TXNIP	207 (16)
KLF2	-0.828	transcription regulator	 	-1.226	 	4.42E-03	2.66E-02	Ccl2,CXCL2,F3,GATA4,IL1B,NFKBIA,S1PR1,TFRC,TNF	23 (3)
TCF7L1	 	transcription regulator	 	-1.890	 	4.43E-03	2.66E-02	ATF3,AXIN2,CCND2,JAM2,KIT,PYCR2,TBX3	 
SNAI1	 	transcription regulator	 	-1.010	 	4.43E-03	2.66E-02	AXL,CCN2,CCND1,CCND2,CCNE1,CDK2,CDKN1A	26 (3)
TFE3	0.476	transcription regulator	 	-1.342	bias	4.43E-03	2.66E-02	CCNE1,ELOVL3,FASN,HK2,IRS2,KLF2,PPARGC1A	 
TPPP2	 	other	 	 	 	4.53E-03	2.66E-02	CDKN1A,RCAN1,TP53	 
ZMIZ2	 	transcription regulator	 	 	 	4.53E-03	2.66E-02	AXIN2,CCND1,MYC	 
CRTC2	 	other	 	 	 	4.53E-03	2.66E-02	Ccl2,ESRRG,G6PC	 
HTATIP2	 	transcription regulator	 	 	 	4.53E-03	2.66E-02	CCND1,EGFR,MYC	91 (4)
PSMB9	 	peptidase	 	 	 	4.53E-03	2.66E-02	NFKB2,NFKBIA,RELB	42 (3)
MC3R	 	G-protein coupled receptor	 	 	 	4.53E-03	2.66E-02	Ccl2,HMOX1,TNF	185 (13)
GAS5	 	other	 	 	 	4.53E-03	2.66E-02	IL1B,KLF2,TNF	 
Orm1 (includes others)	1.117	other	 	 	 	4.53E-03	2.66E-02	Ccl2,IL1B,TNF	 
GTF2I	 	transcription regulator	 	 	 	4.53E-03	2.66E-02	CCND1,CDKN1A,MYC	42 (3)
TKT	 	enzyme	 	 	 	4.53E-03	2.66E-02	H2AX,STAT3,TNF	 
CAPN1	 	peptidase	 	 	 	4.53E-03	2.66E-02	Ccl2,PTPN1,TNF	239 (12)
Wfdc17	0.883	other	 	 	 	4.53E-03	2.66E-02	Ccl2,IL1B,MRC1	 
Cxcl3	 	cytokine	 	 	 	4.53E-03	2.66E-02	CEBPA,CEBPB,CEBPD	 
Muc1	 	transmembrane receptor	 	 	 	4.53E-03	2.66E-02	CCND1,CXCL2,TNF	120 (8)
RECK	 	other	 	 	 	4.53E-03	2.66E-02	CCND1,CDKN1A,TP53	 
RGS2	 	enzyme	Inhibited	-2.000	 	4.71E-03	2.76E-02	CEBPD,Crb3,Cxcl11,EFNA1,ERRFI1,GJA1,HSP90B1,MANF,MARCO,MFSD2A,MKNK2,RCAN1,SCARB1,SDF2L1,SREBF1,UGCG	 
PRKCE	 	kinase	 	1.664	bias	4.95E-03	2.85E-02	CEBPB,Cxcl9,EGFR,IL1B,ODC1,TNF	259 (14)
PGF	 	growth factor	 	 	 	4.96E-03	2.85E-02	ANGPTL4,BIRC2,CXCR4,EGR1,ETS2	 
SPTLC2	 	enzyme	 	-1.387	bias	4.96E-03	2.85E-02	ATF4,CCN2,EIF2AK3,HSPA5,XBP1	93 (3)
MDM4	 	transcription regulator	 	0.651	 	4.96E-03	2.85E-02	AXIN2,CCNE1,CDKN1A,CELSR1,TP53	 
TNK1	 	kinase	Activated	2.236	bias	4.96E-03	2.85E-02	IFIH1,IFIT1B,IFIT2,ISG20,TNFSF10	124 (7)
CCL5	 	cytokine	Activated	2.223	bias	4.96E-03	2.85E-02	CCL3L3,CXCL2,IL1B,ITGAM,TNF	216 (9)
mir-10	 	microRNA	 	0.468	 	4.96E-03	2.85E-02	IL1B,MYD88,SYVN1,TNF,TP53	135 (7)
BACH1	 	transcription regulator	 	0.108	bias	4.96E-03	2.85E-02	CEBPB,DUSP1,GCLC,HMOX1,SLC7A11	 
NOX4	 	enzyme	 	1.432	bias	4.96E-03	2.85E-02	Ccl2,GCLC,HMOX1,Saa3,SERPINE1	247 (12)
Ptgs2os2	 	other	 	0.447	 	4.96E-03	2.85E-02	Ccl2,CXCL10,EIF2AK3,PELI1,Saa3	 
Brd4	 	kinase	Activated	2.137	bias	5.00E-03	2.87E-02	APCS,CCR2,Cxcl9,KIT,MKNK2,MYC,NEK6,NFE2,Serpina3g (includes others),SPON2,Tgtp1/Tgtp2,TNFSF10	 
ABCA1	0.822	transporter	 	-1.449	 	5.24E-03	3.00E-02	Ccl2,CCL3L3,HMGCR,IL1B,LDLR,MYD88,SCARB1,SREBF1,TNF	222 (14)
E2F4	0.696	transcription regulator	 	 	 	5.50E-03	3.14E-02	CASP4,CDC25A,DHFR,MYC,PPARGC1A,SERPINE1,TNF	 
CCR5	 	G-protein coupled receptor	 	1.490	 	5.52E-03	3.14E-02	Ccl2,CCL3L3,CXCL10,CXCL2,IL1B,TNF,TNFRSF1A,TNFRSF1B	243 (15)
THRB	 	ligand-dependent nuclear receptor	 	-1.383	 	5.55E-03	3.16E-02	AKT1,BCL3,Ccl2,CCND1,CCND2,CCNE1,CXCL10,Cxcl11,CXCL2,FASN,FOS,FZD7,G6PC,ID1,IFIT1B,LDLR,MYC,PER1,SLC7A11,STAT5B,THRSP,TLR2,TNF,TNFSF10,TP53	260 (21)
CSF1	1.815	cytokine	 	1.145	 	5.57E-03	3.16E-02	AXL,C5AR1,Ccl2,CCND1,CCR2,CDK2,CDKN1A,CSF1,FOS,GAS7,IL1B,ITGAM,ITGB5,KLF2,TNF	287 (16)
Creb	 	group	 	-0.607	 	5.63E-03	3.19E-02	C3AR1,CD14,CEBPA,CEBPB,DDX39B,DUSP1,ELL,Foxn3,Foxp1,Gimap9,GTF2F2,GTF2H3,INTS7,ITGAM,Nolc1,PPARGC1A,SESN3,SLC25A44,SLC7A11,SYNPO,TFG,ZBP1	 
TSC1	-0.632	other	 	-1.066	 	5.67E-03	3.21E-02	AXIN2,CCN2,FASN,FOXO1,HMOX1,IRS1,IRS2,RNF128,SREBF1,STAT1,TNF,TP53	188 (14)
BIRC3	 	enzyme	 	 	 	5.80E-03	3.21E-02	CSF1,IL1B,NFKB2,TNF	240 (15)
ABCA7	 	transporter	 	1.214	 	5.80E-03	3.21E-02	BACE1,CD14,EIF2AK3,IL1B	 
NOD1	 	other	 	 	 	5.80E-03	3.21E-02	CXCL2,IL1B,TNF,TRAF3	35 (7)
PDK2	-0.535	kinase	 	1.177	 	5.80E-03	3.21E-02	Chil3/Chil4,IL1B,IRF8,TNF	142 (7)
SMURF1	 	enzyme	 	 	 	5.80E-03	3.21E-02	CXCL10,Cxcl9,IRF1,SMAD6	125 (7)
VLDLR	 	transporter	 	0.422	 	5.80E-03	3.21E-02	ABCA1,FOS,STAT3,TNF	 
IL18R1	 	transmembrane receptor	 	0.000	 	5.80E-03	3.21E-02	CCL3L3,SOCS3,STAT1,TNF	244 (12)
HOXA4	 	transcription regulator	 	-0.927	 	5.80E-03	3.21E-02	CCN2,CCND1,CCNE1,MYC	 
Igkv1-117	 	other	 	 	 	5.80E-03	3.21E-02	CCND2,CDKN1A,MYC,RELB	246 (15)
BRD2	 	kinase	Activated	2.000	bias	5.80E-03	3.21E-02	Ccl2,IL1B,NFE2,TNF	 
PARK7	 	enzyme	Inhibited	-2.000	bias	5.80E-03	3.21E-02	Ccl2,CCL3L3,IL1B,TP53	197 (10)
MFSD2A	-1.620	transporter	Inhibited	-2.414	bias	6.35E-03	3.31E-02	FASN,HK2,LDLR,LSS,MVD,SREBF1	 
MDM2	 	transcription regulator	 	 	 	6.35E-03	3.31E-02	ATF3,CDKN1A,DDX5,POLK,SERPINE1,TP53	178 (7)
ACSS2	 	enzyme	 	0.816	bias	6.35E-03	3.31E-02	CTDSP2,FASN,HMGCR,LSS,SCARB1,SREBF1	17 (2)
DUB	 	group	 	 	 	6.40E-03	3.31E-02	LDLR,MYLIP	 
MSK1/2	 	group	 	 	 	6.40E-03	3.31E-02	DUSP1,FOS	 
Rps15a-ps4	 	other	 	 	 	6.40E-03	3.31E-02	NFKB2,NFKBIA	 
COLEC12	 	transmembrane receptor	 	 	 	6.40E-03	3.31E-02	CXCL10,IFIT1B	 
H1-3	 	other	 	 	 	6.40E-03	3.31E-02	AXIN2,MYC	 
SCARA5	 	transmembrane receptor	 	 	 	6.40E-03	3.31E-02	CXCL10,IFIT1B	 
IKKA/B	 	group	 	 	 	6.40E-03	3.31E-02	IL1B,TNF	137 (4)
E2F5	 	transcription regulator	 	 	 	6.40E-03	3.31E-02	DHFR,SERPINE1	 
ATP1A1	 	transporter	 	 	 	6.40E-03	3.31E-02	HMGCR,LDLR	5 (2)
FGR	1.261	kinase	 	 	 	6.40E-03	3.31E-02	FGR,TNF	 
SCARA3	 	transmembrane receptor	 	 	 	6.40E-03	3.31E-02	CXCL10,IFIT1B	 
CTSG	 	peptidase	 	 	 	6.40E-03	3.31E-02	IL1B,TNF	64 (6)
IL24	 	cytokine	 	 	 	6.40E-03	3.31E-02	Ccl2,HSPA5	 
H1-2	 	other	 	 	 	6.40E-03	3.31E-02	AXIN2,MYC	 
TWIST2	 	transcription regulator	 	 	 	6.40E-03	3.31E-02	IL1B,TNF	 
DOK2	1.429	other	 	 	 	6.40E-03	3.31E-02	DOK2,TNF	 
MKNK2	-0.686	kinase	 	 	 	6.40E-03	3.31E-02	IFIT2,ISG15	 
ME1	 	enzyme	 	 	 	6.40E-03	3.31E-02	IRS1,IRS2	 
MLST8	 	other	 	 	 	6.40E-03	3.31E-02	IFIT2,ISG15	 
SLC7A11	0.614	transporter	 	 	 	6.40E-03	3.31E-02	IL1B,TNF	 
CUL1	 	enzyme	 	 	 	6.40E-03	3.31E-02	CCNE1,TP53	 
WASHC1	 	other	 	 	 	6.40E-03	3.31E-02	EGFR,MYC	 
PAGR1	 	other	 	 	 	6.40E-03	3.31E-02	CEBPB,CEBPD	182 (5)
KHDRBS2	 	other	 	 	 	6.40E-03	3.31E-02	CDKN1A,STAT1	 
GNPAT	 	enzyme	 	 	 	6.40E-03	3.31E-02	Ccl2,IL1B	 
ITPR3	 	ion channel	 	 	 	6.40E-03	3.31E-02	G6PC,PCK1	 
CSTB	 	peptidase	 	 	 	6.40E-03	3.31E-02	CASP4,IL1B	106 (7)
CD300C	 	transmembrane receptor	 	 	 	6.40E-03	3.31E-02	CXCL2,TNF	120 (8)
CRTAP	 	other	 	 	 	6.40E-03	3.31E-02	CDKN1A,SERPINE1	 
H1f4	 	other	 	 	 	6.40E-03	3.31E-02	AXIN2,MYC	 
EMD	 	other	 	 	 	6.40E-03	3.31E-02	EGR1,IER3	 
DEK	 	transcription regulator	 	 	 	6.40E-03	3.31E-02	Ccl2,NFKBIA	67 (7)
CARHSP1	 	transcription regulator	 	 	 	6.40E-03	3.31E-02	G6PC,PCK1	 
BCR (complex)	 	complex	Activated	2.258	bias	6.47E-03	3.34E-02	B4GALT1,CCND1,CCND2,CCNG2,CDC25A,EGR1,FOXO1,MS4A6A,MYC,NFKB2	307 (22)
EGLN1	 	enzyme	 	0.263	 	6.61E-03	3.38E-02	Ccl2,CXCR4,Hamp/Hamp2,HES1,IL1B,MYC,TNF,VEGFA	231 (14)
GNB2	 	enzyme	 	 	 	6.61E-03	3.38E-02	CCL3L3,CDKN1A,DUSP1,IER3,IL1B,MAFB,PLK2,TSC22D3	 
GNB1	 	enzyme	 	 	 	6.61E-03	3.38E-02	CCL3L3,CDKN1A,DUSP1,IER3,IL1B,MAFB,PLK2,TSC22D3	 
IL27RA	 	transmembrane receptor	Inhibited	-2.204	 	6.61E-03	3.38E-02	CXCL10,Cxcl11,CXCL13,Cxcl9,IL1B,SOCS3,STAT1,TNF	192 (16)
NPM1	 	transcription regulator	 	 	 	6.75E-03	3.41E-02	Ccl2,CEBPA,CSF1,CXCL2,VEGFA	188 (7)
IFNL3	 	cytokine	 	1.498	bias	6.75E-03	3.41E-02	DDX58,ISG20,RNASEL,STAT1,USP18	 
CASP3	 	peptidase	 	-0.447	 	6.75E-03	3.41E-02	CASP4,CDK2,CDKN1A,TNF,TP53	249 (11)
NT5E	 	phosphatase	 	-1.980	 	6.75E-03	3.41E-02	Ccl2,IL13RA1,IL1B,SERPINE1,TNF	57 (5)
CAMP	 	other	 	-1.154	 	6.75E-03	3.41E-02	ICAM1,IL1B,MYD88,TNF,TP53	303 (21)
CNR2	 	G-protein coupled receptor	 	1.461	 	6.75E-03	3.41E-02	Ccl2,CCN2,IL1B,NPHS1,TNF	180 (12)
PRKN	 	enzyme	Inhibited	-2.200	 	6.75E-03	3.41E-02	CCND1,FUBP1,IL1B,TNF,TP53	237 (15)
GSTP1	 	enzyme	 	 	 	6.85E-03	3.46E-02	CA8,Cxcl11,CXCL13,Cyp3a25 (includes others),E230001N04Rik,ESR1,ETNPPL,Fam13a,GON4L,Hamp/Hamp2,HMOX1,KLHL4,MTRR,PAQR7,PER1,RRP15,SEMA3D,SERPINE1,SLC7A11,STK40,THRSP,TSC22D3,UBXN4	 
EPAS1	 	transcription regulator	 	-0.638	 	6.94E-03	3.50E-02	CCR2,CEBPA,CEBPB,CXCL2,CXCR4,FASN,LDLR,SCAP,SFTPD,SLC11A2,SREBF1,TP53,VEGFA	 
AKT1	0.444	kinase	 	0.881	 	7.21E-03	3.62E-02	CDKN1A,CXCL10,GCLC,HMOX1,IRS2,KLF15,LCN2,NFKB2,TP53	230 (8)
YAP1	 	transcription regulator	 	0.493	bias	7.21E-03	3.62E-02	ACTG1,AKT1,CAVIN2,CCN2,CCND1,EGR1,GADD45A,MYH9,SERPINE1	21 (2)
KRAS	 	enzyme	 	 	 	7.60E-03	3.81E-02	ABCA1,ADAR,AXIN2,CCND1,CEBPB,CSF2RB,FASN,IFIT1B,IL1B,ITGAM,MRC1,MSR1,MTRR,MYC,NFKB2,SLC7A11,SREBF1,STAT3,TLR2,TNF,TNFSF10,TXNIP	293 (20)
BDNF	 	growth factor	 	 	 	7.66E-03	3.84E-02	BHLHE40,CCND2,CDKN1A,DNAJB5,DUSP1,EGR1,ELOVL6,FOS,FSCN1,KLF10,NAB2,PER2,RGS4,S100A9,TIPARP,TRAF3	 
TNFSF12	 	cytokine	Activated	2.910	 	7.76E-03	3.87E-02	Ccl2,CCL3L3,CCND1,CXCL10,Cxcl11,CXCL2,IL1B,ITGAM,KLF15,NFKB2,NFKBIA,PPARGC1A,S100A9	215 (13)
ERBB2	 	kinase	 	1.387	bias	7.76E-03	3.87E-02	AXIN2,CCND1,CDC25A,CDKN1A,EGFR,GJA1,HMGCR,ITGA6,JAM2,KIT,LSS,MYC,TP53	151 (10)
IFNGR1	 	transmembrane receptor	Activated	2.196	 	7.85E-03	3.91E-02	Ccl2,CCL3L3,CXCL10,Cxcl9,ICAM1,IL1B,TNF,TNFRSF1A	219 (17)
ACTL6A	 	other	 	-0.816	 	8.02E-03	3.99E-02	CCND1,CCND2,CDK2,CDKN1A,HMOX1,TP53INP1	 
FGFR1	 	kinase	 	-0.149	 	8.14E-03	4.03E-02	ATF6,CCND1,CCND2,CDKN1A,EIF1AX,EIF2AK3,HES1,HK2,HSP90B1,HSPA5,MYC,XBP1	149 (7)
CYP1A2	 	enzyme	 	1.000	 	8.39E-03	4.03E-02	CCND1,ETHE1,MARCO,MID1,PWP1,RGS16,SHANK2,ST3GAL4,WEE1	 
CYP1B1	 	enzyme	 	1.000	 	8.39E-03	4.03E-02	CCND1,ETHE1,MARCO,MID1,PWP1,RGS16,SHANK2,ST3GAL4,WEE1	 
SERCA	 	group	 	 	 	8.51E-03	4.03E-02	EGR1,MYC,ZFP36	143 (7)
PARP	 	group	 	 	 	8.51E-03	4.03E-02	CDKN1A,H2AX,TP53	 
PNPLA8	 	enzyme	 	 	 	8.51E-03	4.03E-02	HMOX1,HSP90B1,HSPA5	 
MARCHF2	 	enzyme	 	 	 	8.51E-03	4.03E-02	CXCL10,IL1B,TNF	136 (12)
RGMB	 	other	 	 	 	8.51E-03	4.03E-02	CXCL2,LCN2,MLKL	 
NSD2	 	enzyme	 	 	 	8.51E-03	4.03E-02	FOS,IFIT1B,STAT1	 
HSPB1	 	other	 	 	 	8.51E-03	4.03E-02	Ccl2,CDKN1A,CXCL2	141 (7)
PPM1B	 	phosphatase	 	 	 	8.51E-03	4.03E-02	CCL3L3,CEBPD,MARCO	 
BIRC2	0.621	enzyme	 	 	 	8.51E-03	4.03E-02	CCNE1,CSF1,TNF	266 (16)
ARF6	 	transporter	 	 	 	8.51E-03	4.03E-02	IL1B,TNF,UGCG	214 (13)
CLIC4	 	ion channel	 	 	 	8.51E-03	4.03E-02	CXCL2,IL1B,TNF	171 (12)
RGCC	 	other	 	 	 	8.51E-03	4.03E-02	FASN,IL1B,SREBF1	66 (4)
GJA8	 	transporter	 	 	 	8.51E-03	4.03E-02	ATF4,ATF6,IRS2	 
TFF2	 	other	 	 	 	8.51E-03	4.03E-02	CCND1,CCND2,CCNE1	 
G6PC	-3.042	phosphatase	 	 	 	8.51E-03	4.03E-02	G6PC,HSPA5,HYOU1	 
SERPIND1	 	other	 	 	 	8.51E-03	4.03E-02	Ccl2,EGR1,IL1B	 
Cyp2a12/Cyp2a22	 	enzyme	 	 	 	8.51E-03	4.03E-02	ABCC1,NR1I2,PPARGC1A	 
Sik1	 	kinase	 	 	 	8.51E-03	4.03E-02	FASN,SREBF1,THRSP	 
Clec2d (includes others)	 	transmembrane receptor	 	 	 	8.51E-03	4.03E-02	CXCL10,CXCL2,TNF	 
KAT2A	0.596	enzyme	Activated	2.530	bias	8.54E-03	4.03E-02	AKT1,CCND1,CDC25A,E2F2,G6PC,GCLC,KAT2A,PCK1,PPID,UBE2S	 
IL17RD	 	other	 	-1.982	bias	8.54E-03	4.03E-02	Ccl2,Cxcl9,IL1B,S100A9	135 (6)
SMAD1	 	transcription regulator	 	 	 	8.54E-03	4.03E-02	Hamp/Hamp2,MYC,SMAD6,VEGFA	 
VASP	 	other	 	-1.969	bias	8.54E-03	4.03E-02	Chil3/Chil4,IL1B,STAT1,TNF	98 (4)
MMP12	 	peptidase	 	0.000	 	8.54E-03	4.03E-02	ICAM1,NFKBIA,PSME3,TNF	121 (7)
SKI	 	transcription regulator	 	-1.000	 	8.54E-03	4.03E-02	CDC25A,CDKN1A,Nes,ODC1	 
