© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
PRSS8	 	peptidase	 	 	5.34E-03	3.35E-02	IL1A,IL1B,OCLN	 
CAPN1	 	peptidase	 	 	5.34E-03	3.35E-02	Ccl2,PTPN1,TNF	197 (10)
Muc1	 	transmembrane receptor	 	 	5.34E-03	3.35E-02	CXCL2,PDGFA,TNF	22 (3)
YAP/TAZ	 	group	 	 	5.34E-03	3.35E-02	HSP90AA1,HSPA1A/HSPA1B,HSPB1	 
TCR	 	complex	Activated	3.238	5.50E-03	3.43E-02	CCNE1,CDH1,CISH,ID3,JUNB,MYC,MYCN,NAB2,NFKB2,REL,SLC2A1,SOCS2,STAT3,TNF,ZBTB7B	374 (19)
H1-6	 	other	 	1.291	5.50E-03	3.43E-02	B4GALT5,BCL3,CBFA2T3,CLIC3,CYTH1,FDPS,HSPA4,ICOSLG/LOC102723996,MMP15,PHLDA1,RNF113A,SF3A1,SGF29,TSC1,ZNF143	 
H1f1	 	other	 	1.291	5.50E-03	3.43E-02	B4GALT5,BCL3,CBFA2T3,CLIC3,CYTH1,FDPS,HSPA4,ICOSLG/LOC102723996,MMP15,PHLDA1,RNF113A,SF3A1,SGF29,TSC1,ZNF143	 
REL	1.154	transcription regulator	 	0.010	5.51E-03	3.43E-02	ACSS2,AHR,BCL2A1,BCL3,CDH1,CILK1,CXCL10,DCLRE1B,DDX18,DHFR,EVI5,FOXO3,FRMD4B,ICAM1,MAP3K8,MYC,NAB2,NFKB2,RAP2A,RBL1,REL,RELB,STAT3,STAT5B,TNF,ZHX3	 
PML	 	transcription regulator	 	-0.665	5.54E-03	3.44E-02	ACADM,HADHB,HMGCS1,HMOX1,HSPB1,ID2,IL1B,LIPC,NDRG1,NSFL1C,PDK4,SREBF1,TXNRD1,YWHAG	226 (9)
FOXO3	-0.944	transcription regulator	 	-0.851	5.56E-03	3.45E-02	ACLY,CCNG2,ELOVL5,FLNB,JUNB,LCN2,LRAT,MAP1LC3A,NDRG1,NOS3,Prg4,PRKCD,SESN1,SESN3,SOX5,TSC1,TXNIP,VEGFA	 
TRAF3	 	enzyme	 	-0.955	5.78E-03	3.57E-02	CARMIL1,CXCL10,CXCL2,CXCL3,ICAM1,LILRB4,NDRG1,PLBD1,PYGL,TK1,TNF	288 (15)
RNA polymerase II	 	complex	 	 	6.03E-03	3.72E-02	ARID5A,Ccl9,CD14,CD83,CDH1,CEBPA,Cxcl11,CYP7A1,GHR,HNF4A,HSPA1A/HSPA1B,IL1B,MYC,NR1H4,OSGIN1,PCK1,RALGDS,RDM1,SOCS3,Tmsb4x (includes others)	 
CHRNA7	 	transmembrane receptor	Inhibited	-2.599	6.07E-03	3.73E-02	Ccl2,CXCL10,CXCL2,CXCL3,IL1B,IL1RN,TNF	 
NCOA3	0.504	transcription regulator	 	0.174	6.07E-03	3.73E-02	CEBPA,FGFR2,GJB2,HES1,IRF1,LECT2,SLC2A1	 
PAX7	 	transcription regulator	 	-0.289	6.21E-03	3.80E-02	AHR,Cd24a,FRK,ID2,ID3,LRPAP1,MEST,OLFM1,PEG3,PTGR1,RASA3,SYNE2,TOB1	 
SHARPIN	 	other	 	-1.000	6.35E-03	3.82E-02	CASP4,CXCL10,IL1B,RNF31,TNFAIP3	135 (11)
PROCR	 	other	 	-1.218	6.35E-03	3.82E-02	Ccl2,GBP6,IL1B,PELI1,TNF	 
PCSK9	 	peptidase	 	1.982	6.35E-03	3.82E-02	Ccl2,CYP7A1,ICAM1,IL1B,TLR2	 
GNA12	-0.504	enzyme	 	1.387	6.35E-03	3.82E-02	GCLC,GSTA3,Gsta4,GSTA5,TXNRD1	104 (4)
S1PR2	 	G-protein coupled receptor	 	1.657	6.35E-03	3.82E-02	Ccl2,F3,ICAM1,NOS3,SELE	 
BACH1	0.988	transcription regulator	 	0.943	6.35E-03	3.82E-02	CEBPB,DUSP1,GCLC,HMOX1,SLC40A1	 
Ptgs2os2	 	other	 	1.342	6.35E-03	3.82E-02	CASP3,Ccl2,CXCL10,PELI1,Saa3	 
MRTFB	 	transcription regulator	 	-0.832	6.39E-03	3.84E-02	ACTG1,CAVIN2,CBFB,CCN2,F2R,GADD45A,LCN2,LILRB4,MYL9,PRTN3,S100A8,S100A9,Saa3,SERPINE1,SLC20A1,SRF,Tpm4	 
NFIB	-0.557	transcription regulator	 	 	6.46E-03	3.88E-02	CYP4B1,DCT,IYD,LZTS1,NCAM1,PLEKHF1,STEAP4,TNS1	 
SRSF2	 	transcription regulator	 	0.000	6.56E-03	3.93E-02	AKR1D1,CEBPA,FOXA2,HSD3B7,NR1H4,SREBF1	 
BACH2	 	transcription regulator	 	-1.342	6.65E-03	3.97E-02	AHR,FOXO1,HMOX1,ID3,JUNB,MAFB,MYCL,S100A8,S100A9,SPIC,XBP1	87 (6)
IRF3	 	transcription regulator	Activated	3.114	6.71E-03	4.00E-02	Ccl2,CCL3L3,CCRL2,CXCL10,Cxcl11,GBP5,ICAM1,IL1A,IL1B,IRF1,LCN2,Mx2,Pmaip1,PRNP,STAT2,TNF,TPST1,USP18	216 (15)
CLPP	0.461	peptidase	Inhibited	-2.887	6.91E-03	4.05E-02	ACADM,ACO2,ALDOA,DLST,ECH1,ECI1,FH,HADHA,HADHB,HSPD1,OGDH,TKT	 
F630028O10Rik	 	other	 	-1.982	7.13E-03	4.05E-02	Ccl2,CXCL2,IL1B,TNF	 
NOD1	 	other	 	 	7.13E-03	4.05E-02	CXCL2,IL1A,IL1B,TNF	141 (11)
mir-15	 	microRNA	 	0.882	7.13E-03	4.05E-02	Ccl2,CCNE1,IL1B,Rnf125	 
VLDLR	 	transporter	 	-1.982	7.13E-03	4.05E-02	SLC2A1,STAT3,TNF,TNFAIP3	 
IL18R1	 	transmembrane receptor	 	0.000	7.13E-03	4.05E-02	CCL3L3,IL1A,SOCS3,TNF	197 (10)
Igkv1-117	 	other	 	 	7.13E-03	4.05E-02	FOSL2,JUNB,MYC,RELB	289 (11)
Actin	 	group	 	 	7.18E-03	4.05E-02	IL18,IL1B	 
PUM1	 	other	 	 	7.18E-03	4.05E-02	GATA6,LAMA1	 
IKKA/B	 	group	 	 	7.18E-03	4.05E-02	IL1B,TNF	 
IRGM	 	enzyme	 	 	7.18E-03	4.05E-02	IL18,IL1B	 
E2F5	 	transcription regulator	 	 	7.18E-03	4.05E-02	DHFR,SERPINE1	 
FGR	1.212	kinase	 	 	7.18E-03	4.05E-02	FGR,TNF	 
MDK	 	growth factor	 	 	7.18E-03	4.05E-02	Ccl2,CXCL3	175 (11)
CTSG	 	peptidase	 	 	7.18E-03	4.05E-02	IL1B,TNF	38 (5)
RAB1A	 	enzyme	 	 	7.18E-03	4.05E-02	PRKCA,PRKCD	 
TWIST2	 	transcription regulator	 	 	7.18E-03	4.05E-02	IL1B,TNF	 
PUM2	-0.450	other	 	 	7.18E-03	4.05E-02	GATA6,LAMA1	 
SLC7A11	 	transporter	 	 	7.18E-03	4.05E-02	IL1B,TNF	 
GNPAT	 	enzyme	 	 	7.18E-03	4.05E-02	Ccl2,IL1B	 
ITPR3	-1.101	ion channel	 	 	7.18E-03	4.05E-02	G6PC,PCK1	 
CSTB	 	peptidase	 	 	7.18E-03	4.05E-02	CASP4,IL1B	130 (8)
MXD3	 	transcription regulator	 	 	7.18E-03	4.05E-02	ID2,MYCN	 
CD300C	 	transmembrane receptor	 	 	7.18E-03	4.05E-02	CXCL2,TNF	110 (9)
TIGAR	 	enzyme	 	 	7.18E-03	4.05E-02	Ccl2,TNFAIP3	 
CARHSP1	-0.613	transcription regulator	 	 	7.18E-03	4.05E-02	G6PC,PCK1	 
ESR1	 	ligand-dependent nuclear receptor	 	0.478	7.20E-03	4.05E-02	ABCB11,ABCG5,ABCG8,AQP1,ARRDC3,CYP1A1,CYP4A11,Cyp4a14,CYP7A1,F3,Gsta4,GUCY1A1,IL17RA,IL1B,INHBB,INMT,KATNAL1,LCN2,LEPR,NOS3,NR0B2,PSEN2,Slco1a1,SOCS2,SULT1C2,TGM2,Tmsb4x (includes others),TNF,TXNIP,UGT2B28,UGT2B7	204 (7)
PPARD	 	ligand-dependent nuclear receptor	 	-1.516	7.38E-03	4.14E-02	ACAA1,ACY1,ANGPTL4,APOA4,C11orf86,Ccl2,CCL3L3,ECH1,GSTA5,ICAM1,IL1B,INHBE,KYAT3,LIPG,LPCAT3,LPIN2,MFSD2A,MYCL,PCYOX1,PDK4,PNPLA2,SERINC2,SORD,TMEM120A,TNF	204 (13)
STING1	 	other	Activated	2.255	7.63E-03	4.26E-02	CCL3L3,CXCL10,CXCL2,GAS7,GBP5,IL1A,IL1B,LCN2,RGS16,TNF,USP18	155 (13)
GLI3	 	transcription regulator	 	1.508	7.63E-03	4.26E-02	DUSP1,DUSP5,FOXO1,HMGB2,IRF1,JUNB,MAPKAPK2,MYCN,NFKBID,NFKBIZ,TNFAIP3	 
EGLN	 	group	 	-1.521	7.87E-03	4.39E-02	APOA4,Ccl2,IGFBP1,LCN2,Orm1 (includes others),PFKL,PPP1R3G,S100A9,SAA1,SELENBP1,SERPINA7,SERPINE1,VEGFA	 
CDKN2A	 	transcription regulator	 	1.568	8.05E-03	4.48E-02	Ccl2,CCL3L3,Ccl9,CEBPB,CXCL10,Cxcl11,CXCL13,IGFBP5,IL1A,IL1B,ITGB3,MYC,NOX4,PEG3,TNF,TNFRSF1A,TNFRSF1B,VEGFA	314 (16)
STEAP3	-0.753	transporter	 	-0.632	8.32E-03	4.61E-02	CCN2,Cd24a,CEBPB,HSPA8,ITGB3,KLF15,TFRC,TGM2,VEGFA,ZYX	 
MFSD2A	-2.409	transporter	Activated	2.414	8.39E-03	4.61E-02	DHCR7,Gstm6,IDH1,INSIG1,LSS,SREBF1	 
MGP	 	other	 	-0.816	8.39E-03	4.61E-02	CELA1,FOXA3,GATA4,HHEX,HNF4A,PRTN3	 
ACSS2	-1.104	enzyme	 	0.000	8.39E-03	4.61E-02	ACAA1,CTDSP2,EHHADH,FABP2,LSS,SREBF1	 
FSHB	 	other	 	1.698	8.39E-03	4.61E-02	CCN2,INHBB,ITGB3,ITGB5,PDGFA,SGK1	 
IL17C	 	cytokine	Activated	2.216	8.60E-03	4.67E-02	IL1A,IL1B,S100A8,S100A9,TNF	 
FKBP4	 	enzyme	 	1.628	8.60E-03	4.67E-02	G6PC,NOS3,PDK4,SREBF1,TNF	 
EZR	 	other	 	1.432	8.60E-03	4.67E-02	ATF3,DDIT4,IL1B,TNF,TRIB3	247 (10)
NT5E	 	phosphatase	Inhibited	-2.213	8.60E-03	4.67E-02	Ccl2,COL3A1,IL1B,SERPINE1,TNF	53 (4)
RBP4	 	other	Activated	2.199	8.60E-03	4.67E-02	Ccl2,IL1B,MYD88,NLRP3,TNF	67 (4)
VCP	 	enzyme	 	 	8.60E-03	4.67E-02	Ccl2,HERPUD1,NFKB2,SYNE1,SYNE2	 
Histone h4	 	group	 	 	8.86E-03	4.80E-02	CCNE1,CXCL10,HES1,IL1A,IL1B,IRF1,SHANK2,SOCS3,SREBF1,STAT3,SYNPO,TNF	147 (8)
TSC1	-0.744	other	 	-1.127	8.86E-03	4.80E-02	CCN2,CYP1A2,FOXO1,FOXO3,HMOX1,IRS1,LECT2,LHPP,MAP2K6,PDGFRA,SREBF1,TNF	255 (14)
SETD2	 	enzyme	 	1.000	8.90E-03	4.81E-02	ANG,CCN2,CITED2,CSNK1D,FOXO3,HHEX,LAMA1,RHOB,SERPINE1	 
TANK	 	other	 	1.890	9.20E-03	4.95E-02	ATM,Cxcl11,CXCL2,CXCL3,IL1A,NFKBIZ,TIMELESS	235 (10)
TXNIP	-0.468	other	 	-0.369	9.20E-03	4.95E-02	Acot1,Cyp4a14,DHCR7,FABP2,IL1B,NOX4,TXNIP	 
ITGB2	 	transmembrane receptor	 	-1.446	9.26E-03	4.96E-02	BCL2A1,Ccl2,CXCL10,CXCL2,CXCL3,HES1,TNF,VEGFA	278 (11)
C5	 	cytokine	 	-1.408	9.26E-03	4.96E-02	APCS,Ccl2,CCL3L3,CXCL2,F3,IL1A,IL1B,TNF	190 (14)
MAPKAPK2	0.501	kinase	 	1.213	9.58E-03	5.12E-02	Ccl2,CCL3L3,CITED2,CXCL10,CXCL2,CXCL3,HSPB1,HSPB8,IL18,TNF	326 (15)
IL5	 	cytokine	 	-0.353	9.92E-03	5.16E-02	ALDOA,BCL6,CCNE1,CISH,CITED2,DENND11,ELL2,GCAT,GSTT2/GSTT2B,MYC,NABP1,NDRG1,PIM1,PRDX4,SLC2A1,SLC39A8,SOCS2,TMEM97,XBP1,ZBTB32	 
MARCHF2	 	enzyme	 	 	1.00E-02	5.16E-02	CXCL10,IL1B,TNF	 
HSPB1	1.824	other	 	 	1.00E-02	5.16E-02	Ccl2,CXCL2,CXCL3	 
LBP	 	transporter	 	 	1.00E-02	5.16E-02	CXCL3,IL1RN,TNF	 
FSTL1	 	other	 	 	1.00E-02	5.16E-02	Ccl2,IL1B,NLRP3	 
PIAS4	 	transcription regulator	 	 	1.00E-02	5.16E-02	CXCL2,IL1B,IRF1	 
NFYC	 	transcription regulator	 	 	1.00E-02	5.16E-02	FGFR2,G6PC,PCK1	 
MARCO	 	transmembrane receptor	 	 	1.00E-02	5.16E-02	CXCL3,IL1B,TNF	 
ATF7	 	transcription regulator	 	 	1.00E-02	5.16E-02	DUSP1,DUSP5,MAPK14	 
ARF6	0.388	transporter	 	 	1.00E-02	5.16E-02	IL1B,TNF,UGCG	 
CLIC4	 	ion channel	 	 	1.00E-02	5.16E-02	CXCL2,IL1B,TNF	 
S1PR1	 	G-protein coupled receptor	 	 	1.00E-02	5.16E-02	IL1A,NLRP3,TNF	 
ENTPD1	 	enzyme	 	 	1.00E-02	5.16E-02	CXCL2,CXCL3,TNF	 
ATF5	 	transcription regulator	 	 	1.00E-02	5.16E-02	GAS5,Pmaip1,TXNIP	 
SERPIND1	 	other	 	 	1.00E-02	5.16E-02	Ccl2,F2R,IL1B	 
Casp12	 	peptidase	 	 	1.00E-02	5.16E-02	Ccl2,IL18,TNF	 
AP3B1	 	transporter	 	 	1.00E-02	5.16E-02	AP3D1,TNF,TNFRSF1A	 
Clec2d (includes others)	 	transmembrane receptor	 	 	1.00E-02	5.16E-02	CXCL10,CXCL2,TNF	 
TGFB1	 	growth factor	 	-1.038	1.03E-02	5.26E-02	CASP4,Ccl2,CDH1,COL3A1,CXCL10,ICAM1,IL1B,IRF1,MAVS,MYC,PDGFA,SMAD6,SOCS3,TGM2,TNF	 
HDAC3	 	transcription regulator	 	 	1.04E-02	5.26E-02	CDH1,CXCL2,ELOVL5,ICAM1,IL18,IL1B,RELB,TNF,USP18	 
YAP1	 	transcription regulator	 	0.493	1.04E-02	5.26E-02	ACTG1,CASP3,CAVIN2,CCN2,GADD45A,LDHA,MYL9,SERPINE1,SRF	 
Traj18	 	other	 	-1.961	1.05E-02	5.26E-02	Ccl2,CXCL2,CXCL3,TNF	 
SMAD1	 	transcription regulator	 	 	1.05E-02	5.26E-02	MYC,PDGFA,SMAD6,VEGFA	 
COL2A1	 	other	 	 	1.05E-02	5.26E-02	COL3A1,IL1B,TNF,XBP1	 
SUMO1	 	enzyme	 	 	1.05E-02	5.26E-02	ABCB11,CIDEC,HP,NR0B2	 
PKM	 	kinase	 	0.132	1.05E-02	5.26E-02	IL18,IL1B,SLC2A1,SLC35D2	 
CTSB	 	peptidase	 	1.953	1.05E-02	5.26E-02	CXCL2,CXCL3,IL1B,TNF	 
F2	 	peptidase	 	-1.192	1.05E-02	5.26E-02	ABCB11,APOA5,Ccl2,LIPC	 
HAX1	 	other	 	1.982	1.05E-02	5.26E-02	ABCB11,ABCG5,ABCG8,NR0B2	 
NPC2	 	transporter	 	0.000	1.05E-02	5.26E-02	Ccl2,IL18,MAP1LC3A,TNF	 
CCL3L3	5.508	cytokine	 	 	1.05E-02	5.26E-02	Ccl2,CXCL10,IL1B,TNF	 
SEMA7A	 	transmembrane receptor	 	-0.896	1.05E-02	5.29E-02	CCN2,CCN4,COL3A1,IL18,SMAD6,TNF	 
FLT3LG	 	cytokine	 	 	1.05E-02	5.29E-02	CEBPA,CXCL2,CXCL3,IL1B,SLC12A3,TNF	 
DDIT3	 	transcription regulator	 	0.841	1.10E-02	5.48E-02	ATF3,CASP4,CEBPA,FOXO1,IL1B,STAT3,TRIB3,XBP1	 
PRKD1	 	kinase	Activated	2.820	1.10E-02	5.48E-02	Ccl2,CCL3L3,CXCL10,Cxcl11,CXCL2,CXCL3,IL1B,TNF	 
ARNTL	 	transcription regulator	 	0.747	1.10E-02	5.48E-02	CCNG2,CEBPA,GCK,HMOX1,IL1B,ITGB8,PER1,PER2,SREBF1,TBC1D4	 
MARK2	 	kinase	 	1.890	1.11E-02	5.55E-02	Cxcl11,CXCL2,CXCL3,IL18,IRF1,NFKBIZ,TNF	 
TIRAP	 	other	Activated	2.175	1.13E-02	5.63E-02	CXCL10,CXCL2,CXCL3,ICAM1,TNF	 
SREBF2	 	transcription regulator	Inhibited	-2.186	1.13E-02	5.63E-02	HMGCS1,INSIG1,MVK,SC5D,SREBF1	 
LDLR	 	transporter	Inhibited	-2.096	1.19E-02	5.87E-02	ACLY,ATP7A,Ccl2,CCL3L3,CEBPA,CYP7A1,CYTH1,DHRS9,DUSP1,FDPS,FPR1,FPR2,G6PC,ICAM1,IER3,IL1A,IL1B,IL1RN,ITGB3,LCN2,MYC,NOS3,PSMA7,SC5D,SELE,SREBF1,TNF,TRIB1	 
TNFSF12	 	cytokine	Activated	3.038	1.23E-02	6.06E-02	Ccl2,CCL3L3,Ccl9,CXCL10,Cxcl11,CXCL2,CXCL3,IL1B,KLF15,MAP3K14,NFKB2,S100A8,S100A9	 
CD44	 	other	 	0.368	1.23E-02	6.09E-02	ABCA2,Ccl2,CELA1,CIDEC,COL3A1,Cyb5r3,FKBP5,HSP90AB1,IL1B,IL1RN,KREMEN1,MMP8,MOGAT1,MYBBP1A,NFKB2,TLR8,TNF,ZYX	 
KAT2A	 	enzyme	 	1.265	1.25E-02	6.17E-02	CASP3,G6PC,GCLC,H2AZ1,HSP90AA1,HSPD1,LDHA,NUDC,PCK1,XPO1	 
MEX3A	 	other	Activated	2.121	1.29E-02	6.32E-02	ABCG5,ABCG8,ANGPTL4,CIDEC,FZD7,NRP1,PCK1,PDK4	 
EIF2S1	 	translation regulator	 	 	1.29E-02	6.32E-02	CEBPG,CHAC1,HMOX1,PHLDA1,SESN2,SYBU,TGM1,TRIB3	 
Hdac	 	group	 	-0.066	1.31E-02	6.38E-02	ADAMTS1,AHR,DLL1,IL6R,ITGA8,MYCN,NRP1,ONECUT1,ONECUT2,PKHD1,TBX3,TIMELESS,TNF,WNT9B	 
KLF4	 	transcription regulator	 	1.550	1.31E-02	6.38E-02	ATP2A2,CASP3,CBFA2T3,Chil3/Chil4,DYRK2,GADD45A,GATA4,GJB2,MXI1,MYD88,PFDN4,PLAUR,RCAN1,TBX3	 
LPIN1	 	phosphatase	 	0.380	1.31E-02	6.38E-02	ACADM,CEBPA,FDPS,IL1B,LPIN2,TNF	 
CEBPD	 	transcription regulator	 	1.016	1.34E-02	6.51E-02	BCL2A1,CCL3L3,CEBPB,CXCL3,FBXW7,IGFBP5,TNF	 
PKD1	 	ion channel	Inhibited	-2.073	1.37E-02	6.68E-02	AADAC,ACOT2,ALDH8A1,ALG6,ASPH,Ccl2,CCN2,CXCL2,FOXO1,G6PC,HDAC9,IDH1,KLKB1,KRT18,MID1,MYC,PCK1,PPRC1,RGS3,SEMA4C,SLC2A2,SLC2A9,SMURF1,SYNE1,SYNJ2,TBC1D4,TNS1	 
GNAS	 	enzyme	 	0.853	1.38E-02	6.72E-02	ADAMTS1,ARL4D,ATF3,CDK2,CEBPA,CXCL2,FOSL2,G6PC,NRP1	 
PIK3CG	 	kinase	 	0.193	1.44E-02	6.91E-02	BCL2A1,Ccl2,CXCL10,FOSL2,GBP5,GBP6,ICAM1,IL17RA,IL1B,IRF1,ITGB3,TLR2,TLR8,TNF	 
IFI16	 	transcription regulator	 	1.400	1.46E-02	6.91E-02	CXCL10,DHFR,ID2,IL1B,TNF	 
SOCS6	 	other	 	1.342	1.46E-02	6.91E-02	CXCL2,CXCL3,IL18,IL1B,TNF	 
PLIN1	 	other	 	 	1.46E-02	6.91E-02	ACADM,Ccl2,HADHA,HADHB,TNF	 
FDFT1	 	enzyme	 	-0.447	1.46E-02	6.91E-02	ABCG5,ABCG8,CYP7A1,FDPS,SREBF1	 
ARV1	 	transporter	 	0.000	1.46E-02	6.91E-02	CYP7A1,NR0B2,NR1H4,SREBF1	 
NELFB	 	other	 	-1.000	1.46E-02	6.91E-02	ATF3,CCN2,GADD45A,VEGFA	 
PSMB8	 	peptidase	 	0.000	1.46E-02	6.91E-02	IL1A,IRS1,NFKB2,TNFAIP3	 
mir-127	 	microRNA	 	1.953	1.46E-02	6.91E-02	BCL6,DUSP1,IL1B,TNF	 
PER1	-1.224	transcription regulator	 	0.068	1.46E-02	6.91E-02	CCNE1,PER1,PER2,SLC12A3	 
KAT5	 	transcription regulator	Activated	2.000	1.46E-02	6.91E-02	BIRC2,PSMA7,PSMC4,PSMD12	 
MOGAT1	2.104	enzyme	 	-1.000	1.46E-02	6.91E-02	ACADM,ANGPTL4,Ccl2,CXCL10	 
TMBIM6	 	other	 	-1.941	1.46E-02	6.91E-02	ERO1B,HERPUD1,MAP1LC3A,XBP1	 
CCL11	 	cytokine	 	1.951	1.46E-02	6.91E-02	CCL3L3,CXCL3,IL1B,TNF	 
GAB1	 	other	 	1.103	1.46E-02	6.91E-02	CASP3,Chil3/Chil4,CXCL10,IL1B	 
ZIC3	 	transcription regulator	 	-1.980	1.46E-02	6.91E-02	FOXA2,GATA4,GATA6,PDGFRA	 
HOXA10	 	transcription regulator	 	-0.535	1.49E-02	7.04E-02	AQP1,CA3,CHERP,CSF3R,GSTA3,INMT,LCN2,LEPR,MYCN,NCAM1,PEG3,PTGER4,SLC27A1,THBD,YWHAG	 
LRP1	 	transmembrane receptor	 	-1.960	1.50E-02	7.05E-02	ABCG5,ABCG8,Ccl2,CCL3L3,CD14,COL3A1,IL1B,TNF	 
KLF15	-1.871	transcription regulator	Activated	2.014	1.50E-02	7.05E-02	ACADM,Acot1,CCN2,EHHADH,HADHA,HADHB,PDK4,SLC27A1	 
APC	 	enzyme	Inhibited	-2.269	1.53E-02	7.17E-02	CDH1,CXCL2,CXCL3,FABP2,FH,HADHB,HES1,ID2,ID3,IGFBP5,MYC,OGDH,PDK4,PRKCA,TNF,VEGFA	 
Esrra	 	transcription regulator	 	0.832	1.53E-02	7.17E-02	ACADM,ACO1,ALDOA,APOA4,ECH1,FABP2,GALM,HSD3B1,IL1A,LEPR,PDK4,PFKL,PPA1,PYGL,SLC2A1,TNF	 
STAT2	0.700	transcription regulator	 	1.303	1.59E-02	7.28E-02	Ccl2,CXCL10,GBP6,IRF1,IRF9,SOCS3,TNF	 
ABCG1	 	transporter	Inhibited	-2.130	1.59E-02	7.28E-02	Ccl2,CCL3L3,CXCL13,CXCL3,IL1B,SLC2A1,TNF	 
IFIH1	 	enzyme	 	1.911	1.59E-02	7.28E-02	CISH,CXCL10,CXCL2,PHLDA1,RND3,TNF,USP18	 
TFAP2C	 	transcription regulator	 	0.218	1.59E-02	7.28E-02	Ccl9,CCN2,DYRK2,FBXW7,GSTA3,NRP1,TNFAIP3	 
ITCH	 	enzyme	 	-1.633	1.60E-02	7.28E-02	ELOVL5,IL1A,IL1B,SC5D,TFRC,TNF	 
RPSA	 	translation regulator	Inhibited	-2.414	1.60E-02	7.28E-02	CXCL3,IL1A,IL1B,REL,RELB,TNF	 
LPL	 	enzyme	 	-0.152	1.60E-02	7.28E-02	FOXO3,IRS1,PDK4,PNPLA2,SLC27A1,SLC2A1	 
ADA	 	enzyme	 	-1.400	1.60E-02	7.28E-02	Ccl2,CXCL2,CXCL3,DCK,SERPINE1,TNF	 
EIF2AK2	 	kinase	Activated	2.183	1.60E-02	7.28E-02	BCL2A1,BIRC2,Hspa1b,IL1B,MYC,SELE	 
EIF4EBP2	-0.533	translation regulator	 	-0.729	1.60E-02	7.28E-02	CEBPA,CEBPB,CEBPG,CXCL10,IL1RN,PNPLA2	 
GLI2	 	transcription regulator	 	 	1.61E-02	7.28E-02	CBFA2T3,CCL3L3,CXCL10,CXCL2,CXCL3,FOXA2,IL1B,MYCN,RCAN1,TNF	 
LDB1	 	transcription regulator	 	-0.507	1.61E-02	7.28E-02	ABCB10,AHR,ARL5C,CASP3,CASP4,CYFIP2,EFEMP2,ETV3,F2R,FZD6,GBP5,GOLM1,HEXIM1,HHEX,ICOSLG/LOC102723996,KLF11,LPIN2,LYN,MAP3K1,MAP3K8,MGLL,NDRG1,NLRX1,RIPK2,SAMSN1,SERTAD1,SLC16A5,SLC40A1,STAT3,SYNE2,TLR2,TNFAIP3,TNFRSF1B,TNS2,TXNIP	 
Cd209b	 	other	 	 	1.64E-02	7.28E-02	IL18,IL1B,TNF	 
ANKRD42	 	transcription regulator	 	 	1.64E-02	7.28E-02	CXCL3,IL1B,TNF	 
GSTK1	 	enzyme	 	 	1.64E-02	7.28E-02	Ccl2,IL18,TNF	 
PON2	 	enzyme	 	 	1.64E-02	7.28E-02	C5AR1,CXCL2,TNF	 
SARM1	 	transmembrane receptor	 	 	1.64E-02	7.28E-02	Ccl2,CCL3L3,TNF	 
GPBAR1	 	G-protein coupled receptor	 	 	1.64E-02	7.28E-02	Ccl2,IL1B,TNF	 
PSMB10	 	peptidase	 	 	1.64E-02	7.28E-02	IL1A,NFKB2,TNFAIP3	 
S100B	 	other	 	 	1.64E-02	7.28E-02	Ccl2,IL1B,TNF	 
PROC	 	peptidase	 	 	1.64E-02	7.28E-02	IL1B,SERPINE1,THBD	 
mir-17	 	microRNA	 	 	1.64E-02	7.28E-02	GCLC,MYLIP,STAT3	 
ELK4	 	transcription regulator	 	 	1.64E-02	7.28E-02	JUNB,NCOA7,SRF	 
ING4	 	transcription regulator	 	 	1.64E-02	7.28E-02	Ccl2,CXCL10,NFKBID	 
P2RY4	-0.629	G-protein coupled receptor	 	 	1.64E-02	7.28E-02	ICAM1,MMP8,SELE	 
C6	 	other	 	 	1.64E-02	7.28E-02	Ccl2,IL1B,TNF	 
FBXL5	 	enzyme	 	 	1.64E-02	7.28E-02	GSTA5,HMOX1,TFRC	 
SFTPA1	 	transporter	 	 	1.64E-02	7.28E-02	CXCL3,SH3PXD2A,TNF	 
NDRG1	-0.767	kinase	 	 	1.64E-02	7.28E-02	APOA4,APOA5,CD82	 
UBE2I	 	enzyme	 	 	1.64E-02	7.28E-02	ABCB11,CEBPA,NR0B2	 
FLT1	 	kinase	 	 	1.64E-02	7.28E-02	Ccl2,DEPP1,NRP1	 
DNMT3B	 	enzyme	 	0.359	1.66E-02	7.35E-02	ATM,ATP2A2,GUCY1A1,HDAC9,MAP3K1,MYL9,PPP1R3C,PRNP,PSEN2,RCAN1,RECK,RGS16,RGS4	 
OGA	 	enzyme	 	1.633	1.67E-02	7.39E-02	C3AR1,CAVIN2,Ccl2,CCL3L3,Ccl9,CD14,Cd24a,CEBPA,CEBPB,HPGD,HSD3B7,HSP90AB1,IL18,MGLL,NGEF,PLD4,PYGL,Saa3,SLC27A1,SLC2A9,SLC33A1,SOCS2,SOCS3,STAT2	 
NOTCH1	 	transcription regulator	 	1.555	1.73E-02	7.65E-02	CCNE1,CEBPA,DLL1,HES1,IGFBP2,MYC,REL,RELB,RND3,TNF,TSPAN33,VEGFA	 
